Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Defective B3GALTL causes Peters-plus syndrome (PpS)_Homo sapiens_R-HSA-5083635	8/37	5.450674882922244E-4	0.07581393246246393	0	0	4.130204703270606	31.036840142445367	ADAMTS5;ADAMTS3;ADAMTS1;THSD7A;ADAMTS9;THSD4;ADAMTS10;ADAMTS20
NCAM1 interactions_Homo sapiens_R-HSA-419037	8/37	5.450674882922244E-4	0.0694961047572586	0	0	4.130204703270606	31.036840142445367	COL4A2;COL4A1;COL6A2;COL6A1;ST8SIA4;COL4A5;GFRA1;CACNA1G
O-glycosylation of TSR domain-containing proteins_Homo sapiens_R-HSA-5173214	8/38	6.591104310204648E-4	0.0775722276508701	0	0	4.021515105816116	29.456067818321003	ADAMTS5;ADAMTS3;ADAMTS1;THSD7A;ADAMTS9;THSD4;ADAMTS10;ADAMTS20
Molecules associated with elastic fibres_Homo sapiens_R-HSA-2129379	7/30	7.439124525848304E-4	0.08129900374677075	0	0	4.457179242279529	32.10767934363805	TGFB2;BMP2;EFEMP1;TGFB3;LTBP4;FBLN1;FBLN5
Platelet degranulation_Homo sapiens_R-HSA-114608	14/105	0.0011422908087128018	0.11651366248870579	0	0	2.5469595670168736	17.254936775690833	TGFB2;SPARC;WDR1;TGFB3;PCDH7;SERPINE1;PDGFB;VEGFC;IGF1;SELP;MMRN1;TMSB4X;TIMP3;GAS6
Retinoid metabolism and transport_Homo sapiens_R-HSA-975634	8/42	0.0013217377771044029	0.12639117493560853	0	0	3.6385136671669622	24.11900817901818	RBP4;SDC4;RBP2;RBP1;GPC3;LPL;GPC2;LRP2
NCAM signaling for neurite out-growth_Homo sapiens_R-HSA-375165	26/266	0.0016910346821070637	0.15219312138963573	0	0	1.8671320134146252	11.91681080824082	PDGFB;IRS2;CSF2RA;EGFR;CACNA1G;RASGRP3;FGF5;PSMB3;UBC;ST8SIA4;JAK2;SPTAN1;KSR1;PPP2R5B;GFRA1;NRG1;SPTB;DUSP6;PSMB8;COL4A2;COL4A1;COL6A2;KIT;COL6A1;COL4A5;FGFR3
O-linked glycosylation_Homo sapiens_R-HSA-5173105	14/110	0.001797078503994329	0.15275167283951796	0	0	2.4311886776070155	15.368985291989777	GALNT12;ST6GAL1;MUC16;GCNT1;ADAMTS10;THSD4;ADAMTS20;ADAMTS5;B3GNT9;ADAMTS3;B3GNT7;ADAMTS1;THSD7A;ADAMTS9
Response to elevated platelet cytosolic Ca2+_Homo sapiens_R-HSA-76005	14/110	0.001797078503994329	0.14471211111112228	0	0	2.4311886776070155	15.368985291989777	TGFB2;SPARC;WDR1;TGFB3;PCDH7;SERPINE1;PDGFB;VEGFC;IGF1;SELP;MMRN1;TMSB4X;TIMP3;GAS6
Asparagine N-linked glycosylation_Homo sapiens_R-HSA-446203	25/259	0.002433146618808949	0.18613571633888462	0	0	1.8438413853886633	11.097288362846362	RAB1A;COPA;SEC23A;B4GALT1;SAR1B;TGFA;TFG;ST8SIA4;MGAT3;MAN1C1;TMED2;SPTAN1;DYNC1I1;SEC31A;ST6GAL1;ST8SIA1;GFPT2;SYVN1;ANK2;SPTB;ARFGAP1;COPG1;FOLR1;B4GALT4;GNE
EPH-ephrin mediated repulsion of cells_Homo sapiens_R-HSA-3928665	8/48	0.003203802330592603	0.2334198840860325	0	0	3.1836994587710916	18.28531342327542	EPHB6;LYN;VAV3;EFNB1;EPHA4;EPHA7;EPHB2;EPHA2
ER to Golgi Anterograde Transport_Homo sapiens_R-HSA-199977	15/131	0.0035755067612456963	0.24866024294117797	0	0	2.187274437323651	12.322335049945425	RAB1A;COPA;SEC23A;SAR1B;TGFA;ANK2;SPTB;ARFGAP1;TFG;TMED2;COPG1;SPTAN1;FOLR1;DYNC1I1;SEC31A
Platelet activation, signaling and aggregation_Homo sapiens_R-HSA-76002	24/253	0.003668840769464316	0.24405766857740882	0	0	1.812066095110819	10.161848368017951	LYN;VAV3;DGKE;TGFB2;SPARC;WDR1;TGFB3;PCDH7;SERPINE1;PDGFB;VEGFC;IGF1;CSF2RA;GNAI1;RHOB;SELP;MMRN1;TMSB4X;PDPN;TIMP3;JAK2;GAS6;DAGLB;RAPGEF3
Metabolism of carbohydrates_Homo sapiens_R-HSA-71387	26/282	0.0037648912736620243	0.24001181869595403	0	0	1.7611954452776253	9.83105690046141	CEMIP;PFKFB3;B4GALT1;SDC4;SLC2A3;GXYLT2;HS6ST1;HS6ST2;PAPSS2;UGP2;CHST12;UBC;CHST15;GPC3;GPC2;CHP1;GOT1;ABCC5;PGD;DCN;HS3ST1;B3GNT7;ALDH1A1;FMOD;CHST2;B4GALT4
EPH-Ephrin signaling_Homo sapiens_R-HSA-2682334	12/95	0.003947545693841723	0.24158979646311343	0	0	2.41290906348967	13.35463426092977	EPHB6;VAV3;LYN;EPHA4;EFNB1;EPHA7;LIMK2;KDR;NCK2;EPHB2;KALRN;EPHA2
Cell-cell junction organization_Homo sapiens_R-HSA-421270	9/61	0.004255749199248325	0.25043447210961295	0	0	2.8183568979285076	15.386775679723437	PARD6B;CDH3;CDH2;CLDN15;CADM1;CDH1;CDH10;CDH11;F11R
Metabolism of fat-soluble vitamins_Homo sapiens_R-HSA-6806667	8/51	0.0047098238858066625	0.2668900201957109	0	0	2.996423020019851	16.055148456134603	RBP4;RBP2;SDC4;RBP1;GPC3;LPL;GPC2;LRP2
Metabolism of vitamins and cofactors_Homo sapiens_R-HSA-196854	16/148	0.004731612976664221	0.25854885193915206	0	0	2.065102351635303	11.05550298096153	CYB5A;PTGIS;SDC4;TPK1;LPL;SLC2A3;LRP2;RBP4;RBP2;RFK;RBP1;PNPO;GPC3;AOX1;GPC2;MOCS1
Diseases associated with O-glycosylation of proteins_Homo sapiens_R-HSA-3906995	9/62	0.004752539125966092	0.25073740905959035	0	0	2.77289952860708	14.83245101466797	ADAMTS5;ADAMTS3;MUC16;ADAMTS1;THSD7A;ADAMTS9;ADAMTS10;THSD4;ADAMTS20
HS-GAG biosynthesis_Homo sapiens_R-HSA-2022928	6/31	0.004841942427346217	0.24693906379465705	0	0	3.6971993714761067	19.7076968695814	SDC4;GPC3;GPC2;HS6ST1;HS6ST2;HS3ST1
Adherens junctions interactions_Homo sapiens_R-HSA-418990	6/31	0.004841942427346217	0.2389732875432165	0	0	3.6971993714761067	19.7076968695814	CDH3;CDH2;CADM1;CDH1;CDH10;CDH11
Signaling by Interleukins_Homo sapiens_R-HSA-449147	33/392	0.00504214721082193	0.24107766351742352	0	0	1.6080930939711127	8.506689051964095	PDGFB;IRS2;NOD1;CSF2RA;EGFR;RASGRP3;FGF5;PSMB3;IRAK2;UBC;STX3;LGALS9;JAK2;SPTAN1;LYN;IL33;KSR1;IL10RB;STAT3;IL18;PPP2R5B;NRG1;IFNLR1;GFRA1;LIFR;OSMR;SPTB;DUSP6;PSMB8;IL22RA1;KIT;SQSTM1;FGFR3
Signaling by BMP_Homo sapiens_R-HSA-201451	5/23	0.0059499653070127405	0.27586202787059066	0	0	4.1526514679622935	21.279722146903193	BMP2;SMAD9;SMAD6;BMPR1B;FSTL1
XBP1(S) activates chaperone genes_Homo sapiens_R-HSA-381038	8/53	0.005980974123498714	0.2691438355574421	0	0	2.883350453226649	14.760366408620401	SEC61A1;ACADVL;FKBP14;PPP2R5B;SYVN1;DNAJB9;ARFGAP1;SEC31A
Hemostasis_Homo sapiens_R-HSA-109582	43/552	0.006177404750780799	0.27004083624841774	0	0	1.4880334426864885	7.569413392126852	DGKE;DOCK4;SPARC;WDR1;SERPINE1;PDGFB;GATA6;AK3;GATA4;F11R;CSF2RA;GNAI1;GRB14;KIF5C;TMSB4X;PDPN;TIMP3;JAK2;LYN;VAV3;TGFB2;CXADR;TGFB3;PCDH7;PPP2R5B;VEGFC;IGF1;ATP1B1;F3;KIF6;RHOB;P2RX7;SELP;EHD3;MMRN1;IRF1;PDE5A;GAS6;DAGLB;ZFPM2;ZFPM1;RAPGEF3;PDE9A
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA_Homo sapiens_R-HSA-428359	3/8	0.006568931780670243	0.27917960067848535	0	0	7.163323782234957	35.9985963478942	MYC;IGF2BP1;IGF2BP3
VEGF ligand-receptor interactions_Homo sapiens_R-HSA-194313	3/8	0.006568931780670243	0.27163420606555333	0	0	7.163323782234957	35.9985963478942	FLT4;KDR;VEGFC
VEGF binds to VEGFR leading to receptor dimerization_Homo sapiens_R-HSA-195399	3/8	0.006568931780670243	0.26448593748488086	0	0	7.163323782234957	35.9985963478942	FLT4;KDR;VEGFC
Heparan sulfate/heparin (HS-GAG) metabolism_Homo sapiens_R-HSA-1638091	8/54	0.006706717318248459	0.2631096794082088	0	0	2.8299550744631925	14.162922409776066	SDC4;GPC3;GPC2;GXYLT2;HS6ST1;HS6ST2;DCN;HS3ST1
Growth hormone receptor signaling_Homo sapiens_R-HSA-982772	5/24	0.007197351515578203	0.2752986954708663	0	0	3.9796243234638653	19.635634215577443	LYN;SOCS2;STAT3;IRS2;JAK2
COPI-mediated anterograde transport_Homo sapiens_R-HSA-6807878	10/78	0.007347177318620808	0.2741751535973131	0	0	2.4489995836700706	12.033010255925017	RAB1A;COPA;TMED2;ANK2;COPG1;SPTAN1;SPTB;FOLR1;ARFGAP1;DYNC1I1
ECM proteoglycans_Homo sapiens_R-HSA-3000178	8/55	0.007497115404466355	0.2731092040198458	0	0	2.778501345836589	13.595865437624772	TGFB2;SPARC;TGFB3;SERPINE1;ITGA7;FMOD;DCN;MATN3
IRE1alpha activates chaperones_Homo sapiens_R-HSA-381070	8/55	0.007497115404466355	0.26675782718217494	0	0	2.778501345836589	13.595865437624772	SEC61A1;ACADVL;FKBP14;PPP2R5B;SYVN1;DNAJB9;ARFGAP1;SEC31A
Signaling by VEGF_Homo sapiens_R-HSA-194138	28/328	0.007744176662863887	0.26928614304958515	0	0	1.630675332541291	7.926409675679119	PRR5;FLT4;PDGFB;HSPB1;IRS2;CSF2RA;EGFR;RASGRP3;FGF5;PSMB3;UBC;KDR;NCK2;JAK2;WASF1;SPTAN1;VAV3;KSR1;PPP2R5B;VEGFC;GFRA1;NRG1;SPTB;DUSP6;PSMB8;KIT;ELMO1;FGFR3
Membrane Trafficking_Homo sapiens_R-HSA-199991	34/420	0.008013642235325523	0.27246383600106777	0	0	1.546368308545959	7.463716602885322	RAB1A;SEC23A;COPA;SAR1B;TGFA;PLA2G6;CLINT1;TFG;KIF5C;UBC;MAN1C1;TMED2;SFN;AP1S3;SPTAN1;DYNC1I1;SEC31A;PRKAB2;SORT1;SURF4;AP1B1;ANK2;TPD52L1;SPTB;KIF6;ARFGAP1;GAK;RINT1;DAB2;MYO1C;GJB3;CHMP4C;COPG1;FOLR1
Post-translational protein modification_Homo sapiens_R-HSA-597592	40/521	0.010137488703113455	0.33718168947312144	0	0	1.4665794051920575	6.733821299363463	GALNT12;RAB1A;SEC23A;COPA;B4GALT1;SAR1B;GCNT1;TGFA;ADAMTS10;THSD4;ADAMTS5;ADAMTS3;TFG;ADAMTS1;SUMO3;ST8SIA4;MGAT3;MAN1C1;TMED2;THSD7A;ADAMTS9;SPTAN1;DYNC1I1;SEC31A;ST6GAL1;MUC16;ST8SIA1;GFPT2;SYVN1;ANK2;SPTB;ARFGAP1;ADAMTS20;B3GNT9;B3GNT7;COPG1;GAS6;FOLR1;B4GALT4;GNE
Diseases associated with glycosaminoglycan metabolism_Homo sapiens_R-HSA-3560782	5/26	0.010217056874200043	0.3325978088835333	0	0	3.673499375505106	16.83820701184368	SDC4;GPC3;GPC2;FMOD;DCN
A tetrasaccharide linker sequence is required for GAG synthesis_Homo sapiens_R-HSA-1971475	5/26	0.010217056874200043	0.32566868786512637	0	0	3.673499375505106	16.83820701184368	SDC4;GPC3;GPC2;GXYLT2;DCN
Chylomicron-mediated lipid transport_Homo sapiens_R-HSA-174800	4/17	0.010278682135512557	0.3209466054558002	0	0	4.494634530029777	20.575013086612163	SAR1B;LPL;P4HB;LDLRAP1
Inflammasomes_Homo sapiens_R-HSA-622312	4/17	0.010278682135512557	0.31452767334668424	0	0	4.494634530029777	20.575013086612163	P2RX7;PSTPIP1;AIM2;TXNIP
Keratan sulfate biosynthesis_Homo sapiens_R-HSA-2022854	5/27	0.012010354293275065	0.36031062879825193	0	0	3.5374438430789907	15.642527657394961	B4GALT1;B3GNT7;FMOD;CHST2;B4GALT4
Constitutive Signaling by Aberrant PI3K in Cancer_Homo sapiens_R-HSA-2219530	8/61	0.013789459295927701	0.40572832159171895	0	0	2.505206131492007	10.731929285078342	FGF5;KIT;GAB1;PDGFB;IRS2;NRG1;FGFR3;EGFR
Unfolded Protein Response (UPR)_Homo sapiens_R-HSA-381119	10/86	0.014244626736902763	0.4112128095747401	0	0	2.221185668910064	9.443094365898585	SEC61A1;ACADVL;FKBP14;DDIT3;PPP2R5B;SYVN1;DNAJB9;ARFGAP1;ATF3;SEC31A
MAPK family signaling cascades_Homo sapiens_R-HSA-5683057	24/284	0.014538116621347423	0.4119133042715103	0	0	1.614270148109286	6.829946884253675	KSR1;PDGFB;PPP2R5B;HSPB1;GFRA1;IRS2;NRG1;KALRN;CSF2RA;SPTB;DUSP6;EGFR;PSMB8;RASGRP3;FGF5;PSMB3;MYC;KIT;UBC;CDC42EP2;IGF2BP1;JAK2;SPTAN1;FGFR3
Chondroitin sulfate/dermatan sulfate metabolism_Homo sapiens_R-HSA-1793185	7/50	0.014749230294497954	0.41029677001057946	0	0	2.6743075453677174	11.276389939588327	SDC4;CHST12;GPC3;CHST15;GPC2;GXYLT2;DCN
Defective B3GALT6 causes EDSP2 and SEMDJL1_Homo sapiens_R-HSA-4420332	4/19	0.015405742226593973	0.4209068858337282	0	0	4.021515105816116	16.781842727412602	SDC4;GPC3;GPC2;DCN
Defective B4GALT7 causes EDS, progeroid type_Homo sapiens_R-HSA-3560783	4/19	0.015405742226593973	0.41352255450331193	0	0	4.021515105816116	16.781842727412602	SDC4;GPC3;GPC2;DCN
Defective B3GAT3 causes JDSSDHD_Homo sapiens_R-HSA-3560801	4/19	0.015405742226593973	0.4063928552877376	0	0	4.021515105816116	16.781842727412602	SDC4;GPC3;GPC2;DCN
Ephrin signaling_Homo sapiens_R-HSA-3928664	4/19	0.015405742226593973	0.39950484079133525	0	0	4.021515105816116	16.781842727412602	EPHB6;EFNB1;NCK2;EPHB2
Signaling by PDGF_Homo sapiens_R-HSA-186797	29/364	0.016529404601357458	0.42149981733461517	0	0	1.521878312709258	6.24367986109772	PRR5;PDGFB;IRS2;ADCY1;CSF2RA;EGFR;RASGRP3;FGF5;PSMB3;UBC;NCK2;JAK2;SPTAN1;KSR1;STAT3;GAB1;PPP2R5B;GFRA1;NRG1;SPTB;DUSP6;PSMB8;COL4A2;COL4A1;COL6A2;KIT;COL6A1;COL4A5;FGFR3
Vesicle-mediated transport_Homo sapiens_R-HSA-5653656	37/492	0.017493497218061798	0.4387713236661402	0	0	1.436547316762566	5.812164217623983	RAB1A;SEC23A;COPA;SPARC;SAR1B;TGFA;PLA2G6;CLINT1;TFG;KIF5C;UBC;MAN1C1;TMED2;SFN;AP1S3;SPTAN1;DYNC1I1;SEC31A;PRKAB2;SORT1;SURF4;AP1B1;ANK2;TPD52L1;SPTB;KIF6;ARFGAP1;GAK;RINT1;DAB2;MYO1C;COL4A2;GJB3;COL4A1;CHMP4C;COPG1;FOLR1
VEGFA-VEGFR2 Pathway_Homo sapiens_R-HSA-4420097	26/320	0.017907831680314488	0.4419190721109865	0	0	1.5520534861509074	6.2431617467951535	PRR5;PDGFB;HSPB1;IRS2;CSF2RA;EGFR;RASGRP3;FGF5;PSMB3;UBC;KDR;NCK2;JAK2;WASF1;SPTAN1;VAV3;KSR1;PPP2R5B;GFRA1;NRG1;SPTB;DUSP6;PSMB8;KIT;ELMO1;FGFR3
Transcriptional regulation of pluripotent stem cells_Homo sapiens_R-HSA-452723	6/42	0.02122342840775148	0.5154261184739645	0	0	2.7288852503752214	10.51343865171096	HHEX;STAT3;GATA6;POLR2G;KLF4;PBX1
EPHB-mediated forward signaling_Homo sapiens_R-HSA-3928662	6/42	0.02122342840775148	0.5073725853728088	0	0	2.7288852503752214	10.51343865171096	EPHB6;LYN;EFNB1;LIMK2;EPHB2;KALRN
Defective EXT2 causes exostoses 2_Homo sapiens_R-HSA-3656237	3/12	0.02206007035106036	0.51926011749419	0	0	4.775549188156638	18.213878109283094	SDC4;GPC3;GPC2
Defective EXT1 causes exostoses 1, TRPS2 and CHDS_Homo sapiens_R-HSA-3656253	3/12	0.02206007035106036	0.5113925399563992	0	0	4.775549188156638	18.213878109283094	SDC4;GPC3;GPC2
The NLRP3 inflammasome_Homo sapiens_R-HSA-844456	3/12	0.02206007035106036	0.503759815479438	0	0	4.775549188156638	18.213878109283094	P2RX7;PSTPIP1;TXNIP
Keratan sulfate/keratin metabolism_Homo sapiens_R-HSA-1638074	5/32	0.024178427235581407	0.5440146128005816	0	0	2.9847182425978986	11.110000238573198	B4GALT1;B3GNT7;FMOD;CHST2;B4GALT4
Toxicity of botulinum toxin type D (BoNT/D)_Homo sapiens_R-HSA-5250955	2/5	0.024629180663503527	0.5461253103646435	0	0	7.640878701050621	28.300464819076325	SV2C;SV2A
Toxicity of botulinum toxin type F (BoNT/F)_Homo sapiens_R-HSA-5250981	2/5	0.024629180663503527	0.5383235202165771	0	0	7.640878701050621	28.300464819076325	SV2C;SV2A
Hyaluronan biosynthesis and export_Homo sapiens_R-HSA-2142850	2/5	0.024629180663503527	0.530741498805076	0	0	7.640878701050621	28.300464819076325	CEMIP;ABCC5
Negative regulation of TCF-dependent signaling by DVL-interacting proteins_Homo sapiens_R-HSA-5368598	2/5	0.024629180663503527	0.5233700890994499	0	0	7.640878701050621	28.300464819076325	CCDC88C;CXXC4
IRS activation_Homo sapiens_R-HSA-74713	2/5	0.024629180663503527	0.516200635824115	0	0	7.640878701050621	28.300464819076325	GRB10;IRS2
Signaling by MST1_Homo sapiens_R-HSA-8852405	2/5	0.024629180663503527	0.5092249515562216	0	0	7.640878701050621	28.300464819076325	SPINT1;MST1R
COPII (Coat Protein 2) Mediated Vesicle Transport_Homo sapiens_R-HSA-204005	8/68	0.025197010765031332	0.5140190196066392	0	0	2.2473172650148885	8.272442074129971	RAB1A;SEC23A;TFG;SAR1B;TMED2;TGFA;FOLR1;SEC31A
COPI-dependent Golgi-to-ER retrograde traffic_Homo sapiens_R-HSA-6811434	9/81	0.025464447976320043	0.512639544786443	0	0	2.1224663058473947	7.790453139386069	RINT1;RAB1A;COPA;KIF5C;SURF4;TMED2;COPG1;KIF6;ARFGAP1
ARMS-mediated activation_Homo sapiens_R-HSA-170984	20/239	0.02644605399920992	0.5254865275167686	0	0	1.5985101885043138	5.806825349147027	KSR1;KIDINS220;PDGFB;PPP2R5B;GFRA1;IRS2;NRG1;CSF2RA;SPTB;DUSP6;EGFR;PSMB8;RASGRP3;FGF5;PSMB3;KIT;UBC;JAK2;SPTAN1;FGFR3
Cargo concentration in the ER_Homo sapiens_R-HSA-5694530	5/33	0.027305913967254746	0.5356160047423046	0	0	2.894272235246447	10.421267029650926	SEC23A;SAR1B;TGFA;TMED2;FOLR1
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism_Homo sapiens_R-HSA-2046104	3/13	0.027583245997732306	0.5342071693231699	0	0	4.408199250606128	15.827845358798509	FADS2;ACOX1;ABCD1
alpha-linolenic acid (ALA) metabolism_Homo sapiens_R-HSA-2046106	3/13	0.027583245997732306	0.5275295797066304	0	0	4.408199250606128	15.827845358798509	FADS2;ACOX1;ABCD1
Golgi-to-ER retrograde transport_Homo sapiens_R-HSA-8856688	11/110	0.029164739622331806	0.5508895261996007	0	0	1.9102196752626552	6.752234663917638	RINT1;RAB1A;COPA;KIF5C;SURF4;TMED2;COPG1;PLA2G6;KIF6;ARFGAP1;DYNC1I1
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling_Homo sapiens_R-HSA-6811558	9/83	0.02928122021388693	0.5463447186249635	0	0	2.071322539441433	7.313444091799248	FGF5;KIT;GAB1;PPP2R5B;PDGFB;IRS2;NRG1;FGFR3;EGFR
Prolonged ERK activation events_Homo sapiens_R-HSA-169893	20/242	0.029666609216949854	0.546866410866666	0	0	1.5786939464980623	5.5534240047160175	KSR1;KIDINS220;PDGFB;PPP2R5B;GFRA1;IRS2;NRG1;CSF2RA;SPTB;DUSP6;EGFR;PSMB8;RASGRP3;FGF5;PSMB3;KIT;UBC;JAK2;SPTAN1;FGFR3
Visual phototransduction_Homo sapiens_R-HSA-2187338	10/97	0.030418306837032304	0.5540477316745169	0	0	1.969298634291397	6.878190319385143	RBP4;RBP2;SDC4;RBP1;GPC3;LPL;GPC2;MYO7A;LRP2;DHRS3
EPHA-mediated growth cone collapse_Homo sapiens_R-HSA-3928663	5/34	0.030679055952894045	0.5522230071520928	0	0	2.8091465812686107	9.787558496889368	LYN;EPHA4;EPHA7;KDR;EPHA2
Lipoprotein metabolism_Homo sapiens_R-HSA-174824	5/34	0.030679055952894045	0.5458018093945103	0	0	2.8091465812686107	9.787558496889368	SAR1B;LPL;P4HB;LDLRAP1;PLTP
Signaling by Leptin_Homo sapiens_R-HSA-2586552	20/243	0.03080306432439794	0.5417090622566534	0	0	1.5721972635906627	5.471468318888195	KSR1;STAT3;PDGFB;PPP2R5B;GFRA1;IRS2;NRG1;CSF2RA;SPTB;DUSP6;EGFR;PSMB8;RASGRP3;FGF5;PSMB3;KIT;UBC;JAK2;SPTAN1;FGFR3
LGI-ADAM interactions_Homo sapiens_R-HSA-5682910	3/14	0.0337696871536528	0.5871320607396453	0	0	4.093327875562832	13.868979568805461	LGI2;ADAM23;ADAM22
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor_Homo sapiens_R-HSA-156988	3/14	0.0337696871536528	0.5805350712931324	0	0	4.093327875562832	13.868979568805461	JAG2;JAG1;UBC
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways_Homo sapiens_R-HSA-168643	6/47	0.034916243613018025	0.5935761414213064	0	0	2.4385783088459427	8.180950131113454	P2RX7;PSTPIP1;AIM2;IRAK2;TXNIP;NOD1
Beta-oxidation of very long chain fatty acids_Homo sapiens_R-HSA-390247	2/6	0.03567420773549958	0.5997971190693885	0	0	6.367398917542183	21.22462479274412	ACOX1;ABCD1
PI3K/AKT Signaling in Cancer_Homo sapiens_R-HSA-2219528	9/86	0.03572948913442747	0.5941969388660221	0	0	1.9990671020190578	6.660449600174526	PRR5;FGF5;KIT;GAB1;PDGFB;IRS2;NRG1;FGFR3;EGFR
Cell junction organization_Homo sapiens_R-HSA-446728	9/86	0.03572948913442747	0.5878077244696133	0	0	1.9990671020190578	6.660449600174526	PARD6B;CDH3;CDH2;CLDN15;CADM1;CDH1;CDH10;CDH11;F11R
