Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MAPK signaling pathway	29/294	8.196135975096421E-4	0.022576629095038322	0	0	1.8842302919257483	13.390617117137232	FLT4;PDGFB;TGFA;HSPB1;EGFR;CACNA1G;RASGRP3;FGF5;MYC;KDR;MAP3K6;MAP3K5;MAP4K2;MEF2C;TGFB2;TGFB3;BDNF;CACNA2D1;VEGFC;IGF1;FOS;DUSP6;MRAS;DDIT3;KIT;FAS;PTPN7;FGFR3;EPHA2
Glycosaminoglycan biosynthesis	9/53	0.0015786525074607631	0.03986097581338427	0	0	3.24376925987998	20.92615117867873	B4GALT1;B3GNT7;CHST12;CHST15;HS6ST1;HS6ST2;B4GALT4;CHST2;HS3ST1
TNF signaling pathway	14/110	0.001797078503994329	0.041885752823867826	0	0	2.4311886776070155	15.368985291989777	EDN1;JAG1;IFI47;FOS;TNFRSF1B;CREB3;CASP7;CREB3L1;IRF1;CREB3L2;BCL3;FAS;MAP3K5;CREB5
Signaling pathways regulating pluripotency of stem cells	16/137	0.0021837056007374157	0.04726162835881693	0	0	2.2309134893578455	13.668209127799777	FZD4;FZD7;WNT5A;STAT3;SMAD9;LIFR;INHBB;IGF1;KLF4;WNT11;MYC;BMPR1B;JAK2;WNT2;FGFR3;WNT4
JAK-STAT signaling pathway	18/164	0.0024070746949404107	0.0486229088377963	0	0	2.096582570410231	12.641015629915373	IL10RB;FHL1;STAT3;PDGFB;LIFR;IFNLR1;OSMR;CSF2RA;EGFR;SOCS2;IL22RA1;CCND2;MYC;AOX3;PIM1;AOX1;JAK2;IL11RA1
Cocaine addiction	8/48	0.003203802330592603	0.06067200663559742	0	0	3.1836994587710916	18.28531342327542	CREB3;DDC;MAOA;BDNF;CREB3L1;CREB3L2;GNAI1;CREB5
Rap1 signaling pathway	21/209	0.0032516047912389363	0.05795507363208222	0	0	1.919359482321328	10.99525544155878	DOCK4;FLT4;PDGFB;VEGFC;IGF1;ADCY1;GNAI1;EGFR;RASGRP3;FGF5;PARD6B;MRAS;PLCB4;CDH1;KIT;KDR;PLCE1;RAPGEF5;FGFR3;RAPGEF3;EPHA2
ECM-receptor interaction	11/83	0.003913301463496729	0.0658739079688616	0	0	2.5316164370950855	14.033696475100184	SV2C;COL4A2;SDC4;COL4A1;SV2A;COL6A2;COL6A1;COL4A6;ITGA7;COL4A5;NPNT
Breast cancer	16/147	0.004429127962536415	0.0706329354025544	0	0	2.07915066695255	11.268066324881639	JAG2;TCF7L1;JAG1;FZD4;FZD7;FLT4;WNT5A;IGF1;FOS;EGFR;FGF5;WNT11;MYC;KIT;WNT2;WNT4
Thyroid hormone synthesis	10/73	0.004583624674869452	0.0694419138242722	0	0	2.616739281181719	14.09183493643103	CREB3;PLCB4;TG;CREB3L1;CREB3L2;GPX7;LRP2;ADCY1;ATP1B1;CREB5
Other types of O-glycan biosynthesis	5/22	0.004862810645079065	0.0701634107361408	0	0	4.341408352869671	23.12294298081421	LFNG;ST6GAL1;B4GALT1;B3GLCT;GXYLT2
Basal cell carcinoma	9/63	0.005293232602148762	0.0729022490205034	0	0	2.7288852503752214	14.302977600854383	TCF7L1;BMP2;WNT11;FZD4;FZD7;WNT5A;WNT2;GLI2;WNT4
Protein digestion and absorption	11/90	0.007251122236847726	0.09552565381586352	0	0	2.334712936432134	11.502194489834793	COL27A1;MME;COL4A2;COL4A1;COL6A2;COL11A1;COL6A1;COL5A2;COL4A6;COL4A5;ATP1B1
PI3K-Akt signaling pathway	30/357	0.0074386440230227065	0.09391288079066167	0	0	1.6052266178677776	7.867322725542621	FLT4;PDGFB;TGFA;EGFR;FGF5;CCND2;CREB3L1;MYC;CREB3L2;KDR;JAK2;BDNF;PPP2R5B;VEGFC;IGF1;OSMR;CREB3;COL4A2;COL4A1;PPP2R2B;COL6A2;KIT;COL6A1;COL4A6;COL4A5;ITGA7;SGK3;FGFR3;EPHA2;CREB5
cAMP signaling pathway	20/211	0.007620234877341428	0.09235724671337811	0	0	1.8106347632821376	8.830371743162432	VAV3;ADCYAP1R1;EDN1;EDN2;BDNF;HTR1B;ADRB1;FOS;ADCY1;ATP1B1;GNAI1;CREB3;ACOX1;CREB3L1;CREB3L2;PLCE1;CFTR;RAPGEF3;GRIA4;CREB5
Transcriptional misregulation in cancer	18/183	0.00762247093072748	0.08883110353886255	0	0	1.8789045986190052	9.162768928034403	ARNT2;MEF2C;CDKN2C;PAX3;IGF1;PBX1;DUSP6;PER2;HHEX;CCND2;MYCN;MAF;SPINT1;WT1;MYC;DDIT3;TSPAN7;NFKBIZ
Vitamin B6 metabolism	3/9	0.009472853780268626	0.10630647020079236	0	0	6.367398917542183	29.667781392089307	AOX3;PNPO;AOX1
Wnt signaling pathway	16/160	0.00985580781757054	0.10665392031156692	0	0	1.9102196752626552	8.824631081967611	TCF7L1;FZD4;FZD7;WNT5A;CXXC4;SFRP4;CCND2;SFRP2;PLCB4;WNT11;DAAM2;MYC;RSPO3;ROR1;WNT2;WNT4
Adrenergic signaling in cardiomyocytes	15/148	0.01087033610601391	0.1135762703490419	0	0	1.9360334546580966	8.754196658039552	TPM2;CACNA2D1;PPP2R5B;ADRB1;ADCY1;ATP1B1;ADRA1B;GNAI1;CREB3;PLCB4;PPP2R2B;CREB3L1;CREB3L2;RAPGEF3;CREB5
Arginine and proline metabolism	7/50	0.014749230294497954	0.14896722597442932	0	0	2.6743075453677174	11.276389939588327	GATM;GOT1;MAOA;P4HA2;P4HA3;AZIN2;CKB
Tyrosine metabolism	6/40	0.016954622855666825	0.1657177653311951	0	0	2.865329512893983	11.682563746399614	DDC;GOT1;MAOA;ALDH3B1;AOX3;AOX1
Hepatocellular carcinoma	16/171	0.01772715456175794	0.1678539947566455	0	0	1.7873400470293848	7.207730529865383	TGFB2;TCF7L1;TGFB3;FZD4;FZD7;WNT5A;MGST1;GAB1;TGFA;SMARCA2;EGFR;WNT11;MYC;HMOX1;WNT2;WNT4
Ras signaling pathway	20/233	0.020808116160460324	0.19105633929149934	0	0	1.6396735409979872	6.349491772300118	KSR1;BDNF;FLT4;PDGFB;GAB1;TGFA;VEGFC;IGF1;PLA2G6;EGFR;RASGRP3;FGF5;HTR7;MRAS;KIT;KDR;PLCE1;RAPGEF5;FGFR3;EPHA2
Estrogen signaling pathway	13/134	0.023517543592831248	0.20958281495964318	0	0	1.853198192418994	6.949509159976624	TGFA;FOS;ADCY1;EGFR;GNAI1;CREB3;KRT19;PLCB4;KRT18;CREB3L1;CREB3L2;KRT14;CREB5
Vasopressin-regulated water reabsorption	6/43	0.02360767286621106	0.2043749965274843	0	0	2.6654228026920768	9.985162919548149	CREB3;CREB3L1;CREB3L2;ARHGDIB;DYNC1I1;CREB5
Human papillomavirus infection	28/360	0.024153998565205562	0.20329615459048014	0	0	1.4857264140931763	5.531813092160938	EGFR;LFNG;SLC9A3R1;PARD6B;CCND2;WNT11;CREB3L1;CREB3L2;WNT2;WNT4;TCF7L1;JAG1;FZD4;FZD7;WNT5A;PPP2R5B;CREB3;COL4A2;COL4A1;PPP2R2B;COL6A2;IRF1;COL6A1;COL4A6;FAS;COL4A5;ITGA7;CREB5
Dopaminergic synapse	13/135	0.024825095481336632	0.20329740353635134	0	0	1.8394707984010754	6.79850053379472	DDC;MAOA;PPP2R5B;FOS;GNAI1;CREB3;PLCB4;KIF5C;PPP2R2B;CREB3L1;CREB3L2;GRIA4;CREB5
Amphetamine addiction	8/68	0.025197010765031332	0.20091300688959193	0	0	2.2473172650148885	8.272442074129971	CREB3;DDC;MAOA;CREB3L1;CREB3L2;FOS;CREB5;GRIA4
Gastric cancer	14/150	0.025898776429901117	0.20121357072461638	0	0	1.7828716969118117	6.513827920883651	TGFB2;TCF7L1;TGFB3;FZD4;FZD7;WNT5A;GAB1;EGFR;FGF5;WNT11;CDH1;MYC;WNT2;WNT4
Mineral absorption	6/44	0.026164903020757913	0.19819914038224118	0	0	2.6048450117218023	9.490326505897336	FTL1;VDR;HMOX1;SLC30A1;ATP1B1;STEAP1
Cortisol synthesis and secretion	8/69	0.027242325739442443	0.20132743168417222	0	0	2.2147474495798902	7.979698344259417	CREB3;PLCB4;CREB3L1;CREB3L2;ADCY1;PBX1;CREB5;CACNA1G
Phenylalanine metabolism	4/23	0.02984174438651294	0.2152868702169862	0	0	3.322121174369835	11.666781437189876	DDC;GOT1;MAOA;ALDH3B1
Prostate cancer	10/97	0.030418306837032304	0.21434295282839042	0	0	1.969298634291397	6.878190319385143	CREB3;TCF7L1;SPINT1;CREB3L1;CREB3L2;PDGFB;TGFA;IGF1;EGFR;CREB5
Focal adhesion	17/199	0.032538190615841574	0.22406981264999992	0	0	1.6318459537419667	5.589628498001522	VAV3;FLT4;PDGFB;VEGFC;IGF1;EGFR;MYL7;CCND2;COL4A2;COL4A1;COL6A2;COL6A1;KDR;ZYX;COL4A6;COL4A5;ITGA7
Insulin secretion	9/86	0.03572948913442747	0.24057856017181165	0	0	1.9990671020190578	6.660449600174526	RIMS2;CREB3;ADCYAP1R1;PLCB4;CREB3L1;CREB3L2;ADCY1;ATP1B1;CREB5
cGMP-PKG signaling pathway	15/172	0.03666595193044633	0.24151703119402693	0	0	1.665889251682548	5.507274430022367	MEF2C;IRS2;GATA4;ADRB1;ADCY1;ATP1B1;ADRA1B;GNAI1;NPPB;CREB3;PLCB4;CREB3L1;CREB3L2;PDE5A;CREB5
Fluid shear stress and atherosclerosis	13/143	0.03728012493482325	0.24033782670747755	0	0	1.7365633411478685	5.712069007405355	MEF2C;EDN1;SDC4;PDGFB;MGST1;FOS;KLF2;SUMO3;KDR;HMOX1;BMPR1B;SQSTM1;MAP3K5
Thiamine metabolism	3/15	0.04061018655903128	0.25635180265388496	0	0	3.8204393505253105	12.239680394941578	TPK1;AK2;AK4
Cholesterol metabolism	6/49	0.04168503017328993	0.257766615153201	0	0	2.3390445003216187	7.432578687279935	SORT1;LPL;LRP2;LDLRAP1;LIPA;PLTP
Chagas disease (American trypanosomiasis)	10/103	0.04330975903076098	0.26245713972641155	0	0	1.8545822089928692	5.822233264891049	C3;TGFB2;PLCB4;TGFB3;PPP2R2B;SERPINE1;FAS;FOS;ADCY1;GNAI1
Amoebiasis	10/106	0.050972816709114015	0.302838499271795	0	0	1.802094033266656	5.363865841414811	TGFB2;PLCB4;COL4A2;COL4A1;TGFB3;COL4A6;COL4A5;HSPB1;SERPINB9;ADCY1
Cytokine-cytokine receptor interaction	22/292	0.055736633431626804	0.3247730755727485	0	0	1.4392066046499457	4.155158799582547	IL33;TGFB2;IL10RB;TGFB3;IL18;IFNLR1;LIFR;INHBB;TNFRSF11A;GDF6;OSMR;TNFRSF1B;CSF2RA;BMP6;IL22RA1;BMP2;CXCL12;CCL27A;FAS;BMPR1B;IL11RA1;TNFRSF21
AMPK signaling pathway	11/126	0.06637432657280123	0.37946077267092027	0	0	1.6676520974515243	4.523414502196867	CREB3;PRKAB2;PFKFB3;PPP2R2B;CREB3L1;CREB3L2;PPP2R5B;IRS2;IGF1;CFTR;CREB5
Acute myeloid leukemia	7/69	0.06859113601108192	0.3848724853955152	0	0	1.937904018382404	5.192792037113056	PER2;TCF7L1;MYC;KIT;STAT3;PIM1;DUSP6
Cholinergic synapse	10/113	0.07220903390058721	0.3978061322159622	0	0	1.6904598896129692	4.442849976137113	CREB3;PLCB4;CREB3L1;CREB3L2;KCNQ5;FOS;ADCY1;JAK2;GNAI1;CREB5
Hypertrophic cardiomyopathy (HCM)	8/86	0.08076716471582525	0.4370080519445545	0	0	1.7769485351280514	4.4711308470768785	EDN1;PRKAB2;TGFB2;TGFB3;TPM2;CACNA2D1;ITGA7;IGF1
Prolactin signaling pathway	7/72	0.08213367932094927	0.43660534796925665	0	0	1.8571580176164704	4.6417939786738245	SOCS2;CCND2;IRF1;STAT3;FOS;TNFRSF11A;JAK2
Biosynthesis of unsaturated fatty acids	4/32	0.0840535832251205	0.43910751236571577	0	0	2.387774594078319	5.912848108812206	FADS2;HACD1;ACOX1;ELOVL7
FoxO signaling pathway	11/132	0.08590299193855498	0.44116282300647724	0	0	1.5918497293855458	3.9072534544965527	PRKAB2;TGFB2;CCND2;TGFB3;STAT3;FOXO6;IRS2;SGK3;IGF1;EGFR;KLF2
Hepatitis B	13/163	0.08636032966790433	0.4361196648229168	0	0	1.5234880845653078	3.7313679314749164	TGFB2;TGFB3;STAT3;FOS;DDB1;CREB3;CASP12;CREB3L1;MYC;CREB3L2;FAS;JAK2;CREB5
Aldosterone synthesis and secretion	9/102	0.0863661223062174	0.4289989353898996	0	0	1.6854879487611665	4.128029298840187	CREB3;PLCB4;CREB3L1;CREB3L2;ADCY1;ATP1B1;DAGLB;CACNA1G;CREB5
Longevity regulating pathway	9/102	0.0863661223062174	0.4220795977223205	0	0	1.6854879487611665	4.128029298840187	CREB3;PRKAB2;CREB3L1;CREB3L2;IRS2;IGF1;ADCY1;CREB5;FOXA2
Colorectal cancer	8/88	0.08954577311806323	0.4306725278535422	0	0	1.7365633411478685	4.190336637928448	TGFB2;TCF7L1;TGFB3;MYC;TGFA;PMAIP1;FOS;EGFR
Dilated cardiomyopathy (DCM)	8/90	0.09885410727313855	0.4680124141212653	0	0	1.6979730446779158	3.929296707487388	TGFB2;TGFB3;TPM2;CACNA2D1;ITGA7;ADRB1;ADCY1;IGF1
Tryptophan metabolism	5/48	0.10483644511016259	0.48869912105198865	0	0	1.9898121617319326	4.487730437886967	DDC;MAOA;AOX3;AOX1;CYP1B1
Regulation of actin cytoskeleton	16/217	0.10595006341179132	0.4864071092995874	0	0	1.4084569034194692	3.1616863042689403	VAV3;LIMK2;PDGFB;IQGAP2;SSH3;EGFR;ENAH;FGF5;MYL7;MRAS;CXCL12;TMSB4X;ITGA7;EZR;WASF1;FGFR3
Apelin signaling pathway	11/138	0.10862076890173429	0.49122526831679836	0	0	1.5226388715861743	3.380094835950118	ACTA2;PRKAB2;MEF2C;JAG1;MRAS;PLCB4;CDH1;SERPINE1;ADCY1;GNAI1;KLF2
Insulin resistance	9/110	0.12250676506454336	0.5458757325670094	0	0	1.5629070070330815	3.2814623998523365	CREB3;PRKAB2;CREB3L1;GFPT2;CREB3L2;STAT3;SLC27A6;IRS2;CREB5
Alanine, aspartate and glutamate metabolism	4/37	0.12640765487730213	0.5550944844611964	0	0	2.065102351635303	4.271133975301289	GOT1;GFPT2;GPT;ABAT
Thyroid cancer	4/37	0.12640765487730213	0.5471645632546078	0	0	2.065102351635303	4.271133975301289	TCF7L1;TFG;CDH1;MYC
Metabolism of xenobiotics by cytochrome P450	6/66	0.1307080688658405	0.5578104910753474	0	0	1.7365633411478685	3.5335398532294313	ALDH3B1;CYP2S1;MGST1;CYP1B1;UGT1A7C;CBR3
Aldosterone-regulated sodium reabsorption	4/38	0.135784106585441	0.5714247818803976	0	0	2.010757552908058	4.014857701020521	SCNN1A;SFN;IGF1;ATP1B1
alpha-Linolenic acid metabolism	3/25	0.14036634053124306	0.5826164545337897	0	0	2.292263610315186	4.500858580948008	FADS2;ACOX1;PLA2G6
Renal cell carcinoma	6/68	0.1447143295063153	0.5925465113569397	0	0	1.6854879487611665	3.2580374535286354	ARNT2;TGFB2;TGFB3;GAB1;PDGFB;TGFA
Circadian entrainment	8/99	0.14707633497249742	0.5941883932888895	0	0	1.5436118587981054	2.9588006775812046	PER2;ADCYAP1R1;PLCB4;FOS;ADCY1;GNAI1;CACNA1G;GRIA4
Gap junction	7/86	0.16354102120663772	0.6520122292843582	0	0	1.554829968237045	2.8153172921932565	TUBB2B;PLCB4;PDGFB;ADRB1;ADCY1;EGFR;GNAI1
Bladder cancer	4/41	0.1654881661100016	0.6512066796276686	0	0	1.8636289514757611	3.3523993581449485	CDH1;MYC;FGFR3;EGFR
Tight junction	12/167	0.16625357967770962	0.6458312133634104	0	0	1.3726129403084948	2.462798507670482	SLC9A3R1;PRKAB2;PARD6B;CLDN15;PPP2R2B;GATA4;AMOTL2;F11R;EZR;BVES;CFTR;MAP3K5
p53 signaling pathway	6/71	0.16693326107065978	0.6402630139798724	0	0	1.614270148109286	2.889803754385374	CCND2;SERPINE1;PMAIP1;FAS;SFN;IGF1
HIF-1 signaling pathway	8/104	0.17802389400204208	0.6742654985327344	0	0	1.4693997502020426	2.535945193934854	EDN1;PFKFB3;SERPINE1;ENO1B;STAT3;HMOX1;IGF1;EGFR
Inositol phosphate metabolism	6/73	0.18249391399827955	0.6826624190306013	0	0	1.5700435687090315	2.670704485567812	ISYNA1;ALDH6A1;PLCB4;PLCE1;INPP5K;PLCH1
Legionellosis	5/58	0.18611163894577923	0.6877052024459891	0	0	1.646741099364358	2.7688446068185564	C3;RAB1A;CASP7;SAR1B;IL18
Gastric acid secretion	6/74	0.1904825038038634	0.6953758873803687	0	0	1.5488267637264772	2.5682566904399162	PLCB4;ADCY1;ATP1B1;EZR;CFTR;GNAI1
Inflammatory bowel disease (IBD)	5/59	0.19526182630664546	0.7043373020346854	0	0	1.6188302332734366	2.644219840422493	TGFB2;MAF;TGFB3;STAT3;IL18
Hedgehog signaling pathway	4/44	0.19725219461388277	0.7031460584471351	0	0	1.7365633411478685	2.818914983529409	CCND2;BOC;LRP2;GLI2
Retinol metabolism	7/91	0.1990590033530378	0.7013357908833774	0	0	1.4693997502020426	2.3718374828350126	CYP2S1;AOX3;ALDH1A1;AOX1;ALDH1A7;UGT1A7C;DHRS3
Pertussis	6/76	0.20684772359892045	0.7204006925341713	0	0	1.5080681646810434	2.376372177977128	C3;CASP7;IRF1;NOD1;FOS;GNAI1
Renin secretion	6/76	0.20684772359892045	0.7122143210281011	0	0	1.5080681646810434	2.376372177977128	EDN1;ADCYAP1R1;EDN2;PLCB4;ADRB1;GNAI1
Glycosphingolipid biosynthesis	4/45	0.20822886348433778	0.7089139959073522	0	0	1.6979730446779158	2.6643192171661134	B4GALT1;ST8SIA1;B3GALT1;B4GALT4
Selenocompound metabolism	2/17	0.22262025230176063	0.7494881827492609	0	0	2.2473172650148885	3.376117452864624	SCLY;PAPSS2
beta-Alanine metabolism	3/32	0.23376155806829893	0.7783489241175228	0	0	1.7908309455587392	2.602889802568544	ALDH6A1;ALDH3B1;ABAT
Protein processing in endoplasmic reticulum	11/163	0.2351357726517047	0.7744145555811579	0	0	1.2891053023244912	1.8660987493112036	SEC61A1;SEC23A;CASP12;SAR1B;FBXO2;DDIT3;MAN1C1;SYVN1;P4HB;MAP3K5;SEC31A
ABC transporters	4/48	0.24211516004555572	0.7888268117613267	0	0	1.5918497293855458	2.2577870074146094	ABCC5;ABCD1;CFTR;ABCG2
Glutathione metabolism	5/64	0.24312124338616842	0.7836780504894578	0	0	1.4923591212989493	2.1104868315674916	GGCT;MGST1;GPX7;OPLAH;PGD
Malaria	4/49	0.25367981930107686	0.8091051078760663	0	0	1.5593630002144123	2.138950721888047	SELP;TGFB2;TGFB3;IL18
Notch signaling pathway	4/49	0.25367981930107686	0.8006769296690238	0	0	1.5593630002144123	2.138950721888047	LFNG;JAG2;JAG1;DTX2
Phospholipase D signaling pathway	10/149	0.2543599053682592	0.7945469208926035	0	0	1.2820266276930572	1.7551009462915572	DGKE;MRAS;PLCB4;KIT;PDGFB;GAB1;AVPR1A;ADCY1;RAPGEF3;EGFR
Leukocyte transendothelial migration	8/115	0.25467100118292585	0.7874011567186381	0	0	1.3288484697479341	1.8175760252836912	VAV3;MYL7;CXCL12;CLDN15;F11R;EZR;RAPGEF3;GNAI1
Thyroid hormone signaling pathway	8/115	0.25467100118292585	0.7794476096810761	0	0	1.3288484697479341	1.8175760252836912	RCAN1;PLCB4;MYC;PLCE1;GATA4;SLC16A2;ATP1B1;WNT4
Arginine biosynthesis	2/19	0.262119207560517	0.7942211989083664	0	0	2.010757552908058	2.6923156648246542	GOT1;GPT
N-Glycan biosynthesis	4/50	0.2653546885490407	0.7960640656471221	0	0	1.5281757402101241	2.0274122644710704	ST6GAL1;B4GALT1;MAN1C1;MGAT3
Leishmaniasis	5/67	0.2731965336730559	0.8115544088523131	0	0	1.4255370710915336	1.849725354943252	C3;TGFB2;TGFB3;FOS;JAK2
ErbB signaling pathway	6/84	0.27659647586445435	0.8136770115235891	0	0	1.3644426251876107	1.7535756593560723	MYC;NCK2;GAB1;TGFA;NRG1;EGFR
Rheumatoid arthritis	6/84	0.27659647586445435	0.805853194105093	0	0	1.3644426251876107	1.7535756593560723	TGFB2;CXCL12;TGFB3;IL18;FOS;TNFRSF11A
Purine metabolism	9/136	0.28298612634982817	0.8166171074666471	0	0	1.2641159615708748	1.5957661461816501	GDA;AK2;AK3;ENPP4;AK4;PDE5A;ADCY1;PDE9A;PAPSS2
PPAR signaling pathway	6/85	0.2856946673120104	0.8166555112786712	0	0	1.348390359008933	1.6893060984471127	FADS2;ACOX1;UBC;SLC27A6;LPL;PLTP
Nicotinate and nicotinamide metabolism	3/36	0.29116374049905747	0.8245104053384524	0	0	1.5918497293855458	1.964134810457702	NNMT;AOX3;AOX1
Fc gamma R-mediated phagocytosis	6/87	0.304074759496404	0.8530986308093558	0	0	1.3173928794914862	1.5683320994803776	VAV3;LYN;MARCKS;LIMK2;PLA2G6;WASF1
MicroRNAs in cancer	17/281	0.30411706700708335	0.8453896449829932	0	0	1.1556489138599693	1.3756180898956545	TGFB2;STAT3;PDGFB;IRS2;EGFR;MARCKS;CCND2;MYC;PIM1;IGF2BP1;PDCD4;CYP1B1;HMOX1;TIMP3;ZFPM2;EZR;FGFR3
Vascular smooth muscle contraction	9/140	0.31183295348397577	0.8589580445967697	0	0	1.2279983626688495	1.4309713140238687	NPPB;ACTA2;EDN1;EDN2;PLCB4;AVPR1A;ADCY1;PLA2G6;ADRA1B
Adipocytokine signaling pathway	5/71	0.31437458931028067	0.8581576627118472	0	0	1.345225123424405	1.5566542159326784	PRKAB2;STAT3;IRS2;JAK2;TNFRSF1B
Apoptosis	9/141	0.3191461928750548	0.8634044325101929	0	0	1.2192891544229714	1.3925574544936328	CASP7;CASP12;DDIT3;PMAIP1;FAS;FOS;PTPN13;SPTAN1;MAP3K5
Proximal tubule bicarbonate reclamation	2/22	0.32129740979796967	0.8615319926441134	0	0	1.7365633411478685	1.9716733081944748	ATP1B1;SLC4A4
Lysosome	8/124	0.3236589712865998	0.8602514763143837	0	0	1.2323997904920356	1.390226915950508	SCARB2;GGA2;GNPTAB;GM2A;SORT1;AP1B1;AP1S3;LIPA
Adherens junction	5/72	0.32480236945680424	0.8557836343079277	0	0	1.3265414411546217	1.4917467573962575	TCF7L1;PTPRB;CDH1;WASF1;EGFR
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	5/72	0.32480236945680424	0.8484061891845834	0	0	1.3265414411546217	1.4917467573962575	TCF7L1;CDH2;CACNA2D1;ITGA7;DSG2
Bile secretion	5/72	0.32480236945680424	0.8411548542342878	0	0	1.3265414411546217	1.4917467573962575	ADCY1;ATP1B1;SLC4A4;CFTR;ABCG2
Melanoma	5/72	0.32480236945680424	0.8340264232662007	0	0	1.3265414411546217	1.4917467573962575	FGF5;CDH1;PDGFB;IGF1;EGFR
GABAergic synapse	6/90	0.3320105252866148	0.8453713374944898	0	0	1.2734797835084368	1.4041243016843565	GABRA1;SLC38A1;ABAT;ADCY1;GABRE;GNAI1
African trypanosomiasis	3/39	0.33483476217614266	0.8454577744947602	0	0	1.4693997502020426	1.607696886457864	PLCB4;IL18;FAS
Endocytosis	16/269	0.3356033293586335	0.8403951140137682	0	0	1.1361901414201665	1.2405212372515062	PSD;SH3GLB2;ARAP2;AGAP1;EGFR;ARFGAP1;EHD3;DAB2;PARD6B;KIF5C;PSD3;CHMP4C;LDLRAP1;SMAP2;FGFR3;FOLR1
Toxoplasmosis	7/108	0.33656165243765646	0.8358867269558189	0	0	1.238105345077647	1.3482644432912028	TGFB2;TGFB3;IL10RB;STAT3;IRGM1;JAK2;GNAI1
Regulation of lipolysis in adipocytes	4/56	0.33693511400832815	0.8300108906058816	0	0	1.3644426251876107	1.4843292498330218	IRS2;ADRB1;ADCY1;GNAI1
