Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of phosphorylation (GO:0042327)	31/209	1.5549062659414932E-7	7.213351522817673E-5	0	0	2.833340188188627	44.417368555839175	EPHB6;DDR1;PFKFB3;FLT4;ITGB3;FAM129A;MST1R;EGFR;C3;CCND2;KDR;EPHB2;ROS1;LYN;EPHA4;EPHA7;FZD7;IGF1;P2RX7;BMP2;DAB2;KIT;FAS;ROR1;TNIK;TEK;EPHA1;GAS6;FGFR3;EPHA3;EPHA2
positive regulation of MAPK cascade (GO:0043410)	38/290	1.8169033636714866E-7	7.726381554012997E-5	0	0	2.5030464710338243	38.849689280068006	EPHB6;NECAB2;DDR1;FLT4;PDGFB;MST1R;TNFRSF11A;ADRA1B;EGFR;ROBO1;CTGF;APELA;PDGFD;KDR;TNFSF11;LGALS9;EPHB2;ROS1;EPHA4;EPHA7;EDN1;TGFB2;IGF1;TNFRSF1B;TPD52L1;MID1;BMP2;HAND2;KIT;FGF18;FAS;ROR1;TEK;EPHA1;GAS6;FGFR3;EPHA3;EPHA2
negative regulation of response to stimulus (GO:0048585)	23/128	1.9250639148645923E-7	7.55661627504155E-5	0	0	3.4324259789875837	53.076071374848105	EPHB6;LYN;DDR1;EPHA4;EPHA7;TGFB2;NLRX1;FLT4;NOD1;MST1R;KLF4;EGFR;KIT;KDR;ROR1;TEK;EPHB2;EPHA1;ROS1;FGFR3;EPHA3;EPHA2;FOXA2
axon guidance (GO:0007411)	26/159	2.2176248771371832E-7	8.083242677165033E-5	0	0	3.123629657662203	47.85918815387789	ROBO2;SEMA3C;VLDLR;GLI2;ROBO1;EFNB1;KIF5C;GRB10;SLIT3;EPHB2;PLXNA4;EPHA4;BDNF;WNT5A;GAB1;UNC5C;GFRA1;SEMA4F;SPTB;ENAH;NELL2;GAP43;CXCL12;PLXNB3;EZR;SHANK3
positive regulation of intracellular signal transduction (GO:1902533)	53/480	2.4069790024791615E-7	8.188542566434108E-5	0	0	2.109200891435848	32.143637791829775	EPHB6;DDR1;IRS1;FLT4;ADRA1B;FGF5;FAM110C;KDR;TNFSF11;LGALS9;JAK2;EPHB2;ROS1;EPHA4;TRIM62;EPHA7;UNC5B;WNT5A;GAB1;IL18;SOX11;TNFRSF1B;DCN;KIT;ROR1;GAS6;EPHA1;EPHA3;EPHA2;PDGFB;NOD1;ADRB1;TNFRSF11A;MST1R;CXXC5;EGFR;SLC9A3R1;WNT11;PDGFD;HMOX1;PMAIP1;BMF;SASH1;LYN;TGFB2;IGF1;SELP;FGF16;BMP2;FGF18;FAS;TEK;FGFR3
negative regulation of signaling (GO:0023057)	18/84	2.690329041075234E-7	8.580468185379324E-5	0	0	4.093327875562832	61.92563301155443	DDR1;EPHB6;EPHA4;EPHA7;FLT4;MST1R;EGFR;KIT;KDR;ROR1;TEK;EPHB2;EPHA1;ROS1;FGFR3;EPHA3;OPTN;EPHA2
regulation of ERK1 and ERK2 cascade (GO:0070372)	34/248	2.731770775065134E-7	8.200133097151399E-5	0	0	2.6188495547955752	39.579054669278236	EPHB6;NECAB2;DDR1;FLT4;PDGFB;FBLN1;MST1R;EGFR;CTGF;SLC9A3R1;APELA;PDGFD;KDR;TIMP3;LGALS9;EPHB2;ROS1;LYN;EPHA4;EPHA7;DUSP6;BMP2;TNIP1;HAND2;KIT;ROR1;SPRY1;TEK;EPHA1;EZR;GAS6;FGFR3;EPHA3;EPHA2
positive regulation of ossification (GO:0045778)	14/53	3.7631720509320935E-7	1.0668592764392486E-4	0	0	5.0458632931466365	74.64261514877732	FBN2;MEF2C;TGFB2;PKDCC;TGFB3;WNT5A;SOX11;IGF1;SLC8A1;BMP6;P2RX7;BMP2;BMPR1B;WNT4
positive regulation of vasculature development (GO:1904018)	20/105	4.520161103281003E-7	1.2140201110548925E-4	0	0	3.6385136671669622	53.15704012527601	PTGIS;WNT5A;PDGFB;GATA6;GAB1;HSPB1;VEGFC;GATA4;RHOB;APELA;SFRP2;FGF18;KIT;KDR;CYP1B1;HMOX1;ITGB8;TEK;EPHA1;SASH1
negative regulation of cell communication (GO:0010648)	17/79	5.396470337556207E-7	1.376909406627466E-4	0	0	4.110599301198119	59.32561009492213	DDR1;EPHB6;EPHA4;EPHA7;FLT4;MST1R;EGFR;KIT;KDR;ROR1;TEK;EPHB2;EPHA1;ROS1;FGFR3;EPHA3;EPHA2
positive regulation of cell differentiation (GO:0045597)	28/195	1.1934786542079546E-6	2.9001531297253295E-4	0	0	2.742879533710479	37.40914179592135	CRB2;FBN2;PKDCC;LPL;LOXL2;CTGF;CDH2;PDPN;BOC;KDR;SOX6;CDON;WNT4;MEF2C;TGFB2;TGFB3;IL18;SOX11;IGF1;TMEM64;GDF6;BMP6;SFRP1;BMP2;DAB2;SFRP2;HOXB4;BMPR1B
regulation of kinase activity (GO:0043549)	19/102	1.2436529589483373E-6	2.8847095679606206E-4	0	0	3.5582523362735734	48.38318518175173	EPHB6;DDR1;EPHA4;EPHA7;FLT4;MST1R;EGFR;SLC9A3R1;KIT;KDR;PLCE1;ROR1;TEK;EPHB2;EPHA1;ROS1;FGFR3;EPHA3;EPHA2
positive regulation of angiogenesis (GO:0045766)	19/104	1.689507118438282E-6	3.7485020979958925E-4	0	0	3.4898244067298507	46.38351345084011	PTGIS;WNT5A;GATA6;GAB1;HSPB1;VEGFC;GATA4;KLF4;RHOB;APELA;SFRP2;FGF18;KDR;CYP1B1;HMOX1;ITGB8;TEK;EPHA1;SASH1
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	44/397	2.277830165726088E-6	4.843236389875095E-4	0	0	2.1171200431122625	27.506231742494514	EPHB6;DDR1;IRS1;FLT4;ITGB3;PDGFB;HSPB1;MST1R;FGF5;SOCS2;EFNB1;BAIAP2L1;FLRT3;PDGFD;FLRT1;NCK2;KDR;ATP6V0A4;JAK2;EPHB2;LYN;VAV3;EPHA4;EPHA7;BDNF;SORT1;GAB1;VEGFC;IGF1;SULF1;MTSS1;SULF2;NELL2;FGF16;ESRP2;KIT;FGF18;ELMO1;TEK;PLCB1;EPHA1;FGFR3;EPHA3;EPHA2
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	28/202	2.428289054956646E-6	4.956623618977506E-4	0	0	2.6478292528393244	34.23199352737498	EPHB6;NECAB2;DDR1;FLT4;PDGFB;MST1R;TNFRSF11A;EGFR;CTGF;APELA;PDGFD;KDR;TNFSF11;LGALS9;EPHB2;ROS1;EPHA4;EPHA7;BMP2;HAND2;KIT;ROR1;TEK;EPHA1;GAS6;FGFR3;EPHA3;EPHA2
regulation of endothelial cell migration (GO:0010594)	15/70	2.6355834660052497E-6	5.172839395009535E-4	0	0	4.093327875562832	52.584551662950375	EDN1;SP100;SPARC;FLT4;ITGB3;WNT5A;DCN;RHOB;NELL2;ATOH8;KDR;TEK;ADAMTS9;SASH1;EPHA2
regulation of apoptotic process (GO:0042981)	74/816	2.7814734191277167E-6	5.256984762151384E-4	0	0	1.7323070584489764	22.16058960522388	EPHB6;DDR1;FLT4;NRK;HSPB1;CCND2;KDR;ANKRD1;CYP1B1;SOX8;JAK2;EPHB2;ROS1;MAP3K5;HTATIP2;VAV3;EPHA4;MEF2C;EPHA7;ANXA1;PTGIS;DAPK2;WNT5A;PAWR;SERPINB9;TNFRSF1B;DUSP6;RHOB;GREM1;SFRP4;RNF144B;SFRP1;SFRP2;KIT;ROR1;IRF5;SGK3;TNIK;EPHA1;GAS6;TNFRSF21;EPHA3;ARHGEF5;EPHA2;BEX2;ARHGEF26;GATA6;STK39;TNFRSF11A;MST1R;EGFR;SOCS2;WNT11;PDPN;PMAIP1;BMF;TNFSF18;EGLN3;TGFB2;TGFB3;NR1H4;INHBB;IGF1;GDF6;SMAD6;BMP6;BMP2;DAB2;KRT18;WT1;STK26;FAS;TEK;FGFR3
positive regulation of endothelial cell migration (GO:0010595)	15/71	3.1814399249983407E-6	5.798174263309476E-4	0	0	4.035675370273215	51.084291767443844	EDN1;SPARC;FLT4;ITGB3;WNT5A;PDGFB;HSPB1;RHOB;NELL2;TMSB4X;ATOH8;FGF18;KDR;TEK;SASH1
peptidyl-tyrosine phosphorylation (GO:0018108)	16/80	3.229901603376119E-6	5.683513062768391E-4	0	0	3.8204393505253105	48.30203967352349	DDR1;LYN;EPHA4;PKDCC;FLT4;PDGFB;EGFR;EFEMP1;KIT;KDR;TEK;EPHB2;JAK2;EPHA1;FGFR3;EPHA3
positive regulation of bone mineralization (GO:0030501)	10/32	3.3219274737617197E-6	5.650598632868686E-4	0	0	5.969436485195797	75.30423459355373	FBN2;P2RX7;MEF2C;BMP2;PKDCC;TGFB3;BMPR1B;SLC8A1;BMP6;WNT4
heart development (GO:0007507)	23/150	3.4106261255673298E-6	5.614330683474221E-4	0	0	2.9290035020694045	36.872096451668305	POPDC3;MEF2C;TGFB2;CXADR;FOXF1;CHD7;PDGFB;GATA6;MICAL2;GATA4;PCSK5;CRIP1;GLI2;APELA;BMP2;FLRT3;WT1;HAND2;DLC1;PLCE1;RBM20;TEK;BVES
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	16/81	3.831577812588382E-6	6.110169243012036E-4	0	0	3.7732734326175903	47.061148737602274	TGFB2;UNC5B;PPP2R5B;IL18;PDGFB;IGF1;PTPN13;DCN;EGFR;SELP;SLC9A3R1;PDGFD;KIT;KDR;TEK;JAK2
negative regulation of cell migration (GO:0030336)	20/122	5.194158691786008E-6	8.03205812248E-4	0	0	3.1315076643650084	38.10410976650208	KANK1;JAG1;CHRD;SULF1;PODN;ROBO1;RHOB;SFRP1;SFRP2;WNT11;STK26;DLC1;ARHGDIB;PLXNB3;CYP1B1;HMOX1;EPHA1;TRIB1;PHLDB2;SRGAP1
negative chemotaxis (GO:0050919)	9/27	5.679567123102836E-6	8.524362067409932E-4	0	0	6.367398917542183	76.9094908555029	SEMA4A;EPHA7;SEMA3C;SEMA3D;ITGB3;SEMA3E;SLIT3;SEMA4F;ROBO1
positive regulation of biomineral tissue development (GO:0070169)	10/34	6.135837564854322E-6	8.946051169557601E-4	0	0	5.618293162537221	67.42718111540586	FBN2;P2RX7;MEF2C;BMP2;PKDCC;TGFB3;BMPR1B;SLC8A1;BMP6;WNT4
positive regulation of protein phosphorylation (GO:0001934)	44/413	6.379471005871235E-6	9.042900150822475E-4	0	0	2.0351008646866062	24.344742231504668	EPHB6;DDR1;CEMIP;FLT4;ITGB3;PDGFB;FAM129A;TNFRSF11A;MST1R;ADRA1B;EGFR;C3;TRIM6;CCND2;PDGFD;KDR;JAK2;EPHB2;ROS1;LYN;EPHA4;EPHA7;TGFB2;RBPMS;TGFB3;INHBB;IGF1;TNFRSF1B;GDF6;BMP6;TOM1L1;DAB2;BMP2;SFRP2;KIT;FAS;ROR1;TNIK;TEK;GAS6;EPHA1;FGFR3;EPHA3;EPHA2
positive regulation of MAP kinase activity (GO:0043406)	25/178	6.543866881947322E-6	9.025230459074915E-4	0	0	2.68289280233519	32.02564389661055	MAP3K7CL;PDGFB;STK39;TGFA;NOD1;MST1R;TNFRSF11A;EGFR;ROBO1;IRAK2;PDGFD;PLCE1;TNFSF11;MAP3K6;SASH1;MAP3K5;EDN1;WNT5A;IGF1;TPD52L1;DUSP6;BMP2;FGF18;KIT;ARHGEF5
negative regulation of apoptotic process (GO:0043066)	49/486	8.905110061449067E-6	0.0011958625432519627	0	0	1.9259416478985618	22.396554482829384	EPHB6;DDR1;FLT4;HSPB1;CCND2;KDR;SOX8;EPHB2;ROS1;HTATIP2;EPHA4;MEF2C;EPHA7;ANXA1;UNC5B;WNT5A;SERPINB9;TNFRSF1B;GREM1;RNF144B;SFRP1;KIT;ROR1;GAS6;EPHA1;EPHA3;EPHA2;BHLHB9;GATA6;NDNF;MST1R;EGFR;SOCS2;WNT11;PDPN;SFN;TNFSF18;BDNF;TGFB3;NR1H4;IGF1;KLF4;SMAD6;DAB2;KRT18;WT1;FAS;TEK;FGFR3
positive regulation of transferase activity (GO:0051347)	21/138	1.0119702391744415E-5	0.0013241241360274806	0	0	2.906856027573606	33.43182763061102	EPHB6;ARRDC4;DDR1;EPHA4;EPHA7;PARM1;FLT4;MST1R;KLF4;EGFR;GREM1;KIT;KDR;ROR1;TEK;EPHB2;EPHA1;ROS1;FGFR3;EPHA3;EPHA2
positive regulation of nucleic acid-templated transcription (GO:1903508)	50/503	1.0656759305081197E-5	0.0013595360683457338	0	0	1.8988267149728184	21.740267450877102	RORA;AHR;GLI2;CDH1;ZIC3;CREB3L2;ZIC1;SOX8;MAP3K5;EOMES;MEF2C;WNT5A;PAX3;SOX11;EBF3;FOS;POU3F1;SFRP1;MYCN;HAND2;PLCB1;CASZ1;SP100;MYRF;DLX5;PDGFB;GATA6;GATA4;EGFR;WNT11;ATOH8;WNT4;ARNT2;AFAP1L2;FZD4;FOXF1;TGFB3;FZD7;IGF1;KLF4;SMARCA1;GDF6;SMARCA2;KLF2;DAB2;BMP2;WT1;LHX2;NFE2L3;FOXA2
chondrocyte differentiation (GO:0002062)	9/29	1.103831631139582E-5	0.0013738665399281186	0	0	5.928267957711689	67.66606878829126	MEF2C;BMP2;WNT5B;NOV;CREB3L2;SULF1;BMPR1B;FGFR3;SULF2
positive regulation of epithelial cell proliferation (GO:0050679)	18/108	1.2006146541306206E-5	0.001458746804768704	0	0	3.1836994587710916	36.0716072191545	FZD7;FLT4;ITGB3;WNT5A;PDGFB;TGFA;VEGFC;SOX11;IGF1;BMP6;EGFR;NELL2;SFRP1;BMP2;CDH3;KDR;PLXNB3;TEK
negative regulation of cell motility (GO:2000146)	17/98	1.2080021254969516E-5	0.0014335894991653359	0	0	3.3136463754556265	37.52359107674225	KANK1;JAG1;CHRD;FBLN1;SULF1;PODN;ROBO1;RHOB;SFRP1;SFRP2;WNT11;STK26;DLC1;PLXNB3;CYP1B1;EPHA1;SRGAP1
negative regulation of angiogenesis (GO:0016525)	14/70	1.3167075823073295E-5	0.0015270815437532506	0	0	3.8204393505253105	42.93329933156832	TGFB2;SPARC;PDE3B;SEMA3E;THBS2;SULF1;KLF4;DCN;KLF2;NPPB;HHEX;COL4A2;TEK;ADAMTS9
regulation of chondrocyte differentiation (GO:0032330)	8/23	1.3301980532734783E-5	0.0015084445924121244	0	0	6.64424234873967	74.59887959195844	GREM1;PKDCC;EFEMP1;GDF6;BMPR1B;SOX6;NKX3-2;LOXL2
negative regulation of cellular process (GO:0048523)	52/535	1.3347519633318972E-5	0.0014807041888875371	0	0	1.8566621142739825	20.839509743124694	FHL1;PDE3B;ARHGDIG;WISP1;CTGF;NPPB;ADAMTS1;ARHGDIB;NCK2;CYP1B1;JAK2;KCNH2;P3H2;P3H1;SOX11;RHOB;SFRP4;SFRP1;SFRP2;NOV;TXNIP;TNFRSF21;SP100;PKDCC;DDX4;ADAM22;STK39;FBLN1;SLC9A3R1;WNT11;PODXL;PDPN;SH3BP4;SLIT3;MSX1;PLXNA4;ZBTB7C;LYN;TGFB2;TGFB3;VDR;IFNLR1;KLF4;PODN;SMAD6;SMARCA2;HOPX;MYO16;BMP2;WT1;DLC1;PLXNB3
collagen fibril organization (GO:0030199)	9/30	1.5039345782743233E-5	0.0016328889687093342	0	0	5.730659025787966	63.63805581018043	GREM1;TGFB2;ADAMTS3;COL11A1;COL12A1;COL5A2;CYP1B1;P3H4;LOXL2
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	21/143	1.768100826580679E-5	0.0018797121912585842	0	0	2.805217704931172	30.69755197323143	ROBO2;CRB2;TGFB2;CXADR;TENM3;CADM1;ROBO1;SELP;PTPRD;CDH3;CDH2;CLDN15;CDH1;FLRT3;CDH10;CDH11;IL1RAPL1;CDH23;PLXNB3;DSG2;MPZL2
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	12/54	1.770548911907605E-5	0.0018439002239723486	0	0	4.244932611694789	46.44650683111477	SELP;TGFB2;UNC5B;PDGFD;KIT;KDR;IL18;PDGFB;IGF1;TEK;JAK2;DCN
axonogenesis (GO:0007409)	28/224	1.7819358741240144E-5	0.001818643753130969	0	0	2.387774594078319	26.110852726621673	ROBO2;SEMA3C;VLDLR;GLI2;ROBO1;EFNB1;PARD6B;KIF5C;GRB10;SLIT3;EPHB2;NTNG2;BDNF;WNT5A;GAB1;UNC5C;GFRA1;SEMA4F;SPTB;ENAH;NELL2;SHTN1;GAP43;CXCL12;PLXNB3;EZR;FMOD;SHANK3
positive regulation of gene expression (GO:0010628)	68/772	1.835116253097306E-5	0.0018361957332461867	0	0	1.682576916034463	18.349876998562483	RORA;AHR;GLI2;RIMS2;EPB41L4B;C1QTNF1;CDH3;ZIC3;CDH1;ZIC1;CREB3L2;ITGB8;SOX8;LGALS9;EPHB2;MAP3K5;EOMES;MEF2C;WNT5A;PAX3;ANK2;SOX11;SERPINB9;EBF3;FOS;POU3F1;ACTA2;SFRP4;SFRP1;MYCN;HAND2;RBM20;GAS6;PLCB1;EZR;CASZ1;SP100;MYRF;DLX5;PDGFB;GATA6;FAM129A;GATA4;EGFR;WNT11;ATOH8;WNT4;ARNT2;AFAP1L2;FOXF1;VDR;FZD4;TGFB3;FZD7;IGF1;SMARCA1;KLF4;GDF6;SMARCA2;LARP6;KLF2;P2RX7;BMP2;DAB2;WT1;LHX2;NFE2L3;FOXA2
positive regulation of transcription, DNA-templated (GO:0045893)	91/1121	1.9038922999752166E-5	0.0018683773859179864	0	0	1.5506689602935024	16.854259843994846	RASL11A;RORA;AHR;HOXC11;HOXC10;GLI2;HOXA10;HHEX;ZIC3;CDH1;ZIC1;CREB3L2;NCK2;TNFSF11;SOX8;MAP3K5;EOMES;MEF2C;EDN1;WNT5A;IL18;TFEB;PAX3;SOX11;EBF3;FOS;SOX12;POU3F1;DCN;GREM1;CREB3;SFRP1;SFRP2;MYCN;HAND2;HOXB4;HOXB3;AHRR;IRF5;HOXB2;PLCB1;VGLL2;HOXB7;ATF3;CASZ1;SP100;MYRF;DLX5;EPAS1;GATA6;PDGFB;GLIS3;GATA4;EGFR;FSTL3;WNT11;ATOH8;HOXC4;WNT2;WNT4;IL33;ARNT2;AFAP1L2;JAG1;FOXF1;VDR;FZD4;TGFB3;FZD7;MACC1;NR1H4;GRHL3;IGF1;SMARCA1;KLF4;GDF6;SMARCA2;BMP6;KLF2;BMP2;DAB2;TNIP1;NFIA;WT1;LHX2;TLX2;NFE2L3;HOXD4;BMPR1B;HOXD8;FOXA2
negative regulation of protein phosphorylation (GO:0001933)	24/179	2.190892406363921E-5	0.0021094573489952996	0	0	2.5611883914136158	27.478008068136713	LYN;LRTM2;LRRC4;FAM129A;HSPB1;FBLN1;PRR5L;SMAD6;PODN;DCN;PREX2;SOCS2;GREM1;P2RX7;SFRP1;SFRP2;FLRT3;FLRT1;NCK2;SFN;EPHB2;EPHA1;TRIB1;LRRC4C
positive regulation of kinase activity (GO:0033674)	18/114	2.568261153417398E-5	0.002427006789979441	0	0	3.016136329362087	31.879645269362477	EPHB6;DDR1;EPHA4;EPHA7;FLT4;MST1R;EGFR;KIT;KDR;ROR1;TEK;EPHB2;EPHA1;GAS6;ROS1;FGFR3;EPHA3;EPHA2
platelet degranulation (GO:0002576)	19/125	2.681679045646964E-5	0.0024881105763520832	0	0	2.9035339063992356	30.563998438816405	LYN;TGFB2;SPARC;WDR1;TGFB3;ITGB3;PCDH7;STXBP2;PDGFB;VEGFC;RAB27B;IGF1;SYTL4;SELP;MMRN1;TMSB4X;SELENOP;TIMP3;GAS6
regulation of BMP signaling pathway (GO:0030510)	12/57	3.1580931879833816E-5	0.0028778124175498567	0	0	4.021515105816116	41.674788281416355	GREM1;CRB2;SFRP4;CHRD;GATA6;SOX11;LRP2;PCSK6;SULF1;SMAD6;NBL1;FSTL3
negative regulation of blood vessel morphogenesis (GO:2000181)	13/66	3.161526142952219E-5	0.0028303978785061707	0	0	3.7625539058203814	38.98709668757799	TGFB2;SPARC;PDE3B;SEMA3E;THBS2;SULF1;KLF4;DCN;NPPB;HHEX;COL4A2;TEK;WNT4
negative regulation of cell adhesion (GO:0007162)	13/66	3.161526142952219E-5	0.0027815979150836506	0	0	3.7625539058203814	38.98709668757799	JAG1;FZD4;FZD7;PDE3B;ARHGDIG;ADAM22;FBLN1;CDH1;PODXL;ARHGDIB;PLXNB3;CYP1B1;PLXNA4
nervous system development (GO:0007399)	45/456	3.47302958938243E-5	0.0030038762702743293	0	0	1.8850852058513046	19.355862938114328	ROBO2;GPM6A;DLX5;GDA;DLX6;CHD7;ADAM22;VLDLR;CELSR1;ROBO1;FGF5;CDH2;PTPRZ1;DPYSL5;FLRT3;CDH1;SPOCK2;ADAM23;ST8SIA4;NDN;MBP;SOX8;EPHB2;WNT2;LYN;ARNT2;MEF2C;TCF7L1;JAG1;BDNF;TMOD2;APLP1;CABLES1;SEMA4F;GFRA1;ARHGAP26;MAFB;NINJ1;PMP22;SERPINI1;RAPGEF5;FGF13;NBL1;ITM2A;SHANK3
positive regulation of cell migration (GO:0030335)	27/222	4.070406950987773E-5	0.0034618811118151006	0	0	2.323240145589716	23.48605858256758	CEMIP;SEMA3C;SEMA3D;PDGFB;SEMA3E;EGFR;APELA;WNT11;PODXL;FAM110C;PDGFD;PDPN;KDR;TNFSF18;TCAF2;SEMA4A;EDN1;TGFB2;WNT5B;GAB1;SEMA4F;IGF1;SHTN1;BMP2;DAB2;CXCL12;EPHA1
cellular response to growth factor stimulus (GO:0071363)	20/140	4.1682690827161865E-5	0.0034869962506722456	0	0	2.7288852503752214	27.52196644401712	MEF2C;ANXA1;DLX5;FLT4;WNT5A;STMN2;PDGFB;SMAD9;HSPB1;KLF4;BMP6;EGFR;SFRP1;BMP2;KDR;ANKRD1;SOX6;BMPR1B;WNT2;WNT4
