Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Bacterial invasion of epithelial cells	11/74	0.001954947957824103	0.05384993011097301	0	0	2.7578599007170435	17.201852470871344	SEPT8;SEPT9;SHC2;CTTN;SHC1;SRC;CAV2;PXN;PIK3CB;DOCK1;DNM1
Pathways in cancer	45/535	0.0021344323039815577	0.05389441567553433	0	0	1.5605222547812667	9.596516759471932	RB1;PTGER4;CDKN1A;CAMK2D;RALB;IL4RA;LPAR1;ADCY3;IL6RA;PIK3CB;PTGS2;ADCY7;GNAI2;FGF7;RXRA;MECOM;CASP3;E2F1;BDKRB2;STAT6;BID;PRKACB;RALGDS;EGLN1;PDGFRB;ARHGEF11;WNT10B;NQO1;GSTM2;JUN;IFNGR1;TPM3;LAMB2;TRAF1;NFKB1;PML;RUNX1;CCNE1;TRAF5;GNB4;ITGA6;PPARD;BCL2L1;NFE2L2;FGFR1
Human immunodeficiency virus 1 infection	24/238	0.0024137639136518094	0.056259266602807556	0	0	1.8708782214184374	11.274974746090114	H2-T23;JUN;APOBEC3;H2-T22;PXN;ITPR2;NFATC1;ITPR3;PIK3CB;SAMHD1;NFKB1;GNAI2;BST2;PAK1;PPP3CC;IRAK1;CFL2;CASP3;TRAF5;AP1S2;GNB4;BID;B2M;BCL2L1
Focal adhesion	21/199	0.00254785290632744	0.05514281647265817	0	0	1.9578411538210532	11.693214655112191	VASP;PDGFRB;JUN;SHC2;SHC1;CAV2;SRC;LAMB2;PXN;PARVA;PIK3CB;PAK1;COL1A2;RAP1A;PDGFC;SPP1;COL6A3;ITGB7;ITGA6;MYL9;DOCK1
Purine metabolism	16/136	0.0027090406854900877	0.05472262184689977	0	0	2.18269125832151	12.90223878064837	PRPS2;NPR2;ADK;ADCY3;AMPD2;AK5;AMPD3;ADCY7;HDDC3;PAPSS1;PNP;PDE6D;PDE4A;PDE7A;PDE8A;ADSS
Regulation of lipolysis in adipocytes	9/56	0.002856105517249302	0.054087498232908655	0	0	2.981712165385635	17.467753314453113	PRKG2;ADCY3;PIK3CB;ABHD5;PTGS2;PRKACB;ADCY7;GNAI2;PTGS1
GnRH signaling pathway	12/90	0.003184330421909648	0.05675600693168372	0	0	2.4737167594310447	14.22266726198871	EGR1;MMP14;CAMK2D;JUN;SRC;PLA2G4A;ITPR2;ADCY3;ITPR3;PRKACB;ADCY7;HBEGF
Inflammatory mediator regulation of TRP channels	15/127	0.003487614375495591	0.05870817532084246	0	0	2.191284530992067	12.3994653335823	PTGER4;CAMK2D;SRC;ITPR2;PLA2G4A;ADCY3;ITPR3;PIK3CB;NGF;ADCY7;TRPV4;BDKRB2;F2RL1;PRKACB;ASIC1
VEGF signaling pathway	9/58	0.0036474288568980225	0.058166891770531616	0	0	2.878894504510268	16.161344456976284	SHC2;PPP3CC;MAPKAPK3;SRC;SPHK1;PXN;PLA2G4A;PIK3CB;PTGS2
Apoptosis	16/141	0.0038904914306769115	0.05894094517475521	0	0	2.105290859090251	11.682721714838186	JUN;PARP3;ITPR2;TNFRSF10B;ITPR3;PIK3CB;TRAF1;NGF;TUBA4A;NFKB1;CTSL;CASP3;LMNA;BID;BCL2L1;CTSB
Axon guidance	19/180	0.003966822772906219	0.05723558572336117	0	0	1.958359101216244	10.829314209654319	SEMA5A;SEMA7A;CAMK2D;SRC;SEMA4B;PIK3CB;NTN1;RGMA;GNAI2;EFNA1;PAK1;PPP3CC;CFL2;PARD3;SRGAP3;MYL9;EPHB4;NGEF;PLXNA3
Natural killer cell mediated cytotoxicity	14/118	0.004494152542055225	0.0618967372837606	0	0	2.201188641866608	11.897376540397497	KLRA4;H2-T23;SHC2;SYK;SHC1;IFNGR1;TNFRSF10B;NFATC1;PIK3CB;PAK1;PPP3CC;CASP3;SH2D1B1;BID
Transcriptional misregulation in cancer	19/183	0.0047487880517434	0.06256012085557609	0	0	1.926254853655322	10.305205041653506	CDKN1A;EYA1;HMGA2;SIX1;TRAF1;MLLT3;ETV4;NFKB1;PML;RUNX1;MEIS1;ZEB1;RXRA;BCL6;PLAU;ITGB7;UTY;CDK14;BCL2L1
ErbB signaling pathway	11/84	0.00533633972310724	0.06737128900422891	0	0	2.4295432458697763	12.714322901229204	CDKN1A;SHC2;CAMK2D;PAK1;JUN;SHC1;SRC;PIK3CB;AREG;EREG;HBEGF
Cushing syndrome	17/159	0.005473724735292907	0.06634154379175004	0	0	1.98364079765697	10.330396523146197	RB1;SCARB1;WNT10B;CDKN1A;CAMK2D;ITPR2;ADCY3;ITPR3;ADCY7;GNAI2;RAP1A;CCNE1;E2F1;PDE8A;PRKACB;LDLR;KCNK2
Wnt signaling pathway	17/160	0.005826113805828031	0.06789663396791898	0	0	1.9712430426716139	10.142843978505978	WNT10B;JUN;CAMK2D;CSNK2A1;SERPINF1;NFATC1;DKK2;VANGL1;PORCN;PPP3CC;TBL1XR1;BAMBI;ROR2;NOTUM;LGR6;PRKACB;PPARD
Kaposi sarcoma-associated herpesvirus infection	21/216	0.006598255652912819	0.07404709121602164	0	0	1.8037518037518037	9.05654754670824	RB1;H2-T23;JUN;CDKN1A;H2-T22;SYK;IFNGR1;SRC;ITPR2;NFATC1;ITPR3;PIK3CB;PTGS2;NFKB1;PIK3R5;HCK;PPP3CC;CASP3;GNB4;E2F1;BID
Phospholipase D signaling pathway	16/149	0.006634926499506254	0.07179938319108554	0	0	1.9922551082666133	9.991971588355124	PDGFRB;SHC2;RALB;SYK;SHC1;SPHK1;LPAR1;PLA2G4A;ADCY3;PIK3CB;ADCY7;DNM1;PIK3R5;PDGFC;PIP5K1A;RALGDS
Sphingolipid signaling pathway	14/124	0.006966845347569231	0.07279152207977507	0	0	2.0946795140343526	10.403420111084918	CERS4;ASAH1;SPHK1;PIK3CB;SGMS2;PPP2R3A;NFKB1;SGPP1;GNAI2;SGPL1;BDKRB2;S1PR3;BID;CERS2
Chronic myeloid leukemia	10/76	0.007464473616154425	0.0753911835231597	0	0	2.441167854701689	11.955864573902158	RB1;CDKN1A;SHC2;MECOM;SHC1;E2F1;PIK3CB;NFKB1;RUNX1;BCL2L1
Tight junction	17/167	0.008841238303589306	0.08641597438669547	0	0	1.888616088787175	8.929996961924553	VASP;PRKCI;JUN;SRC;NEDD4L;MSN;TUBA4A;RUNX1;RAP1A;CTTN;PARD3;RAB13;MICALL2;ARHGEF2;PRKACB;MYL9;CGNL1
Dilated cardiomyopathy (DCM)	11/90	0.008934681211032735	0.0846002627169662	0	0	2.2675736961451247	10.697992765720935	SGCD;TPM4;TPM3;TNNT2;LMNA;ADCY3;ITGB7;ITGA6;EMD;PRKACB;ADCY7
Sulfur metabolism	3/9	0.010266533564319193	0.09426544454511258	0	0	6.184291898577612	28.31704293301869	SQOR;SUOX;PAPSS1
Fluid shear stress and atherosclerosis	15/143	0.010337754625726489	0.09212763681162137	0	0	1.9461058422097381	8.897503641167201	NQO1;GSTM2;JUN;CAV2;SRC;SDC2;CYBA;PIK3CB;NFKB1;THBD;CTSL;TRPV4;GPC1;ARHGEF2;NFE2L2
Cellular senescence	18/185	0.011245467099704753	0.09735361517744401	0	0	1.8051446622875194	8.101110445566755	RB1;H2-T23;H2-T22;CDKN1A;ITPR2;ITPR3;NFATC1;PIK3CB;HIPK1;ZFP36L2;NFKB1;CCNA2;PPP3CC;RBL1;CCNE1;TRPV4;E2F1;E2F4
Cortisol synthesis and secretion	9/69	0.011483684476623214	0.09665434434491205	0	0	2.419940308139066	10.809457107709	SCARB1;ITPR2;ADCY3;ITPR3;PDE8A;PRKACB;ADCY7;LDLR;KCNK2
Toxoplasmosis	12/108	0.013464895334511872	0.11026657530694858	0	0	2.0614306328592042	8.879961504639295	SOCS1;IRAK1;IFNGR1;LAMB2;CASP3;ITGA6;LDLR;NFKB1;HSPA1B;PIK3R5;BCL2L1;GNAI2
Sphingolipid metabolism	7/48	0.013800108310565891	0.11003770573951223	0	0	2.705627705627706	11.588416770178698	CERS4;ASAH1;SGPL1;SPHK1;SGMS2;SGPP1;CERS2
Bile secretion	9/72	0.014958157966264441	0.11621338112251604	0	0	2.3191094619666046	9.746053906804955	SCARB1;RXRA;ADCY3;ATP1B3;HMGCR;PRKACB;ADCY7;LDLR;AQP1
Prostate cancer	11/97	0.015231812563032361	0.11538098016497014	0	0	2.1039343572480536	8.803637926534885	RB1;PDGFRB;CDKN1A;ZEB1;PLAU;CCNE1;PDGFC;E2F1;PIK3CB;NFKB1;FGFR1
Cholesterol metabolism	7/49	0.015372915515804003	0.11360959515338082	0	0	2.6504108136761193	11.065857542244128	SCARB1;MYLIP;OSBPL5;NPC2;LIPG;TSPO;LDLR
MAPK signaling pathway	25/294	0.01659599116686491	0.11972822198952543	0	0	1.5776254843310236	6.466046515903223	AREG;PAK1;FGF7;PPP3CC;RAP1A;MECOM;IRAK1;RPS6KA2;CASP3;PDGFC;PRKACB;PDGFRB;JUN;PLA2G4A;NFATC1;NGF;DUSP9;NFKB1;EREG;DUSP7;CDC25B;EFNA1;MAPKAPK3;HSPA1B;FGFR1
C-type lectin receptor signaling pathway	12/112	0.01756496110783115	0.12377170269006602	0	0	1.9878081102570897	8.03442063500993	JUN;PAK1;EGR3;PPP3CC;SYK;SRC;ITPR2;ITPR3;NFATC1;PIK3CB;PTGS2;NFKB1
Gastric acid secretion	9/74	0.017668715138723846	0.12167319743257558	0	0	2.256430827859399	9.106863908675447	CAMK2D;ITPR2;ADCY3;ATP1B3;ITPR3;PRKACB;ADCY7;KCNK2;GNAI2
Fc gamma R-mediated phagocytosis	10/87	0.018465960290919334	0.12433746595885685	0	0	2.1325144477853835	8.512627100042375	VASP;HCK;PAK1;GSN;SYK;CFL2;SPHK1;PLA2G4A;PIP5K1A;PIK3CB
PI3K-Akt signaling pathway	29/357	0.018551808273276942	0.12219995449571551	0	0	1.5070963450315191	6.0090764823110385	CDKN1A;PHLPP1;LPAR1;IL4RA;IL6RA;PIK3CB;AREG;PIK3R5;GYS1;FGF7;RXRA;PDGFC;SPP1;ITGB7;PDGFRB;SYK;LAMB2;PPP2R3A;NGF;NFKB1;EREG;EFNA1;COL1A2;CCNE1;GNB4;COL6A3;ITGA6;BCL2L1;FGFR1
Glutamatergic synapse	12/114	0.0199362266771639	0.1285250358123545	0	0	1.9529342837613513	7.646161051066814	PPP3CC;GRIK5;GNB4;ITPR2;PLA2G4A;ADCY3;SLC17A6;ITPR3;PRKACB;ADCY7;GRIN2D;GNAI2
Chemokine signaling pathway	18/197	0.02023823931957146	0.12775388570479485	0	0	1.695186611792848	6.611535341133393	SHC2;SHC1;SRC;PXN;ADCY3;PIK3CB;ADCY7;CX3CL1;NFKB1;CXCL5;PIK3R5;GNAI2;HCK;PAK1;RAP1A;PARD3;GNB4;PRKACB
Human papillomavirus infection	29/360	0.020510001670890014	0.1268271531893811	0	0	1.4945372088229232	5.809030928545252	RB1;PTGER4;H2-T23;CDKN1A;H2-T22;PXN;PIK3CB;RBPJ;PTGS2;CASP3;SPP1;E2F1;ITGB7;PRKACB;OASL1;PDGFRB;WNT10B;PRKCI;LAMB2;ISG15;PPP2R3A;NFKB1;CCNA2;COL1A2;RBL1;CCNE1;PARD3;COL6A3;ITGA6
Renin secretion	9/76	0.02072032066753707	0.12556514324527465	0	0	2.19705106923152	8.51717690394081	PTGER4;PPP3CC;PRKG2;ITPR2;ITPR3;PRKACB;AQP1;CTSB;GNAI2
Epstein-Barr virus infection	20/229	0.02321461061738661	0.13792209837388517	0	0	1.6203384887102914	6.097290681497701	RB1;H2-T23;JUN;CDKN1A;H2-T22;SYK;ISG15;PIK3CB;RBPJ;RUNX3;NFKB1;CCNA2;IRAK1;CCNE1;CASP3;TRAF5;E2F1;BID;B2M;CD44
Viral carcinogenesis	20/229	0.02321461061738661	0.13526975032823352	0	0	1.6203384887102914	6.097290681497701	RB1;H2-T23;JUN;CDKN1A;H2-T22;EGR3;GSN;SYK;SRC;PXN;PIK3CB;TRAF1;RBPJ;NFKB1;CCNA2;RBL1;CCNE1;CASP3;TRAF5;PRKACB
Salivary secretion	9/78	0.02413404498988418	0.1379738798478284	0	0	2.140716426430712	7.97231007598596	PRKG2;ITPR2;ADCY3;ATP1B3;ITPR3;AQP5;KCNN4;PRKACB;ADCY7
HIF-1 signaling pathway	11/104	0.02439275717293185	0.13687047080367318	0	0	1.9623233908948192	7.2870271348563165	EGLN1;CDKN1A;CAMK2D;IFNGR1;PGK1;IL6RA;PIK3CB;TIMP1;ENO3;NFKB1;HK1
Long-term potentiation	8/67	0.027101548955171584	0.14930489697121802	0	0	2.2152687397889954	7.993053793841509	CAMK2D;PPP3CC;RAP1A;RPS6KA2;ITPR2;ITPR3;PRKACB;GRIN2D
Ras signaling pathway	20/233	0.02729698843883334	0.14769620530297325	0	0	1.5925215189470248	5.734636381905872	PDGFRB;SHC2;RALB;SHC1;PLA2G4A;PIK3CB;NGF;NFKB1;EFNA1;PAK1;FGF7;RAP1A;RASA3;RASA4;PDGFC;GNB4;PRKACB;RALGDS;BCL2L1;FGFR1
Estrogen signaling pathway	13/134	0.028921208160688983	0.15373905390682038	0	0	1.7999058510785588	6.377390605306606	SHC2;JUN;SHC1;SRC;ITPR2;ADCY3;ITPR3;PIK3CB;ADCY7;GNAI2;PRKACB;HSPA1B;HBEGF
Hepatitis B	15/163	0.030327073107529884	0.1584328129583027	0	0	1.7073198493005677	5.968302691026343	RB1;JUN;CDKN1A;EGR3;SRC;NFATC1;PIK3CB;NFKB1;CCNA2;IRAK1;CCNE1;CASP3;E2F1;STAT6;BID
Ovarian steroidogenesis	7/57	0.03275261867623321	0.16820412642201127	0	0	2.27842333105491	7.789410709769498	SCARB1;PLA2G4A;ADCY3;PTGS2;PRKACB;ADCY7;LDLR
Terpenoid backbone biosynthesis	4/23	0.03275621641330516	0.16541889288719105	0	0	3.2265870775187544	11.030612311903136	FDPS;HMGCS1;PMVK;HMGCR
TNF signaling pathway	11/110	0.03498478752934677	0.1737768954326569	0	0	1.8552875695732838	6.220485999991851	JUN;MMP14;ITCH;MLKL;CASP3;TRAF5;PIK3CB;TRAF1;PTGS2;NFKB1;CX3CL1
p53 signaling pathway	8/71	0.03671138119961421	0.1794120726368243	0	0	2.090464867124827	6.908293308037835	CDKN1A;CCNE1;CASP3;SESN1;PERP;SHISA5;BID;BCL2L1
Inflammatory bowel disease (IBD)	7/59	0.038570297022339724	0.1855047618693482	0	0	2.201188641866608	7.165469526584321	JUN;IFNGR1;IL4RA;STAT6;NFATC1;TLR5;NFKB1
Melanoma	8/72	0.03943053669030609	0.1866789471431679	0	0	2.0614306328592042	6.665047866352776	RB1;PDGFRB;CDKN1A;FGF7;PDGFC;E2F1;PIK3CB;FGFR1
Human T-cell leukemia virus 1 infection	20/245	0.042811589795453825	0.1995678724311155	0	0	1.5145204649577826	4.772172842282184	RB1;EGR1;FDPS;H2-T23;JUN;CDKN1A;H2-T22;ADCY3;NFATC1;PIK3CB;ADCY7;NFKB1;CCNA2;PPP3CC;CCNE1;E2F1;TSPO;B2M;PRKACB;BCL2L1
Th1 and Th2 cell differentiation	9/87	0.04448098701275509	0.20420816764946656	0	0	1.9192630030068452	5.974077357656663	JUN;PPP3CC;IFNGR1;IL4RA;STAT6;NFATC1;RBPJ;RUNX3;NFKB1
NF-kappa B signaling pathway	10/102	0.048245687221517515	0.21818571982268367	0	0	1.8189093819345918	5.513930734479484	CSNK2A1;IRAK1;SYK;PLAU;TRAF5;TRIM25;TRAF1;PTGS2;NFKB1;BCL2L1
Th17 cell differentiation	10/102	0.048245687221517515	0.21497710629587952	0	0	1.8189093819345918	5.513930734479484	JUN;PPP3CC;RXRA;IFNGR1;IL4RA;NFATC1;IL6RA;STAT6;NFKB1;RUNX1
Glioma	8/75	0.04838212419186295	0.21246063232078946	0	0	1.9789734075448362	5.993568075912115	RB1;PDGFRB;CDKN1A;SHC2;CAMK2D;SHC1;E2F1;PIK3CB
Pancreatic cancer	8/75	0.04838212419186295	0.20942548043049247	0	0	1.9789734075448362	5.993568075912115	RB1;CDKN1A;RALB;E2F1;PIK3CB;RALGDS;NFKB1;BCL2L1
Relaxin signaling pathway	12/131	0.05052113139193884	0.21560426495433055	0	0	1.6995000637312523	5.073625606060054	SHC2;JUN;COL1A2;SHC1;SRC;GNB4;ADCY3;PIK3CB;PRKACB;ADCY7;NFKB1;GNAI2
Protein digestion and absorption	9/90	0.053240687294149096	0.22405455902954408	0	0	1.8552875695732838	5.441432979929279	COL18A1;COL1A2;XPNPEP2;COL5A3;COL7A1;COL6A3;ATP1B3;PRCP;KCNN4
Endocytosis	21/269	0.05722738846834596	0.23753285898505241	0	0	1.4483657606334186	4.143372774321139	H2-T23;PRKCI;H2-T22;WIPF1;SH3KBP1;CAV2;SRC;NEDD4L;DNM1;PML;RUFY1;EHD2;ITCH;RAB31;PARD3;PIP5K1A;CHMP4B;LDLR;HSPA1B;RAB11FIP5;SPG20
Selenocompound metabolism	3/17	0.06034800578971991	0.24710061830115043	0	0	3.2740368874822656	9.192275595543252	CTH;SEPHS2;PAPSS1
Neurotrophin signaling pathway	11/121	0.0620814716153327	0.2508091453259441	0	0	1.6866250632484399	4.687650022338078	SHC2;JUN;CAMK2D;RAP1A;IRAK1;SHC1;RPS6KA2;PIK3CB;NGF;SH2B3;NFKB1
Ferroptosis	5/40	0.06228341888447173	0.2483141568683544	0	0	2.3191094619666046	6.437987101437242	GCLC;MAP1LC3A;GSS;ACSL3;SAT1
Bladder cancer	5/41	0.06793135098039463	0.26731427723453993	0	0	2.262545816552785	6.08456859619253	RB1;CDKN1A;SRC;E2F1;HBEGF
Apelin signaling pathway	12/138	0.06940587977051199	0.26961514833929656	0	0	1.6132935387593772	4.303918193337294	EGR1;SPHK1;GNB4;SPP1;ITPR2;ADCY3;ITPR3;PRKACB;ADCY7;PIK3R5;GNAI2;APLN
Vascular smooth muscle contraction	12/140	0.07554262139964874	0.2897394213176401	0	0	1.5902464882056717	4.107699327050128	ARHGEF11;PTGIR;RAMP3;ADORA2B;NPR2;ITPR2;PLA2G4A;ADCY3;ITPR3;PRKACB;MYL9;ADCY7
Steroid biosynthesis	3/19	0.07948495775899118	0.3010492775121791	0	0	2.929401425642027	7.417793630904671	NSDHL;MSMO1;FDFT1
Valine, leucine and isoleucine degradation	6/56	0.07986419929916866	0.2987512640450383	0	0	1.9878081102570897	5.024041072361249	HMGCS1;OXCT1;IVD;ACADM;HSD17B10;BCAT2
cGMP-PKG signaling pathway	14/172	0.0815961037718244	0.3015075541812536	0	0	1.5101177891875566	3.784315563343932	VASP;NPR2;ITPR2;ADCY3;ATP1B3;ITPR3;NFATC1;ADCY7;PIK3R5;GNAI2;PPP3CC;BDKRB2;PRKG2;MYL9
Phosphatidylinositol signaling system	9/98	0.08181466248779536	0.29867280402171076	0	0	1.7038355230775055	4.265209426143359	INPP4B;IMPA1;ITPR2;PIP5K1A;ITPR3;PIK3CB;IP6K1;PLCD1;PIK3C2B
Peroxisome	8/84	0.08269902681318723	0.29830720386185394	0	0	1.7669405424507463	4.404183134018592	ABCD4;ABCD3;PEX11B;PMVK;HSD17B4;PEX2;ACSL3;CRAT
Cholinergic synapse	10/113	0.0839145532247233	0.2991307014951901	0	0	1.641847406702021	4.068425995988942	CAMK2D;GNB4;ITPR2;ADCY3;ITPR3;PIK3CB;PRKACB;ADCY7;PIK3R5;GNAI2
Circadian entrainment	9/99	0.08593038033691702	0.3027547121172774	0	0	1.6866250632484399	4.139345322215972	CAMK2D;GNB4;PRKG2;ADCY3;ITPR3;PRKACB;ADCY7;GRIN2D;GNAI2
Measles	12/144	0.08882627336998408	0.309360469323048	0	0	1.546072974644403	3.743155227986525	JUN;CSNK2A1;IRAK1;CCNE1;CASP3;MSN;ADAR;PIK3CB;BID;NFKB1;HSPA1B;BCL2L1
Hypertrophic cardiomyopathy (HCM)	8/86	0.09187656075977542	0.3163477035251358	0	0	1.725848901928636	4.12013519218523	SGCD;TPM4;TPM3;TNNT2;LMNA;ITGB7;ITGA6;EMD
Insulin secretion	8/86	0.09187656075977542	0.3127932349462017	0	0	1.725848901928636	4.12013519218523	CAMK2D;ADCY3;ATP1B3;ITPR3;KCNN4;PRKACB;ADCY7;TRPM4
AGE-RAGE signaling pathway in diabetic complications	9/101	0.09452546789863908	0.31823574192541826	0	0	1.6532265471445102	3.8997729225311057	EGR1;THBD;JUN;COL1A2;CASP3;NFATC1;PIK3CB;NFKB1;PLCD1
Thyroid hormone synthesis	7/73	0.09778782058049718	0.3256012047900071	0	0	1.7790428749332856	4.136195060733155	GPX8;ITPR2;ADCY3;ATP1B3;ITPR3;PRKACB;ADCY7
Aldosterone synthesis and secretion	9/102	0.0990041582014524	0.32606804277217477	0	0	1.6370184437411328	3.7857580940108075	SCARB1;CAMK2D;ITPR2;ADCY3;ATP1B3;ITPR3;PRKACB;ADCY7;LDLR
Colorectal cancer	8/88	0.10161516597143248	0.3310687665520865	0	0	1.6866250632484399	3.8565735935322167	CDKN1A;JUN;RALB;CASP3;PIK3CB;AREG;RALGDS;EREG
cAMP signaling pathway	16/211	0.10658049263616534	0.3435520134974266	0	0	1.4068531333257128	3.1497398621700072	JUN;CAMK2D;ADCY3;NFATC1;ATP1B3;PIK3CB;ADCY7;NFKB1;GRIN2D;GNAI2;PAK1;RAP1A;PDE4A;SOX9;PRKACB;MYL9
Glycerolipid metabolism	6/61	0.10961647877882008	0.34961887442086825	0	0	1.8248730192524103	4.034370075638932	LIPG;MBOAT1;GPAT3;AKR1B3;LPIN1;LCLAT1
Progesterone-mediated oocyte maturation	8/90	0.11190753885818926	0.3532081695211598	0	0	1.6491445062873633	3.611762184368997	CCNA2;RPS6KA2;ADCY3;PIK3CB;PRKACB;ADCY7;CDC25B;GNAI2
Pertussis	7/76	0.11473815639503644	0.3584088802855262	0	0	1.7088174982911823	3.6997652898358226	JUN;IRAK1;CFL2;CASP3;CXCL5;NFKB1;GNAI2
ABC transporters	5/48	0.11494427994908625	0.3553889471895218	0	0	1.932591218305504	4.180789637870183	ABCD4;ABCA2;ABCD3;ABCA5;ABCG1
Cocaine addiction	5/48	0.11494427994908625	0.3517991598441731	0	0	1.932591218305504	4.180789637870183	JUN;PRKACB;NFKB1;GNAI2;GRIN2D
Synthesis and degradation of ketone bodies	2/11	0.11563886502278437	0.3503857610190366	0	0	3.3732501264968797	7.277055748450175	HMGCS1;OXCT1
Fructose and mannose metabolism	4/35	0.11748535228275618	0.3524560568482686	0	0	2.1203286509408956	4.54056000973688	PFKFB4;GMDS;AKR1B3;HK1
Amino sugar and nucleotide sugar metabolism	5/49	0.12267223262472904	0.36440869103228335	0	0	1.8931505811972285	3.9722828667081846	UGDH;GNPDA1;GMDS;UAP1L1;HK1
Morphine addiction	8/92	0.12274339297850836	0.36108007837367023	0	0	1.6132935387593772	3.384140257769558	GNB4;PDE4A;ADCY3;PDE7A;PDE8A;PRKACB;ADCY7;GNAI2
Mitophagy	6/63	0.12290460893262763	0.358077851024867	0	0	1.7669405424507463	3.704120084154652	JUN;CSNK2A1;SRC;ATG9B;E2F1;BCL2L1
Cysteine and methionine metabolism	5/50	0.1306345479203535	0.3769739811415916	0	0	1.8552875695732838	3.7761624578983284	GCLC;AHCY;GSS;CTH;BCAT2
N-Glycan biosynthesis	5/50	0.1306345479203535	0.37341762282893504	0	0	1.8552875695732838	3.7761624578983284	B4GALT2;RPN2;MAN2A2;MGAT4B;ALG14
Amyotrophic lateral sclerosis (ALS)	5/52	0.14723194762321468	0.4169278516806921	0	0	1.7839303553589267	3.4175575509354204	PPP3CC;CASP3;BID;GRIN2D;BCL2L1
Leishmaniasis	6/67	0.15169221881003386	0.42558094721703943	0	0	1.6614515548417466	3.133334290508972	JUN;IRAK1;IFNGR1;CYBA;PTGS2;NFKB1
Osteoclast differentiation	10/128	0.15295116111140072	0.4251761634564626	0	0	1.4494434137291279	2.721528027843477	JUN;SOCS1;PPP3CC;SYK;IFNGR1;FHL2;CYBA;NFATC1;PIK3CB;NFKB1
Necroptosis	13/176	0.15554665761962425	0.4284603387158741	0	0	1.3703828638893574	2.5500215111929423	PARP3;CAMK2D;MLKL;H2AFZ;IFNGR1;H2AFX;TNFRSF10B;PLA2G4A;TRAF5;CHMP4B;STAT6;RBCK1;BID
