Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ER to Golgi Anterograde Transport_Homo sapiens_R-HSA-199977	56/131	9.893321321319134E-4	0.07207991248389654	0	0	1.4395720357990718	9.959650995397245	ARF1;GOLGA2;TFG;PPP6R3;TMED2;SPTAN1;SEC13;COPZ2;CSNK1D;ANK2;ANK1;SPTB;DYNLL2;BET1L;COPZ1;ARFGAP1;F8;PREB;KDELR2;KDELR3;SEC22A;DCTN6;COPB2;RAB1A;COPA;SEC23A;LMAN2L;SAR1B;COPB1;RAB1B;GOSR2;USO1;DCTN3;GOSR1;TGFA;NAPG;YKT6;SPTBN1;DYNC1I1;CD55;SEC31A;TRAPPC2;TRAPPC3;SEC16B;TRAPPC1;SEC24A;TRAPPC4;SEC16A;GBF1;ARCN1;GOLGB1;COPG1;CNIH2;FOLR1;COPE;BET1
AUF1 (hnRNP D0) binds and destabilizes mRNA_Homo sapiens_R-HSA-450408	27/54	0.0013468856036517576	0.09366977152669041	0	0	1.6837851490149858	11.129753008793172	PSMD12;PSMD11;PSMD14;HSPB1;PSMB10;PSMA7;PSMB6;PSMD9;UBB;PSMB2;PSMB3;PSMD2;PSMD3;UBC;PSMB1;PSMF1;RPS27A;HSPA8;PSMB8;PSMC5;PSMA2;PSME3;PSME4;PSMC2;PABPC1;HSPA1A;EIF4G1
COPI-mediated anterograde transport_Homo sapiens_R-HSA-6807878	36/78	0.0015332877964477297	0.10199697080717506	0	0	1.5542632144753716	10.072155575372797	DCTN6;RAB1A;COPB2;ARF1;COPA;RAB1B;COPB1;GOSR2;USO1;DCTN3;GOSR1;NAPG;GOLGA2;TMED2;SPTAN1;YKT6;SPTBN1;DYNC1I1;CD55;GBF1;COPZ2;ANK2;SPTB;ANK1;DYNLL2;BET1L;COPZ1;ARFGAP1;ARCN1;GOLGB1;KDELR2;KDELR3;COPG1;FOLR1;COPE;BET1
Transport to the Golgi and subsequent modification_Homo sapiens_R-HSA-948021	66/162	0.001701617550733549	0.10847811885926374	0	0	1.3719730843825808	8.747941825679426	B4GALT3;ARF1;B4GALT1;MANEA;GOLGA2;TFG;PPP6R3;TMED2;SPTAN1;ST6GAL1;SEC13;COPZ2;CSNK1D;ANK2;ANK1;SPTB;DYNLL2;BET1L;COPZ1;ARFGAP1;F8;PREB;KDELR2;KDELR3;B4GALT6;SEC22A;B4GALT4;DCTN6;COPB2;RAB1A;COPA;SEC23A;LMAN2L;SAR1B;COPB1;RAB1B;GOSR2;USO1;DCTN3;GOSR1;TGFA;NAPG;MAN1C1;MGAT3;MGAT1;YKT6;SPTBN1;DYNC1I1;CD55;SEC31A;TRAPPC2;TRAPPC3;SEC16B;TRAPPC1;SEC24A;TRAPPC4;SEC16A;GBF1;ARCN1;GOLGB1;MGAT4A;COPG1;CNIH2;FOLR1;COPE;BET1
Deadenylation of mRNA_Homo sapiens_R-HSA-429947	14/23	0.001862359417753651	0.11397639636652343	0	0	2.049825398800852	12.88502020885393	EIF4A2;EIF4A1;EIF4A3;PARN;CNOT10;PAN2;CNOT4;CNOT6;CNOT7;CNOT2;TNKS1BP1;PABPC1;CNOT8;EIF4G1
RNA Polymerase III Transcription Termination_Homo sapiens_R-HSA-73980	14/23	0.001862359417753651	0.10959268881396483	0	0	2.049825398800852	12.88502020885393	SSB;CRCP;NFIA;POLR3B;NFIB;POLR3D;POLR3F;POLR1D;POLR2E;POLR2F;POLR3H;POLR2H;POLR3K;POLR2K
Asymmetric localization of PCP proteins_Homo sapiens_R-HSA-4608870	30/63	0.00201449495431305	0.1141547140777395	0	0	1.6036049038237958	9.954195845092602	PSMD12;PSMD11;PSMD14;PRICKLE1;PSMB10;PSMA7;PSMB6;PSMD9;UBB;PSMB2;PSMB3;PSMD2;PSMD3;UBC;PSMB1;DVL2;PSMF1;RPS27A;FZD2;FZD5;FZD4;FZD7;WNT5A;PSMB8;PSMC5;VANGL2;PSMA2;PSME3;PSME4;PSMC2
Reversal of alkylation damage by DNA dioxygenases_Homo sapiens_R-HSA-73943	5/5	0.0023061881308158107	0.12601670857672106	0	0	3.3675702980299715	20.44842322708137	ALKBH3;ALKBH2;ASCC1;ASCC2;ASCC3
HIV Infection_Homo sapiens_R-HSA-162906	86/222	0.0023163949820221817	0.1222098042239289	0	0	1.3045542595971962	7.915700223218673	ARF1;FEN1;NUP107;CCNT2;GTF2B;AP2A2;PSMD9;PSMD2;PSMD3;RCC1;BANF1;AP1S3;BTRC;KPNA1;NDC1;NCBP1;NCBP2;AP1B1;VPS37C;LIG4;GTF2F1;RANGAP1;RBX1;PACS1;PSMA2;PSME3;NUP50;PSME4;ELMO1;CHMP4C;KPNB1;CHMP5;GTF2A1;POM121;PSMD12;CTDP1;PSMD11;PSMD14;RNMT;CXCR4;AAAS;GTF2E1;PSMA7;PSMB10;PSMB6;PSMB2;UBB;POLR2A;NUP85;PSMB3;POLR2B;PSMB1;UBC;POLR2E;ATP6V1H;POLR2F;NUP88;NUP43;POLR2G;FYN;PSMF1;POLR2H;TAF9B;RPS27A;PAK2;POLR2K;RANBP1;XRCC6;NPM1;RNGTT;NUP155;TAF12;VTA1;AP2B1;PSMB8;PSMC5;PSMC2;CHMP2B;ERCC2;NMT1;NUP35;TAF5;NUPL2;MNAT1;RAN;TAF2
Ephrin signaling_Homo sapiens_R-HSA-3928664	12/19	0.002552719573774401	0.13018869826249443	0	0	2.126886504018929	12.698780029100794	EPHB6;EFNB2;EFNB1;EFNB3;NCK2;FYN;EPHB2;ARHGEF7;PAK2;MYL12A;GIT1;EPHB3
N-glycan trimming in the ER and Calnexin/Calreticulin cycle_Homo sapiens_R-HSA-532668	11/17	0.0029459559750238925	0.1453971819931147	0	0	2.179016075195864	12.697828106416837	PDIA3;EDEM3;GANAB;PRKCSH;EDEM1;SEL1L;CANX;SYVN1;DERL2;CALR;UGGT1
Regulation of mRNA stability by proteins that bind AU-rich elements_Homo sapiens_R-HSA-450531	38/86	0.003026644549837013	0.1447114425390822	0	0	1.4879961781992896	8.63082524779757	PSMD12;PSMD11;PSMD14;ANP32A;PARN;HSPB1;PSMB10;PSMA7;PSMB6;PSMD9;EXOSC4;UBB;PSMB2;PSMB3;PSMD2;EXOSC9;PSMD3;UBC;PSMB1;PSMF1;RPS27A;EXOSC1;HSPA8;PRKCD;TNFSF13;MAPK14;YWHAZ;PSMB8;MAPK11;PSMC5;PSMA2;PSME3;PSME4;PSMC2;PABPC1;DCP2;HSPA1A;EIF4G1
