	NGenes	Direction	PValue	FDR
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	11	Down	1.81151101244814e-07	1.65890381363502e-05
ELVIDGE_HYPOXIA_BY_DMOG_UP	118	Up	1.82248938564318e-07	1.65890381363502e-05
PUJANA_CHEK2_PCC_NETWORK	739	Down	1.85696737448911e-07	1.65890381363502e-05
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	83	Down	1.88432490400276e-07	1.65890381363502e-05
MENSSEN_MYC_TARGETS	53	Down	2.15883154156828e-07	1.86601548156647e-05
MORI_PLASMA_CELL_UP	46	Up	2.20918979302894e-07	1.87544433501064e-05
PENG_RAPAMYCIN_RESPONSE_DN	232	Down	2.73065293277205e-07	2.27746035831549e-05
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	18	Up	2.79969637047631e-07	2.29478561124903e-05
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	48	Down	2.9559256390888e-07	2.38177465902172e-05
SINGH_NFE2L2_TARGETS	14	Up	3.11035975773663e-07	2.46444171471332e-05
CUI_GLUCOSE_DEPRIVATION	50	Up	4.58296617330565e-07	3.57170839145821e-05
FEVR_CTNNB1_TARGETS_DN	507	Down	4.68491533779731e-07	3.592272179982e-05
REACTOME_METABOLISM_OF_NON_CODING_RNA	47	Down	5.17776362285767e-07	3.90715686715323e-05
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP	25	Up	6.09714264063533e-07	4.52903376774693e-05
PID_MYC_ACTIV_PATHWAY	77	Down	7.39548606303222e-07	5.4089447297931e-05
ONDER_CDH1_TARGETS_1_UP	116	Up	9.01663199795357e-07	6.43833952944851e-05
PENG_LEUCINE_DEPRIVATION_DN	180	Down	9.07380623628628e-07	6.43833952944851e-05
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	808	Down	1.08072594065328e-06	7.55554576744958e-05
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	155	Down	1.18411687254985e-06	8.15839364072754e-05
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	53	Down	1.35409260421024e-06	9.11581884215709e-05
ZHENG_RESPONSE_TO_ARSENITE_UP	12	Up	1.36142856077651e-06	9.11581884215709e-05
BURTON_ADIPOGENESIS_4	43	Down	1.46474702654866e-06	9.67139911696156e-05
BASSO_B_LYMPHOCYTE_NETWORK	134	Down	1.59923872376238e-06	0.000104147683462553
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	11	Up	1.96899569106021e-06	0.000126494669125679
ONDER_CDH1_TARGETS_3_UP	14	Up	2.01392643083012e-06	0.000127656083362219
IRITANI_MAD1_TARGETS_DN	47	Down	2.12656103490475e-06	0.000133021988946542
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_DN	99	Down	2.2174010229578e-06	0.000136902915105732
BAKKER_FOXO3_TARGETS_UP	55	Up	2.32417673680999e-06	0.000141655592394804
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	267	Down	2.40159690037037e-06	0.000144521413472921
ZHANG_RESPONSE_TO_CANTHARIDIN_DN	65	Down	2.53879764192131e-06	0.000150868049871174
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP	17	Up	2.63674524259302e-06	0.000154754159052928
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	25	Down	2.95917796212395e-06	0.000171560146730942
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	63	Up	3.07830004390315e-06	0.000174909490924591
BHATTACHARYA_EMBRYONIC_STEM_CELL	78	Down	3.09053370586152e-06	0.000174909490924591
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	771	Up	3.13316765481538e-06	0.000175236223894027
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_UP	179	Down	3.25354371114338e-06	0.000179852869799717
YANG_MUC2_TARGETS_DUODENUM_3MO_DN	15	Up	3.49201275290832e-06	0.000190816421003749
GROSS_ELK3_TARGETS_DN	27	Up	3.77315151492954e-06	0.000203835935249716
YANG_MUC2_TARGETS_DUODENUM_6MO_DN	13	Up	3.92617544285969e-06	0.000207617479122156
ONGUSAHA_TP53_TARGETS	33	Up	3.93049497707069e-06	0.000207617479122156
SEMENZA_HIF1_TARGETS	33	Up	4.16359033825371e-06	0.000217513279868771
BILD_MYC_ONCOGENIC_SIGNATURE	187	Down	4.31695791310381e-06	0.000223074107814082
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	651	Up	4.44212901641902e-06	0.000227073992946839
NABA_COLLAGENS	27	Down	4.84195357361547e-06	0.000244879226478383
WANG_TUMOR_INVASIVENESS_UP	346	Down	5.10887051325242e-06	0.000255658636000021
ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS	6	Up	5.53699129081636e-06	0.000268423152084957
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	43	Up	5.56182837564851e-06	0.000268423152084957
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	79	Down	5.56529744523077e-06	0.000268423152084957
LIN_APC_TARGETS	70	Down	5.63311314450601e-06	0.000268423152084957
KIM_WT1_TARGETS_12HR_DN	193	Down	5.64625898369703e-06	0.000268423152084957
FU_INTERACT_WITH_ALKBH8	13	Down	6.10352502381571e-06	0.000286477247427755
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	24	Up	6.14654590610665e-06	0.000286477247427755
PUJANA_BRCA1_PCC_NETWORK	1446	Down	6.80927015976045e-06	0.000314284178053409
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	20	Down	7.68218134177982e-06	0.000351164327873281
CHEN_HOXA5_TARGETS_9HR_DN	37	Down	8.24161545594272e-06	0.000373148951214778
SASSON_FSH_RESPONSE	9	Up	8.3547192166901e-06	0.000374701275057969
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN	290	Down	8.56145300173767e-06	0.00038038455673141
BURTON_ADIPOGENESIS_PEAK_AT_24HR	38	Down	8.70893173433005e-06	0.000383354272824121
REACTOME_COLLAGEN_FORMATION	42	Down	8.8837450894983e-06	0.00038746168949977
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	23	Down	9.03767211346692e-06	0.000389698192425509
BIOCARTA_RANMS_PATHWAY	10	Down	9.09896915423465e-06	0.000389698192425509
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2	72	Down	9.26799078483831e-06	0.000393393108849298
SIMBULAN_PARP1_TARGETS_DN	17	Down	9.49769228004289e-06	0.000399575478755079
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	33	Down	9.63779828686087e-06	0.000401913096980145
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	68	Down	1.03267511605943e-05	0.00042689891319535
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	54	Down	1.0750765784052e-05	0.000440596039115374
ZHANG_TLX_TARGETS_60HR_DN	267	Down	1.12421053029407e-05	0.000456794603505814
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	208	Up	1.15884803704907e-05	0.000465539427102035
WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC	17	Up	1.16531745530379e-05	0.000465539427102035
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	42	Down	1.30941756136388e-05	0.000518747590560325
TSENG_IRS1_TARGETS_UP	104	Down	1.41652512450664e-05	0.000556542185281368
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	39	Up	1.46445871161003e-05	0.000570658747130663
SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE	60	Up	1.47721537175681e-05	0.000570949746124542
MATTIOLI_MGUS_VS_PCL	91	Down	1.59245207653305e-05	0.000610525578374043
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	113	Down	1.61984100998745e-05	0.000616057932918427
BIOCARTA_GLYCOLYSIS_PATHWAY	8	Up	1.66230188643784e-05	0.000627189140327421
BROWN_MYELOID_CELL_DEVELOPMENT_DN	104	Down	1.69513456308541e-05	0.000634540922276224
AMUNDSON_GAMMA_RADIATION_RESPONSE	39	Down	1.8592576650749e-05	0.000690539917169223
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	10	Down	1.96742038836492e-05	0.000725047792735412
MODY_HIPPOCAMPUS_PRENATAL	40	Down	1.98677465661238e-05	0.000726489193461602
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	147	Down	2.00189491677471e-05	0.000726489193461602
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN	126	Up	2.12034239051649e-05	0.000763534694309307
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	31	Down	2.13609832442444e-05	0.000763534694309307
HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP	60	Down	2.17044624139868e-05	0.000770022494896217
AMIT_EGF_RESPONSE_480_HELA	151	Down	2.21765801637082e-05	0.000780944163690879
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	33	Up	2.33097210137497e-05	0.000810620576602279
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	58	Up	2.33603321402003e-05	0.000810620576602279
LY_AGING_OLD_DN	54	Down	2.36640767989655e-05	0.000815210297842622
KOBAYASHI_EGFR_SIGNALING_24HR_UP	86	Up	2.48497503288919e-05	0.000849897216284549
GRADE_COLON_AND_RECTAL_CANCER_UP	273	Down	2.61940518412691e-05	0.000889475160381382
ELVIDGE_HIF1A_TARGETS_DN	82	Up	2.67407673134457e-05	0.000901600055376745
FUNG_IL2_SIGNALING_1	9	Down	2.71889055144377e-05	0.00091025392123688
TIEN_INTESTINE_PROBIOTICS_24HR_DN	196	Up	3.02212262287122e-05	0.00100469726916991
LEE_LIVER_CANCER_SURVIVAL_DN	164	Down	3.27895700514258e-05	0.00108251122239221
XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN	15	Down	3.4623757750183e-05	0.00113518168513359
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	67	Up	3.49584758200791e-05	0.00113830543868942
STANHILL_HRAS_TRANSFROMATION_UP	7	Up	3.53746081591825e-05	0.00114401964073982
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_11	98	Down	3.6466404883699e-05	0.00117136005957503
WEI_MYCN_TARGETS_WITH_E_BOX	734	Down	4.36688190010371e-05	0.00139329909752302
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	46	Up	4.84601654598377e-05	0.00152579917826631
LUI_TARGETS_OF_PAX8_PPARG_FUSION	33	Down	4.8665122070196e-05	0.00152579917826631
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	153	Down	4.87844920270255e-05	0.00152579917826631
GARY_CD5_TARGETS_DN	402	Down	4.94185222406231e-05	0.0015355271551106
CROONQUIST_IL6_DEPRIVATION_DN	95	Down	5.02848620928907e-05	0.00155230022330911
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	56	Down	5.5524346405395e-05	0.00170298543749192
HSIAO_HOUSEKEEPING_GENES	378	Down	5.62071059654147e-05	0.00171287552409988
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	16	Down	5.83409661684737e-05	0.00176657931952181
GROSS_HYPOXIA_VIA_ELK3_UP	203	Down	5.96022645788719e-05	0.00179334915068327
GROSS_HYPOXIA_VIA_HIF1A_ONLY	7	Up	6.48360627899027e-05	0.00193855750002011
PAL_PRMT5_TARGETS_UP	198	Down	6.58856785599932e-05	0.0019576282242138
FERRANDO_HOX11_NEIGHBORS	17	Down	6.72956338957706e-05	0.00197372957524836
SASSON_RESPONSE_TO_FORSKOLIN_DN	77	Down	6.74216308208606e-05	0.00197372957524836
PRAMOONJAGO_SOX4_TARGETS_UP	50	Up	6.76731007079266e-05	0.00197372957524836
SANA_RESPONSE_TO_IFNG_DN	81	Down	6.90526719598001e-05	0.0020016853810786
MORI_IMMATURE_B_LYMPHOCYTE_DN	87	Down	6.99462343362376e-05	0.00201529938202711
REACTOME_MRNA_3_END_PROCESSING	34	Down	7.19570074009475e-05	0.00206074465773557
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_7	73	Down	7.33096305806207e-05	0.00208691008251659
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP	371	Down	7.41413469146017e-05	0.00209735822953896
LE_EGR2_TARGETS_UP	100	Down	7.45590115254699e-05	0.00209735822953896
REACTOME_UNFOLDED_PROTEIN_RESPONSE	71	Up	7.62564337771014e-05	0.00213248874221376
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN	97	Up	8.03462597274131e-05	0.00223371999265568
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN	22	Down	8.33088215701919e-05	0.002302617079911
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN	47	Down	8.58931352473179e-05	0.00236032349691185
KOBAYASHI_EGFR_SIGNALING_24HR_DN	246	Down	8.72847390723879e-05	0.0023847795951157
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP	49	Down	8.89540284806061e-05	0.00241649972226744
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	59	Down	9.14180269626744e-05	0.00245251561177576
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	69	Down	9.14332546226803e-05	0.00245251561177576
YUAN_ZNF143_PARTNERS	20	Down	9.18274671636698e-05	0.00245251561177576
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	32	Down	9.36036070553846e-05	0.00248598630134804
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	43	Down	9.47614262932267e-05	0.00250275455887778
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	27	Down	9.68491509694116e-05	0.00254270843367112
FRIDMAN_SENESCENCE_DN	10	Down	9.7343907220897e-05	0.00254270843367112
RAMALHO_STEMNESS_UP	203	Down	9.99666562860891e-05	0.00259694799991294
OXFORD_RALA_OR_RALB_TARGETS_UP	47	Down	0.000102085949527163	0.00263759023941376
MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	12	Down	0.000103920288857173	0.00267047055798378
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP	256	Down	0.000107033351179269	0.00273551724851422
PID_INTEGRIN1_PATHWAY	54	Down	0.000107774622761784	0.00273551724851422
GRADE_COLON_CANCER_UP	765	Down	0.000108297819174825	0.00273551724851422
MARZEC_IL2_SIGNALING_DN	29	Up	0.000108753209922	0.00273551724851422
VECCHI_GASTRIC_CANCER_EARLY_UP	355	Down	0.000110620832665481	0.00275504323210771
KIM_MYC_AMPLIFICATION_TARGETS_UP	160	Down	0.000111061273747016	0.00275504323210771
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	52	Up	0.000111436993069745	0.00275504323210771
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION	32	Up	0.000111847569162135	0.00275504323210771
LABBE_WNT3A_TARGETS_UP	95	Down	0.00011424749966888	0.00279965264652504
FAELT_B_CLL_WITH_VH3_21_UP	43	Down	0.000114925044553909	0.00280181365030402
LUI_THYROID_CANCER_CLUSTER_3	27	Down	0.000117631529600477	0.00285316475367688
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP	106	Down	0.000118382967097533	0.0028568153582826
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	16	Down	0.000132687904334435	0.0031858499858884
REACTOME_DIABETES_PATHWAYS	107	Up	0.000140037492787671	0.00334541829503813
MORI_PRE_BI_LYMPHOCYTE_UP	72	Down	0.000143154465501367	0.00340278164496748
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN	30	Down	0.000156194205952031	0.00369426495072615
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	27	Down	0.000161359707908297	0.00379754480889131
PID_SYNDECAN_1_PATHWAY	37	Down	0.00016280348282271	0.00381264905093184
MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA	13	Down	0.000165387543707386	0.0038489916721632
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	20	Up	0.000165974609338127	0.0038489916721632
KEGG_REGULATION_OF_AUTOPHAGY	18	Up	0.000167210330286901	0.0038588248067181
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	96	Up	0.000168501186530208	0.00386982918243773
REACTOME_HIV_INFECTION	183	Down	0.000169781991506836	0.00388049801742066
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	25	Up	0.000173087295958952	0.00392219853547052
SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM	32	Up	0.000173256561306018	0.00392219853547052
YANG_BREAST_CANCER_ESR1_UP	26	Up	0.000177396426567429	0.00399688441659505
DODD_NASOPHARYNGEAL_CARCINOMA_DN	1238	Down	0.000185315363767528	0.00415560961957938
LOPEZ_TRANSLATION_VIA_FN1_SIGNALING	33	Down	0.000190092936902132	0.00424273155883914
REACTOME_BIOLOGICAL_OXIDATIONS	55	Up	0.000192303594164727	0.00427201535822015
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	31	Up	0.000196936589873509	0.00435458859655192
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN	42	Down	0.000206632330057129	0.00454782452357218
REACTOME_HIV_LIFE_CYCLE	110	Down	0.000213149588047423	0.00466114142214627
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	115	Down	0.000213741865803089	0.00466114142214627
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	57	Down	0.000215219143488069	0.00467192606457662
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	105	Down	0.000218050208125798	0.00471186677013656
RHODES_CANCER_META_SIGNATURE	63	Down	0.000221718434985947	0.00476945447929047
KEGG_PEROXISOME	66	Up	0.000230905916981584	0.00494471499698401
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	92	Up	0.000233661162303908	0.00498127876947434
BOYLAN_MULTIPLE_MYELOMA_C_UP	40	Down	0.000237376203852472	0.0050378860406904
BRUECKNER_TARGETS_OF_MIRLET7A3_DN	66	Down	0.000238453056780779	0.00503824814193699
CUI_TCF21_TARGETS_2_UP	374	Down	0.000242502326856943	0.00510113301715889
MARZEC_IL2_SIGNALING_UP	93	Down	0.000254295771242087	0.00532564800213604
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	77	Down	0.000257149004816016	0.00536178231971639
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN	64	Down	0.000265695386764645	0.00551440453318089
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	104	Down	0.000266788608041987	0.00551440453318089
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	26	Down	0.000275337176503524	0.00566646293115911
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP	121	Up	0.000291989710930894	0.0059832719214029
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	43	Down	0.000297782580879119	0.00607578707939627
ELVIDGE_HYPOXIA_UP	155	Up	0.000310897550235575	0.00631626903341848
IVANOVA_HEMATOPOIESIS_MATURE_CELL	249	Up	0.000314935502284977	0.0063710782036714
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	14	Down	0.000317966808271186	0.00640514494288652
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	47	Down	0.00034065739682881	0.00681901797298
TSAI_DNAJB4_TARGETS_UP	10	Up	0.000341381211099966	0.00681901797298
KEGG_PROTEIN_EXPORT	23	Up	0.00034971423467314	0.00695624046709669
TRACEY_RESISTANCE_TO_IFNA2_DN	29	Up	0.000357621116626827	0.00708387828518306
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP	264	Up	0.000367139769037752	0.00724225087969075
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	35	Up	0.000370586166814491	0.00725391677481709
LY_AGING_PREMATURE_DN	29	Down	0.000372144496531226	0.00725391677481709
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	99	Down	0.000372308728030158	0.00725391677481709
CHO_NR4A1_TARGETS	25	Up	0.000378316964358277	0.00734089325942551
BURTON_ADIPOGENESIS_PEAK_AT_2HR	51	Up	0.000381088089041643	0.00736460477765842
GERY_CEBP_TARGETS	111	Up	0.000389600748852839	0.00749863141719189
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	25	Down	0.000406275217718363	0.00778803381061733
KIM_GLIS2_TARGETS_UP	64	Down	0.000409451264669657	0.00781739482827128
ELVIDGE_HYPOXIA_DN	142	Down	0.00043250176154874	0.0082148036843778
GU_PDEF_TARGETS_UP	63	Down	0.00043372228119033	0.0082148036843778
MAHADEVAN_RESPONSE_TO_MP470_DN	21	Up	0.000435949777432394	0.00822422715045079
YU_MYC_TARGETS_UP	41	Down	0.000452912823435057	0.00851046467434886
ZEILSTRA_CD44_TARGETS_UP	5	Down	0.000468061343385933	0.00876048671833356
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	554	Down	0.000472192420637682	0.00877898903039724
MIZUSHIMA_AUTOPHAGOSOME_FORMATION	19	Up	0.000472743203992784	0.00877898903039724
TIAN_BHLHA15_TARGETS	14	Up	0.000477360379883005	0.00883023831114322
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	47	Down	0.00048104523489748	0.00886391103373109
REACTOME_TRANSCRIPTION	164	Down	0.000484218486327757	0.00888793314286547
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	31	Up	0.00048818687346445	0.00892630921711537
