	NGenes	PropDown	PropUp	Direction	PValue	FDR	PValue.Mixed	FDR.Mixed
MTORC1.substrates.20.	20	0.2	0.55	Up	0.001139988600114	0.0049939500604994	0.000149998500015	0.000693471326156304
Rab.proteins.involved.in.autophagosome.formation.19.	16	0	0.5625	Up	0.00149998500015	0.00632493675063249	0.000169998300017	0.000756242437575624
Autophagy.17.	16	0.0625	0.4375	Up	0.001959980400196	0.00787670694721624	0.013629863701363	0.0206813000363147
Upregulated.upon.TFEB.OE.in.Hela.291.	216	0.208333333333333	0.273148148148148	Up	0.002009979900201	0.00787670694721624	9.99990000099999e-06	7.85706428649999e-05
Early.endosomal.compartment.12.	12	0.0833333333333333	0.416666666666667	Up	0.002189978100219	0.0082878481560012	0.000479995200048	0.00153674933838897
Lysoplex_Suppl_Table1.16.	16	0.0625	0.375	Up	0.002929970700293	0.0106627965978405	0.019949800501995	0.028492572217135
MTORC1.hyp.Upregulated.ALL.492.	308	0.116883116883117	0.331168831168831	Up	0.003009969900301	0.0106627965978405	1.9999800002e-05	0.000183331500018333
transmembrane.transport.channel.19.	17	0	0.588235294117647	Up	0.003819961800382	0.0131139313606864	0.002909970900291	0.00614513085638374
PolyABinding.and.Elongation.46.	44	0.681818181818182	0	Down	0.004259957400426	0.0141831915014183	0.00582994170058299	0.0108600608909165
Old.Lysosomal.biogenesis.13.	13	0	0.230769230769231	Up	0.00745992540074599	0.0241188764582942	0.0841391586084139	0.100595189700277
Mitophagy.34.	31	0.161290322580645	0.290322580645161	Up	0.00774992250077499	0.024341185159577	7.99992000079999e-05	0.000434206184253947
lipid.transport.11.	11	0	0.545454545454545	Up	0.00823991760082399	0.0251622483775162	0.002769972300277	0.00602837108883813
Downregulated.upon.TFEB.OE.in.Hela.7.	4	0	0.5	Up	0.00849991500084999	0.0252551528538769	0.001239987600124	0.00308746912530875
ATG8.Ubiquitin.like.conjugation.systems.14.	11	0	0.636363636363636	Up	0.010919890801092	0.0315957366742122	0.00927990720092799	0.0159412468375316
eEF.mRNAs.6.	6	1	0	Down	0.012819871801282	0.0356621433785662	0.012819871801282	0.020429505849869
receptor.mediated.endocytosis.25.	19	0.315789473684211	0.0526315789473684	Down	0.013439865601344	0.0356621433785662	0.00577994220057799	0.0108600608909165
eIF3.mRNAs.12.	12	0.833333333333333	0	Down	0.013479865201348	0.0356621433785662	0.013729862701373	0.0206813000363147
Microtubule.associated.with.Autophagy.Transport.minus.motors.25.	25	0.16	0.4	Up	0.013989860101399	0.0356621433785662	0.001009989900101	0.00269631450026963
endosome.to.lysosome.transport.10.	9	0	0.222222222222222	Up	0.014039859601404	0.0356621433785662	0.002179978200218	0.00498432515674843
MTORC1.hyp.DOWNregulated.ALL.561.	302	0.301324503311258	0.155629139072848	Down	0.014269857301427	0.0356621433785662	2.9999700003e-05	0.000229164375022916
Lysosome.ON.IN.99.	83	0.144578313253012	0.253012048192771	Up	0.014619853801462	0.0357251983035725	0.000969990300096999	0.00265372346276537
lysosomal.transport.7.	7	0	0.571428571428571	Up	0.015269847301527	0.0357730465248539	0.013489865101349	0.0206813000363147
eIF2.mRNAs.10.	9	0.444444444444444	0	Down	0.015289847101529	0.0357730465248539	0.0781692183078169	0.0962490375096249
eIF5.mRNAs.3.	3	0.333333333333333	0	Down	0.016379836201638	0.037006772789415	0.139678603213968	0.152119765931054
All.Lysosomal.genes.241.	200	0.12	0.3	Up	0.016489835101649	0.037006772789415	0.001089989100109	0.00277555363981244
vesicle.mediated.transport.16.	15	0.0666666666666667	0.266666666666667	Up	0.02269977300227	0.0499285007149929	0.00549994500054999	0.0107200682379141
endosomal.transport.29.	26	0.153846153846154	0.346153846153846	Up	0.024639753602464	0.0531337823876663	0.011659883401166	0.0188534879357089
deathPathway.33.	29	0.137931034482759	0.310344827586207	Up	0.026219737802622	0.0554542531497762	0.00555994440055599	0.0107200682379141
Beclin1.complex.and.interacting.proteins.18.	15	0.266666666666667	0.466666666666667	Up	0.027539724602754	0.0571475417321298	0.00975990240097599	0.0164915017516492
regulation.of.ARF.GTPase.activity.15.	13	0.384615384615385	0.153846153846154	Down	0.029919700802992	0.0609373535894271	0.00269997300027	0.00602837108883813
All.MTOR.AKT.cascade.genes.150.	136	0.198529411764706	0.257352941176471	Up	0.044319556804432	0.0886291137088629	0.004819951800482	0.00962990370096299
Docking.and.fusion.13.	11	0.0909090909090909	0.272727272727273	Up	0.04519954800452	0.0887750051070918	0.044289557104429	0.0566430382207806
lipid.catabolic.process.17.	9	0.333333333333333	0.444444444444444	Up	0.047229527704723	0.0911350535617451	0.00856991430085699	0.0149546123586383
RAB.effectors.90.	74	0.148648648648649	0.364864864864865	Up	0.048109518904811	0.0912327083625716	0.000309996900031	0.00119820230369125
All.lipid.genes.37.	28	0.25	0.428571428571429	Up	0.0542694573054269	0.101006489935101	5.99994000059999e-05	0.000355878794153235
X14.3.3.7.	7	0.142857142857143	0	Down	0.0550994490055099	0.101006489935101	0.0796292037079629	0.0962490375096249
MAPK.family.12.	11	0.181818181818182	0.181818181818182	Up	0.0562294377056229	0.101388330378991	0.015169848301517	0.021949122614037
All.PI3K.genes.44.	35	0.0857142857142857	0.371428571428571	Up	0.0641793582064179	0.113857732390418	0.023089769102309	0.0325554436763325
Lysosomal.membrane.9.	8	0.25	0.5	Up	0.0727692723072769	0.127048729512705	0.000439995600044	0.001449985500145
All.Endo.Exosomal.genes.137.	121	0.214876033057851	0.15702479338843	Down	0.0815091849081509	0.140085317896821	0.013429865701343	0.0206813000363147
endocytosis.60.	56	0.232142857142857	0.125	Down	0.0841491585084149	0.142397806791163	0.029719702802972	0.0398611867539861
PI3K.complex.12.	10	0	0.5	Up	0.0895691043089569	0.149273507264927	0.0952490475095249	0.111455800335614
regulation.of.exocytosis.6.	4	0	0.25	Up	0.0976090239097609	0.160245412471248	0.142358576414236	0.153518562853587
Thoreen.mTOR.Targets.Unique.166.	161	0.496894409937888	0.0062111801242236	Down	0.106648933510665	0.172512245465781	0.101838981610184	0.117913031396002
Heat.Shock.Proteins.14.	14	0.285714285714286	0.428571428571429	Up	0.11479885201148	0.183004691692214	9.99990000099999e-06	7.85706428649999e-05
vacuolar.proton.transporting.V.type.ATPase.complex.26.	19	0	0.263157894736842	Up	0.128788712112879	0.201429675844087	0.115968840311597	0.131505385977068
mTOR.s.transcriptional.factor.11.	11	0.181818181818182	0.454545454545455	Up	0.130018699813002	0.201429675844087	8.99991000089999e-05	0.000445233642901666
Known.TOP.mRNAs.66.	64	0.5625	0	Down	0.134328656713433	0.205216697833022	0.136628633713663	0.150285997140029
Transcriptional.factors.104.	86	0.27906976744186	0.302325581395349	Up	0.155138448615514	0.231332146137998	0.000429995700043	0.001449985500145
Rceptors.and.ligands.63.	44	0.340909090909091	0.181818181818182	Down	0.155628443715563	0.231332146137998	2.9999700003e-05	0.000229164375022916
X.retrograde.transport..endosome.to.Golgi..8.	6	0.333333333333333	0.5	Up	0.159928400715993	0.234554321123455	0.00650993490065099	0.0117302105667468
AMPK.complex.8.	7	0.285714285714286	0.285714285714286	Down	0.171018289817102	0.247519235333962	0.011139888601114	0.0182811604719774
ATG12.Ubiquitin.like.conjugation.systems.6.	6	0.166666666666667	0.333333333333333	Up	0.197468025319747	0.282090036242495	0.01449985500145	0.0212591207421259
other.proteins.involved.in.autophagy.65.	56	0.196428571428571	0.267857142857143	Up	0.208067919320807	0.286907249975119	4.99995000049999e-05	0.000329996700033
eIF1.mRNAs.3.	2	0	0	Up	0.210987890121099	0.286907249975119	0.451045489545105	0.455178475738178
Lysosomal.Catabolic.enzymes.38.	33	0.181818181818182	0.363636363636364	Up	0.211847881521185	0.286907249975119	4.99995000049999e-05	0.000329996700033
Canonical.Lysosomal.Genes.98.	81	0.160493827160494	0.320987654320988	Up	0.21189788102119	0.286907249975119	0.000389996100039	0.00141165255014117
Ribosomal.protein.mRNAs.50.	48	0.479166666666667	0	Down	0.216517834821652	0.286907249975119	0.216867831321687	0.229374148566207
exocytosis.6.	5	0.2	0.4	Up	0.217877821221788	0.286907249975119	0.029429705702943	0.0398611867539861
X.Late.endosome..Lysosomes..lyso.related.organelles..10.	7	0.142857142857143	0.571428571428571	Up	0.21909780902191	0.286907249975119	0.00989990100098999	0.0164915017516492
PKs.complex.13.	9	0.333333333333333	0.111111111111111	Down	0.227347726522735	0.294208234388244	0.114908850911491	0.131505385977068
post.Golgi.vesicle.mediated.transport.14.	11	0	0.272727272727273	Up	0.230857691423086	0.295276698395807	0.314046859531405	0.319857449573652
Mitochondrial.ribosomal.protein.mRNAs.64.	63	0.365079365079365	0.0158730158730159	Down	0.261467385326147	0.327265477345227	0.19999800002	0.21358475735631
Lysosomal.proteolysis.23.	15	0.266666666666667	0	Down	0.261817381826182	0.327265477345227	0.245257547424526	0.256931240211407
intracellular.trafficking.7.	7	0	0.428571428571429	Up	0.264927350726493	0.327432118937238	0.136248637513625	0.150285997140029
NfKb.pathway.23.	21	0.19047619047619	0.238095238095238	Up	0.275527244727553	0.336749410283675	0.045619543804562	0.0576735611954225
TFs.involved.in.mitophagy.10.	8	0.125	0.375	Up	0.299157008429916	0.361612317942755	0.023829761702383	0.033020294797052
Positive.regulator.of.Autophagy.43.	36	0.166666666666667	0.277777777777778	Up	0.330556694433056	0.393813803797446	0.00049999500005	0.001555698728727
Lysosomal.genes.containing.CLEAR.motif.68.	57	0.192982456140351	0.315789473684211	Up	0.332956670433296	0.393813803797446	0.000679993200067999	0.00195392782914276
Lysosomal.hydrolases.and.accessory.proteins.23.	23	0.260869565217391	0.0869565217391304	Down	0.346366536334637	0.405316691513936	0.031549684503155	0.0408225329511411
alkPathway.37.	26	0.384615384615385	0.230769230769231	Down	0.383106168938311	0.443590827249622	0.001059989400106	0.00276306760741916
TFEB.targets..MB..479.	411	0.221411192214112	0.248175182481752	Up	0.400755992440076	0.456705226762165	0.001359986400136	0.00331218910033122
Fission.and.Fusion.10.	8	0.125	0.25	Up	0.402735972640274	0.456705226762165	0.0940490595094049	0.111234909156285
Lysosomal.acidification.14.	12	0	0.166666666666667	Up	0.408565914340857	0.458156529545816	0.290947090529095	0.299099345455144
lysosome.organization.10.	10	0.1	0.3	Up	0.412345876541235	0.458156529545816	0.031069689303107	0.0406799503433537
Mitochondrial.Trascriptional.factors.21.	19	0.315789473684211	0.421052631578947	Up	0.421545784542155	0.46369486305137	0.000119998800012	0.000574994250057499
RAS.family.5.	5	0	0	Down	0.478365216347837	0.520986374294673	0.592884071159288	0.592884071159288
MTOR1.2.complex.10.	10	0.4	0.3	Up	0.597174028259717	0.644005814843812	0.030579694203058	0.0405206791305581
BCL.2.family.14.	11	0.363636363636364	0.181818181818182	Down	0.607413925860741	0.648689144176519	0.000529994700053	0.00160415062516041
Negative.Regulator.of.Autophagy.23.	19	0.210526315789474	0.105263157894737	Down	0.732132678673213	0.774365814034167	0.024019759802402	0.033020294797052
aktPathway.19.	13	0.153846153846154	0.230769230769231	Down	0.86940130598694	0.910796130133937	0.125628743712563	0.141006242998794
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	0	0.1	Up	0.920030799692003	0.947362956276979	0.276967230327697	0.287413635297609
regulation.of.endocytosis.13.	13	0.153846153846154	0.153846153846154	Down	0.921530784692153	0.947362956276979	0.0742492575074249	0.0928053219467805
mTOR.substrates.10.	9	0.222222222222222	0.111111111111111	Up	0.969520304796952	0.979665203347967	0.0793092069079309	0.0962490375096249
intracellular.protein.trafficking.16.	13	0.307692307692308	0.230769230769231	Down	0.972680273197268	0.979665203347967	0.001819981800182	0.00424782986212691
Curated.Lysosomal.Biogenesis.26.	23	0.260869565217391	0.217391304347826	Up	0.979670203297967	0.979670203297967	0.000559994400055999	0.001649983500165
