	NGenes	Direction	PValue	FDR
PID_RAS_PATHWAY	33	Down	0.00307570087844869	0.171159602548666
YU_MYC_TARGETS_UP	50	Down	0.00307971342435153	0.171159602548666
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_UP	7	Up	0.00318736447930859	0.175082672095974
ZIRN_TRETINOIN_RESPONSE_UP	23	Up	0.00328159843947709	0.178187023311377
ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN	54	Down	0.00336011398448993	0.180192755862843
SCHRAETS_MLL_TARGETS_UP	65	Up	0.00348252906485535	0.180192755862843
REICHERT_MITOSIS_LIN9_TARGETS	34	Down	0.00348512377995812	0.180192755862843
NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON	138	Up	0.00351008186294504	0.180192755862843
ELVIDGE_HIF1A_TARGETS_UP	93	Up	0.00351601222676248	0.180192755862843
BIOCARTA_GCR_PATHWAY	28	Down	0.00354740184065293	0.180192755862843
SA_PTEN_PATHWAY	20	Down	0.00359908026478035	0.180872927349174
PID_VEGFR1_PATHWAY	40	Down	0.0037320325718254	0.183745203514513
BIOCARTA_SPPA_PATHWAY	33	Down	0.00374029196069844	0.183745203514513
KEGG_CHRONIC_MYELOID_LEUKEMIA	82	Down	0.00378570862459391	0.183745203514513
BIOCARTA_PTEN_PATHWAY	23	Down	0.00381181836249413	0.183745203514513
MARKEY_RB1_CHRONIC_LOF_DN	130	Up	0.00392752186335944	0.187405305644578
GOLDRATH_ANTIGEN_RESPONSE	447	Down	0.00398860432480083	0.187405305644578
BIOCARTA_FCER1_PATHWAY	50	Down	0.00406039869532772	0.187405305644578
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	392	Down	0.00411940997682393	0.187405305644578
KEGG_PHENYLALANINE_METABOLISM	18	Up	0.00412537952733514	0.187405305644578
FARMER_BREAST_CANCER_CLUSTER_2	36	Down	0.00422871388814319	0.187405305644578
MORI_IMMATURE_B_LYMPHOCYTE_DN	134	Down	0.00423423069078432	0.187405305644578
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	14	Down	0.00423431066886254	0.187405305644578
BURTON_ADIPOGENESIS_7	73	Down	0.00424478571210201	0.187405305644578
LI_CISPLATIN_RESISTANCE_UP	53	Up	0.00440158014533068	0.192528375986501
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	123	Up	0.00478426007234498	0.20630514181446
BIOCARTA_NGF_PATHWAY	30	Down	0.00483745954068225	0.20630514181446
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	24	Up	0.0049275586299068	0.20630514181446
MALIK_REPRESSED_BY_ESTROGEN	10	Up	0.00495725163637217	0.20630514181446
BURTON_ADIPOGENESIS_PEAK_AT_24HR	47	Down	0.00495739616767	0.20630514181446
MORI_PRE_BI_LYMPHOCYTE_UP	112	Down	0.00497857454844377	0.20630514181446
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_RUNX1	13	Up	0.00508816683182974	0.207414594113328
PID_INSULIN_GLUCOSE_PATHWAY	34	Down	0.00509912063841233	0.207414594113328
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	120	Down	0.00513706763574501	0.207414594113328
MEISSNER_BRAIN_HCP_WITH_H3K27ME3	162	Up	0.00528882079800025	0.211732113980959
WOTTON_RUNX_TARGETS_DN	42	Down	0.00540807336083642	0.211913027566155
GREENBAUM_E2A_TARGETS_UP	54	Down	0.00541267479010407	0.211913027566155
BIOCARTA_ERK5_PATHWAY	27	Down	0.00542791624375631	0.211913027566155
BIOCARTA_CACAM_PATHWAY	14	Down	0.00566151741504551	0.219221379251434
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	74	Down	0.00578931236267833	0.222347248790995
ODONNELL_TFRC_TARGETS_DN	146	Down	0.00591452814521039	0.225324443209467
MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	54	Up	0.00602476595762443	0.225705854183619
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	72	Up	0.0060649923520113	0.225705854183619
LEE_EARLY_T_LYMPHOCYTE_UP	134	Down	0.00606787541941567	0.225705854183619
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	14	Down	0.00618839721914301	0.228390534868997
HALMOS_CEBPA_TARGETS_UP	72	Up	0.00631418043085408	0.231226266320579
REACTOME_DARPP_32_EVENTS	30	Down	0.00648300006334401	0.233904569227326
BIOCARTA_HDAC_PATHWAY	34	Down	0.00650733296444958	0.233904569227326
WEINMANN_ADAPTATION_TO_HYPOXIA_DN	59	Up	0.00653586010542063	0.233904569227326
BIOCARTA_HCMV_PATHWAY	25	Down	0.006700665790086	0.236836944037828
KEGG_VIBRIO_CHOLERAE_INFECTION	59	Up	0.00671806742190281	0.236836944037828
PHONG_TNF_TARGETS_DN	8	Up	0.00678037791907695	0.23726300214607
WHITEFORD_PEDIATRIC_CANCER_MARKERS	172	Down	0.00688745480269039	0.237711068866359
MIKKELSEN_PARTIALLY_REPROGRAMMED_TO_PLURIPOTENCY	10	Down	0.00689382227660695	0.237711068866359
KONG_E2F3_TARGETS	113	Down	0.00702372835174447	0.238625168809683
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	5	Down	0.00705641457786067	0.238625168809683
BIOCARTA_LONGEVITY_PATHWAY	21	Down	0.00707187206463922	0.238625168809683
NIKOLSKY_BREAST_CANCER_7Q21_Q22_AMPLICON	102	Up	0.00719915697639156	0.239927195554829
CALVET_IRINOTECAN_SENSITIVE_VS_RESISTANT_DN	6	Up	0.00725781091699274	0.239927195554829
JEON_SMAD6_TARGETS_UP	25	Up	0.00727490040783196	0.239927195554829
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN	28	Down	0.00731361476712433	0.239927195554829
MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS	21	Up	0.00774910993122283	0.251269339626253
OSADA_ASCL1_TARGETS_UP	47	Up	0.00778139115514011	0.251269339626253
NABA_ECM_GLYCOPROTEINS	135	Up	0.00785048756328416	0.251269339626253
PYEON_HPV_POSITIVE_TUMORS_UP	120	Down	0.00787211309582673	0.251269339626253
SA_REG_CASCADE_OF_CYCLIN_EXPR	14	Down	0.00806760072432673	0.254208975777693
PIEPOLI_LGI1_TARGETS_UP	22	Up	0.00807183453993522	0.254208975777693
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	10	Up	0.00816864465045953	0.255554154495171
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP	14	Down	0.0082687522446829	0.256984115815013
KEGG_NON_SMALL_CELL_LUNG_CANCER	55	Down	0.00837618728715541	0.257745264734925
ZHU_CMV_8_HR_UP	71	Down	0.00840236468441543	0.257745264734925
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_DN	11	Down	0.0085613135888286	0.260438314126597
LE_NEURONAL_DIFFERENTIATION_DN	23	Down	0.00860224284409735	0.260438314126597
BIOCARTA_TFF_PATHWAY	33	Down	0.0087429121436605	0.260438314126597
BIOCARTA_SHH_PATHWAY	19	Down	0.00880269355533532	0.260438314126597
CHEN_ETV5_TARGETS_TESTIS	28	Down	0.00881305228095216	0.260438314126597
KEGG_GLIOMA	62	Down	0.00882094205339871	0.260438314126597
BIOCARTA_RAS_PATHWAY	41	Down	0.00906195289485149	0.262618443834734
ONDER_CDH1_TARGETS_2_DN	539	Up	0.00911693281073347	0.262618443834734
REN_BOUND_BY_E2F	74	Down	0.00912027113412131	0.262618443834734
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	4	Down	0.00912894379512074	0.262618443834734
PID_IL2_STAT5_PATHWAY	34	Down	0.00917274412208532	0.262618443834734
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	23	Up	0.0095129591169607	0.269545358574639
KANG_DOXORUBICIN_RESISTANCE_UP	67	Down	0.00962182896111107	0.269545358574639
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	51	Down	0.00963571125389703	0.269545358574639
WENG_POR_TARGETS_LIVER_UP	42	Down	0.00964292243842377	0.269545358574639
SMIRNOV_RESPONSE_TO_IR_6HR_DN	139	Down	0.00975201052895107	0.269918101261611
REACTOME_MITOTIC_G2_G2_M_PHASES	115	Down	0.00977053245464342	0.269918101261611
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP	28	Down	0.0102153043239002	0.277962072169211
KENNY_CTNNB1_TARGETS_UP	62	Down	0.0102350077074934	0.277962072169211
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	29	Down	0.0102382304312961	0.277962072169211
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	47	Up	0.0106567366918531	0.287670995041795
FUNG_IL2_SIGNALING_1	10	Up	0.0107323381871348	0.288065713613778
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	707	Down	0.0109605266727633	0.290507947383193
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN	19	Down	0.0110244195859502	0.290507947383193
PID_TXA2PATHWAY	70	Down	0.0111476414653068	0.290507947383193
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	94	Down	0.011150782146518	0.290507947383193
PID_PRL_SIGNALING_EVENTS_PATHWAY	33	Down	0.0111627053395336	0.290507947383193
BIOCARTA_ETS_PATHWAY	28	Down	0.0111923044927479	0.290507947383193
XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP	49	Down	0.011289976076724	0.291070246605119
TSUTSUMI_FBXW8_TARGETS	10	Up	0.0113371984283112	0.291070246605119
NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON	393	Up	0.0114728253190718	0.291835322759682
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	43	Up	0.0114905525049325	0.291835322759682
DELACROIX_RAR_TARGETS_DN	33	Down	0.0116566588928401	0.294470890961372
BIOCARTA_INSULIN_PATHWAY	37	Down	0.0117465844372646	0.295164174902329
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_3	21	Up	0.0118092663415562	0.295169175648209
REACTOME_REGULATION_OF_KIT_SIGNALING	21	Down	0.0119425746940433	0.295766043286229
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	99	Down	0.0119583645782536	0.295766043286229
REACTOME_SIGNALLING_TO_RAS	33	Down	0.0121263805659889	0.298359488509019
VERNELL_RETINOBLASTOMA_PATHWAY_UP	81	Down	0.0123877984857028	0.298491225383753
FERRARI_RESPONSE_TO_FENRETINIDE_UP	33	Up	0.0124045916468587	0.298491225383753
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	21	Down	0.0124706103259961	0.298491225383753
BIOCARTA_EDG1_PATHWAY	41	Down	0.0126584496507668	0.298491225383753
REACTOME_IL_RECEPTOR_SHC_SIGNALING	27	Down	0.0126809340523912	0.298491225383753
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_UP	242	Down	0.0127494236130692	0.298491225383753
ZHENG_RESPONSE_TO_ARSENITE_DN	26	Up	0.01278337723489	0.298491225383753
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	38	Down	0.0128498340007729	0.298491225383753
HORIUCHI_WTAP_TARGETS_DN	449	Down	0.0129189577398237	0.298491225383753
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_UP	3	Up	0.0130905598506903	0.298491225383753
HOEGERKORP_CD44_TARGETS_DIRECT_DN	20	Up	0.0131211142880051	0.298491225383753
ZHAN_EARLY_DIFFERENTIATION_GENES_DN	59	Down	0.013125567650338	0.298491225383753
BIOCARTA_CSK_PATHWAY	23	Down	0.0131291949355423	0.298491225383753
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	73	Up	0.0131349033482467	0.298491225383753
PID_ERBB2_ERBB3_PATHWAY	60	Down	0.0131613017261702	0.298491225383753
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	111	Down	0.013178138299571	0.298491225383753
LI_CISPLATIN_RESISTANCE_DN	38	Up	0.0133091137269299	0.298491225383753
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	13	Up	0.0134909560416467	0.298491225383753
NABA_CORE_MATRISOME	186	Up	0.0135007379791107	0.298491225383753
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	25	Down	0.0136026893540424	0.298491225383753
BRACHAT_RESPONSE_TO_METHOTREXATE_DN	41	Down	0.0136146368381051	0.298491225383753
RICKMAN_HEAD_AND_NECK_CANCER_A	99	Up	0.0136417946300067	0.298491225383753
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	38	Down	0.0136608262946218	0.298491225383753
MCCABE_HOXC6_TARGETS_UP	11	Down	0.0137472253129035	0.298491225383753
SHI_SPARC_TARGETS_UP	28	Up	0.0137758614455422	0.298491225383753
REACTOME_INSULIN_RECEPTOR_RECYCLING	20	Up	0.013822071244186	0.298491225383753
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	103	Down	0.0138873253777948	0.298491225383753
FERRANDO_HOX11_NEIGHBORS	26	Down	0.0140565579362967	0.298491225383753
XU_HGF_SIGNALING_NOT_VIA_AKT1_6HR	44	Down	0.0140752062154673	0.298491225383753
BIOCARTA_PDGF_PATHWAY	46	Down	0.0141176286822719	0.298491225383753
REACTOME_DAG_AND_IP3_SIGNALING	32	Down	0.0141400592982284	0.298491225383753
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_UP	21	Up	0.014153690619382	0.298491225383753
HUANG_FOXA2_TARGETS_UP	66	Up	0.0143688668753498	0.30159792146809
DAIRKEE_CANCER_PRONE_RESPONSE_E2	49	Up	0.0144286897230712	0.30159792146809
BIOCARTA_CELLCYCLE_PATHWAY	27	Down	0.014539095918741	0.302075539434758
BIOCARTA_AT1R_PATHWAY	46	Down	0.0146075686424433	0.302075539434758
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	249	Up	0.0146536723864287	0.302075539434758
OHM_EMBRYONIC_CARCINOMA_DN	9	Up	0.0147406527423429	0.302075539434758
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	24	Up	0.0147912047666348	0.302075539434758
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP	49	Up	0.0148352085412498	0.302075539434758
PLASARI_NFIC_TARGETS_BASAL_DN	27	Up	0.0150376759790393	0.303888438667246
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	22	Down	0.0150528989517645	0.303888438667246
OHM_EMBRYONIC_CARCINOMA_UP	9	Up	0.0151777573911064	0.305105216662071
KIM_ALL_DISORDERS_DURATION_CORR_UP	9	Down	0.0152562721162308	0.305384023207942
PASTURAL_RIZ1_TARGETS_DN	3	Up	0.0153489623123403	0.305943029381837
SUMI_HNF4A_TARGETS	29	Up	0.01546935804105	0.307047257924034
ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_DN	351	Up	0.015545929026246	0.307276019748895
PENG_GLUTAMINE_DEPRIVATION_UP	67	Down	0.0160058440506441	0.313790532860121
YEMELYANOV_GR_TARGETS_DN	19	Up	0.0160556232867006	0.313790532860121
VALK_AML_WITH_FLT3_ITD	63	Up	0.0160747902100232	0.313790532860121
CHOI_ATL_ACUTE_STAGE	4	Up	0.0164497284016591	0.319788135676699
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	24	Up	0.0165985522182377	0.321358855241619
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	45	Up	0.0167072842635833	0.322143717800683
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	9	Up	0.0167846032706774	0.322318966872682
REACTOME_MITOTIC_PROMETAPHASE	98	Down	0.0169648262705405	0.324460887862483
SESTO_RESPONSE_TO_UV_C7	87	Down	0.0171184098730333	0.324899195228705
PLASARI_NFIC_TARGETS_BASAL_UP	43	Up	0.0171493768219864	0.324899195228705
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	233	Down	0.0171940725671415	0.324899195228705
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	50	Down	0.0173591158519349	0.324907508851567
BIOCARTA_BCR_PATHWAY	44	Down	0.0174270447141371	0.324907508851567
RAY_ALZHEIMERS_DISEASE	12	Down	0.0174677763542021	0.324907508851567
MEISSNER_NPC_HCP_WITH_H3K27ME3	52	Up	0.0174696247350335	0.324907508851567
BIOCARTA_ECM_PATHWAY	42	Down	0.0176881138890574	0.327680980438852
KOINUMA_COLON_CANCER_MSI_UP	17	Down	0.0180097861983934	0.331280569927971
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	16	Down	0.0180226728347774	0.331280569927971
MEISSNER_NPC_ICP_WITH_H3_UNMETHYLATED	23	Up	0.0182126380660592	0.333048759226921
KEGG_DNA_REPLICATION	38	Down	0.0182781692989707	0.333048759226921
MATZUK_SPERMATOZOA	136	Down	0.0183303720150295	0.333048759226921
BOYAULT_LIVER_CANCER_SUBCLASS_G56_UP	15	Down	0.0185039574808437	0.33491454076439
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	63	Down	0.0187193269177293	0.336802290565657
PID_PDGFRA_PATHWAY	30	Down	0.018824818077667	0.336802290565657
ST_GAQ_PATHWAY	31	Down	0.0189125713818273	0.336802290565657
MIKKELSEN_MEF_ICP_WITH_H3K27ME3	157	Up	0.0189159104626658	0.336802290565657
HORTON_SREBF_TARGETS	38	Down	0.0190101839289795	0.336802290565657
PID_IL2_PI3K_PATHWAY	51	Down	0.0190360312406923	0.336802290565657
HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER	51	Down	0.0191087748169807	0.33682780684857
BIOCARTA_AKAP13_PATHWAY	18	Down	0.019339551196486	0.339221336070062
MORI_PLASMA_CELL_UP	55	Up	0.0193881796653084	0.339221336070062
VALK_AML_CLUSTER_13	38	Up	0.019660135043793	0.340534243632885
PID_CXCR3_PATHWAY	50	Down	0.0196961783452068	0.340534243632885
REACTOME_CHROMOSOME_MAINTENANCE	100	Down	0.0197698872580307	0.340534243632885
LUI_THYROID_CANCER_CLUSTER_5	16	Down	0.0198084493537283	0.340534243632885
AFFAR_YY1_TARGETS_DN	286	Down	0.0198380293421299	0.340534243632885
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	11	Up	0.0199443046014792	0.340534243632885
PID_ER_NONGENOMIC_PATHWAY	62	Down	0.0199963757517674	0.340534243632885
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	20	Down	0.0200710612909636	0.340534243632885
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	26	Up	0.0201119927971158	0.340534243632885
BIOCARTA_SALMONELLA_PATHWAY	21	Up	0.0202846599119819	0.341601141169512
BIOCARTA_GH_PATHWAY	41	Down	0.0203795413418157	0.341601141169512
PID_BCR_5PATHWAY	83	Down	0.0204167665997353	0.341601141169512
SA_PROGRAMMED_CELL_DEATH	12	Down	0.0204642512597316	0.341601141169512
VERRECCHIA_RESPONSE_TO_TGFB1_C5	45	Up	0.0206595777403441	0.342214715733154
GAVIN_FOXP3_TARGETS_CLUSTER_P6	99	Down	0.0207572231892235	0.342214715733154
FINETTI_BREAST_CANCER_KINOME_RED	19	Down	0.0207947741123161	0.342214715733154
PETROVA_PROX1_TARGETS_UP	35	Down	0.0208441103713046	0.342214715733154
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	117	Down	0.0208632172165852	0.342214715733154
