	NGenes	PropDown	PropUp	Direction	PValue	FDR	PValue.Mixed	FDR.Mixed
Upregulated.upon.TFEB.OE.in.Hela.291.	216	0.513888888888889	0.393518518518519	Down	9.99990000099999e-06	1.89653275881034e-05	9.99990000099999e-06	9.99990000099999e-06
MTORC1.hyp.DOWNregulated.ALL.561.	302	0.410596026490066	0.509933774834437	Up	9.99990000099999e-06	1.89653275881034e-05	9.99990000099999e-06	9.99990000099999e-06
Microtubule.associated.with.Autophagy.Transport.56.	54	0.481481481481481	0.37037037037037	Down	9.99990000099999e-06	1.89653275881034e-05	9.99990000099999e-06	9.99990000099999e-06
All.MTOR.AKT.cascade.genes.150.	136	0.470588235294118	0.426470588235294	Down	9.99990000099999e-06	1.89653275881034e-05	9.99990000099999e-06	9.99990000099999e-06
Lysosomal.hydrolases.and.accessory.proteins.23.	23	0.695652173913043	0.260869565217391	Down	1.9999800002e-05	4.85289264754411e-05	9.99990000099999e-06	9.99990000099999e-06
Lysosomal.membrane.9.	8	0.625	0.375	Down	1.9999800002e-05	4.85289264754411e-05	9.99990000099999e-06	9.99990000099999e-06
X.Late.endosome..Lysosomes..lyso.related.organelles..10.	7	0.428571428571429	0.571428571428571	Up	1.9999800002e-05	4.85289264754411e-05	9.99990000099999e-06	9.99990000099999e-06
All.Endo.Exosomal.genes.137.	121	0.479338842975207	0.446280991735537	Down	1.9999800002e-05	4.85289264754411e-05	9.99990000099999e-06	9.99990000099999e-06
TFEB.targets..MB..479.	411	0.474452554744526	0.408759124087591	Down	1.9999800002e-05	4.85289264754411e-05	9.99990000099999e-06	9.99990000099999e-06
eIF1.mRNAs.3.	2	0	1	Up	2.9999700003e-05	7.85706428649999e-05	2.9999700003e-05	2.9999700003e-05
X.retrograde.transport..endosome.to.Golgi..8.	6	0.833333333333333	0.166666666666667	Down	3.9999600004e-05	0.000104053013523919	5.99994000059999e-05	5.99994000059999e-05
All.trasport.genes.232.	194	0.469072164948454	0.376288659793814	Down	3.9999600004e-05	0.000104053013523919	9.99990000099999e-06	9.99990000099999e-06
MTORC1.substrates.20.	20	0.35	0.65	Up	4.99995000049999e-05	0.000130261855276184	9.99990000099999e-06	9.99990000099999e-06
vacuolar.proton.transporting.V.type.ATPase.complex.26.	19	0.157894736842105	0.736842105263158	Up	6.99993000069999e-05	0.000178748212517875	9.99990000099999e-06	9.99990000099999e-06
RAS.family.5.	5	0.6	0.2	Down	6.99993000069999e-05	0.000178748212517875	9.99990000099999e-06	9.99990000099999e-06
Lysosomal.acidification.14.	12	0.166666666666667	0.666666666666667	Up	7.99992000079999e-05	0.000201217500020122	9.99990000099999e-06	9.99990000099999e-06
All.Autophagic.genes.147.	122	0.467213114754098	0.360655737704918	Down	8.99991000089999e-05	0.000222616821450833	9.99990000099999e-06	9.99990000099999e-06
X.Golgi..recycling.comp..And.secretory..24.	18	0.611111111111111	0.277777777777778	Down	0.000119998800012	0.000294183104680581	9.99990000099999e-06	9.99990000099999e-06
Lysosomal.genes.containing.CLEAR.motif.68.	57	0.596491228070175	0.350877192982456	Down	0.000129998700013	0.00031249687503125	9.99990000099999e-06	9.99990000099999e-06
TFs.involved.in.mitophagy.10.	8	0.75	0.25	Down	0.000169998300017	0.000403329300040333	9.99990000099999e-06	9.99990000099999e-06
intracellular.protein.trafficking.16.	13	0.461538461538462	0.461538461538462	Down	0.000229997700023	0.000538038097879891	9.99990000099999e-06	9.99990000099999e-06
ATG12.Ubiquitin.like.conjugation.systems.6.	6	0.166666666666667	0.5	Up	0.000359996400036	0.000830842755402233	2.9999700003e-05	2.9999700003e-05
New.MT.Assoc.All.84.	80	0.475	0.375	Down	0.000419995800042	0.000951032156345103	9.99990000099999e-06	9.99990000099999e-06
RAB.effectors.90.	74	0.459459459459459	0.486486486486487	Up	0.000449995500045	0.000998969602140713	9.99990000099999e-06	9.99990000099999e-06
eEF.mRNAs.6.	6	0.166666666666667	0.833333333333333	Up	0.000519994800051999	0.0011329886701133	0.000149998500015	0.000149998500015
Lysoplex_Suppl_Table1.16.	16	0.375	0.4375	Up	0.000689993100068999	0.0014774362060301	9.99990000099999e-06	9.99990000099999e-06
intracellular.trafficking.7.	7	0.571428571428571	0.142857142857143	Down	0.000879991200087999	0.0018160195756533	0.000119998800012	0.000119998800012
Autophagy.17.	16	0.375	0.5	Up	0.000879991200087999	0.0018160195756533	9.99990000099999e-06	9.99990000099999e-06
Lysosomal.Catabolic.enzymes.38.	33	0.636363636363636	0.303030303030303	Down	0.000899991000089999	0.00182312991684898	9.99990000099999e-06	9.99990000099999e-06
Lysoplex.All.Lysosome..including.membrane..891.	729	0.463648834019204	0.419753086419753	Down	0.001089989100109	0.002169978300217	9.99990000099999e-06	9.99990000099999e-06
Mitophagy.34.	31	0.290322580645161	0.548387096774194	Up	0.00119998800012	0.00234729795559187	9.99990000099999e-06	9.99990000099999e-06
specialized.transport.8.	5	0.6	0.2	Down	0.001419985800142	0.00273067444764149	9.99990000099999e-06	9.99990000099999e-06
Rceptors.and.ligands.63.	44	0.386363636363636	0.522727272727273	Up	0.001449985500145	0.00274048983648095	9.99990000099999e-06	9.99990000099999e-06
mTOR.substrates.10.	9	0.333333333333333	0.666666666666667	Up	0.00159998400016	0.00297369907656856	2.9999700003e-05	2.9999700003e-05
transmembrane.transport.channel.19.	17	0.352941176470588	0.529411764705882	Up	0.001649983500165	0.00301580317530158	9.99990000099999e-06	9.99990000099999e-06
PolyABinding.and.Elongation.46.	44	0.272727272727273	0.613636363636364	Up	0.002079979200208	0.00374176586102991	9.99990000099999e-06	9.99990000099999e-06
mTOR.regulators.3.27.	27	0.333333333333333	0.518518518518518	Up	0.002149978500215	0.00380560710521927	9.99990000099999e-06	9.99990000099999e-06
Canonical.Lysosomal.Genes.98.	81	0.567901234567901	0.37037037037037	Down	0.003069969300307	0.00535153378624944	9.99990000099999e-06	9.99990000099999e-06
eIF3.mRNAs.12.	12	0.333333333333333	0.666666666666667	Up	0.003219967800322	0.00552572599274007	9.99990000099999e-06	9.99990000099999e-06
Microtubule.associated.with.Autophagy.Transport.minus.motors.25.	25	0.52	0.4	Down	0.004449955500445	0.00752223246998299	9.99990000099999e-06	9.99990000099999e-06
NfKb.pathway.23.	21	0.333333333333333	0.523809523809524	Up	0.004809951900481	0.00800825325080083	9.99990000099999e-06	9.99990000099999e-06
Curated.Induction.23.	23	0.478260869565217	0.347826086956522	Down	0.005249947500525	0.00861110791877156	9.99990000099999e-06	9.99990000099999e-06
Positive.regulator.of.Autophagy.43.	36	0.527777777777778	0.388888888888889	Down	0.00587994120058799	0.00950358143477389	9.99990000099999e-06	9.99990000099999e-06
endosomal.transport.29.	26	0.423076923076923	0.384615384615385	Down	0.00762992370076299	0.0121556755446938	9.99990000099999e-06	9.99990000099999e-06
eIF4.mRNAs.9.	9	0.222222222222222	0.555555555555556	Up	0.010259897401026	0.0161148388516115	2.9999700003e-05	2.9999700003e-05
Transcriptional.factors.104.	86	0.5	0.441860465116279	Down	0.013109868901311	0.0201588261895159	9.99990000099999e-06	9.99990000099999e-06
Curated.Lysosomal.Biogenesis.26.	23	0.521739130434783	0.478260869565217	Down	0.01319986800132	0.0201588261895159	9.99990000099999e-06	9.99990000099999e-06
Negative.regulator.of.Mitophagy.8.	7	0.142857142857143	0.714285714285714	Up	0.013719862801372	0.0206662316938474	9.99990000099999e-06	9.99990000099999e-06
Mitochondrial.ribosomal.protein.mRNAs.64.	63	0.253968253968254	0.619047619047619	Up	0.014089859101409	0.0209369527926342	1.9999800002e-05	1.9999800002e-05
mTOR.regulators.25.	24	0.416666666666667	0.541666666666667	Up	0.017609823901761	0.025820408462582	9.99990000099999e-06	9.99990000099999e-06
mTOR.s.transcriptional.factor.11.	11	0.545454545454545	0.454545454545455	Down	0.025929740702593	0.0375226510892786	9.99990000099999e-06	9.99990000099999e-06
atg9.and.its.cycling.system.6.	6	0.5	0.166666666666667	Down	0.02759972400276	0.039421034361085	9.99990000099999e-06	9.99990000099999e-06
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	0.466666666666667	0.333333333333333	Down	0.031319686803132	0.0441617378698008	9.99990000099999e-06	9.99990000099999e-06
Thoreen.mTOR.Targets.Unique.166.	161	0.298136645962733	0.559006211180124	Up	0.0563594364056359	0.0784682026597456	9.99990000099999e-06	9.99990000099999e-06
Lysosome.ON.IN.99.	83	0.44578313253012	0.457831325301205	Down	0.0608793912060879	0.0837022879771202	9.99990000099999e-06	9.99990000099999e-06
New.MT.Assoc.All.minus.motors.53.	51	0.490196078431373	0.392156862745098	Down	0.0696393036069639	0.0945651037316787	9.99990000099999e-06	9.99990000099999e-06
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	0.6	0.3	Down	0.103488965110349	0.138326929983712	0.000189998100019	0.000189998100019
MTOR1.2.complex.10.	10	0.2	0.5	Up	0.104378956210438	0.138326929983712	9.99990000099999e-06	9.99990000099999e-06
exocytosis.6.	5	0.6	0.4	Down	0.120158798412016	0.157344259890734	9.99990000099999e-06	9.99990000099999e-06
vesicle.mediated.transport.16.	15	0.4	0.333333333333333	Down	0.148948510514895	0.192750425436922	9.99990000099999e-06	9.99990000099999e-06
All.lipid.genes.37.	28	0.5	0.428571428571429	Down	0.239517604823952	0.306353331815519	9.99990000099999e-06	9.99990000099999e-06
MTORC1.hyp.Upregulated.ALL.492.	308	0.451298701298701	0.461038961038961	Up	0.255817441825582	0.323441018463379	9.99990000099999e-06	9.99990000099999e-06
lysosome.organization.10.	10	0.5	0.5	Up	0.274837251627484	0.343540314596854	9.99990000099999e-06	9.99990000099999e-06
Lysoplex.All.Autophagy.23.	22	0.454545454545455	0.454545454545455	Up	0.285657143428566	0.349961500384996	9.99990000099999e-06	9.99990000099999e-06
Microtubule.associated.with.Autophagy.AP.Formation.23.	22	0.454545454545455	0.454545454545455	Up	0.286337136628634	0.349961500384996	9.99990000099999e-06	9.99990000099999e-06
Known.TOP.mRNAs.66.	64	0.34375	0.5	Up	0.29859701402986	0.360935401634995	9.99990000099999e-06	9.99990000099999e-06
ULK1.complex.9.	8	0.5	0.375	Down	0.304736952630474	0.364353421683174	9.99990000099999e-06	9.99990000099999e-06
All.Lysosomal.genes.241.	200	0.465	0.435	Down	0.313006869931301	0.37021726556928	9.99990000099999e-06	9.99990000099999e-06
lipid.transport.11.	11	0.454545454545455	0.363636363636364	Down	0.360656393436066	0.422038864717736	9.99990000099999e-06	9.99990000099999e-06
Heat.Shock.Proteins.14.	14	0.428571428571429	0.571428571428571	Up	0.48119518804812	0.557167586218875	9.99990000099999e-06	9.99990000099999e-06
Old.Lysosomal.biogenesis.13.	13	0.461538461538462	0.384615384615385	Up	0.528954710452895	0.606088209951234	0.000119998800012	0.000119998800012
lipid.catabolic.process.17.	9	0.555555555555556	0.444444444444444	Down	0.536624633753662	0.608537729055699	9.99990000099999e-06	9.99990000099999e-06
Rab.proteins.involved.in.autophagosome.formation.19.	16	0.5	0.375	Down	0.543684563154368	0.610252570943678	9.99990000099999e-06	9.99990000099999e-06
Microtubule.associated.with.Autophagy.47.	46	0.456521739130435	0.434782608695652	Up	0.592974070259297	0.653024969750303	9.99990000099999e-06	9.99990000099999e-06
lysosomal.transport.7.	7	0.428571428571429	0.428571428571429	Up	0.593664063359366	0.653024969750303	9.99990000099999e-06	9.99990000099999e-06
MAPK.family.12.	11	0.454545454545455	0.454545454545455	Down	0.626523734762652	0.68234713692467	9.99990000099999e-06	9.99990000099999e-06
Fission.and.Fusion.10.	8	0.375	0.375	Up	0.705322946770532	0.760637001473123	9.99990000099999e-06	9.99990000099999e-06
eIF2.mRNAs.10.	9	0.333333333333333	0.444444444444444	Down	0.737552624473755	0.787672220365175	9.99990000099999e-06	9.99990000099999e-06
ATG8.Ubiquitin.like.conjugation.systems.14.	11	0.363636363636364	0.363636363636364	Up	0.751732482675173	0.795096375959317	9.99990000099999e-06	9.99990000099999e-06
receptor.mediated.endocytosis.25.	19	0.473684210526316	0.526315789473684	Down	0.807681923180768	0.83944207727734	9.99990000099999e-06	9.99990000099999e-06
X14.3.3.7.	7	0.428571428571429	0.428571428571429	Up	0.808921910780892	0.83944207727734	9.99990000099999e-06	9.99990000099999e-06
Ribosomal.protein.mRNAs.50.	48	0.395833333333333	0.416666666666667	Up	0.895881041189588	0.920994061087426	9.99990000099999e-06	9.99990000099999e-06
Downregulated.upon.TFEB.OE.in.Hela.7.	4	0.5	0.5	Up	0.939670603293967	0.957066818220707	9.99990000099999e-06	9.99990000099999e-06
eIF5.mRNAs.3.	3	0.333333333333333	0.333333333333333	Up	0.958280417195828	0.967066934835239	5.99994000059999e-05	5.99994000059999e-05
AP.Core.62.	54	0.407407407407407	0.388888888888889	Down	0.970080299197008	0.970080299197008	9.99990000099999e-06	9.99990000099999e-06
