	NGenes	PropDown	PropUp	Direction	PValue	FDR	PValue.Mixed	FDR.Mixed
GO_CHLORIDE_CHANNEL_COMPLEX	20	0.3	0.6	Up	4.99995000049999e-05	0.000111175358834647	9.99990000099999e-06	9.99990000099999e-06
GO_RESPONSE_TO_CAMP	74	0.418918918918919	0.432432432432432	Down	4.99995000049999e-05	0.000111175358834647	9.99990000099999e-06	9.99990000099999e-06
SECRETION_BY_CELL	81	0.419753086419753	0.493827160493827	Up	6.99993000069999e-05	0.000151665150015167	9.99990000099999e-06	9.99990000099999e-06
Enriched.in.MITF.low.signature.genes	49	0.489795918367347	0.408163265306122	Down	0.000159998400016	0.000342628152665842	9.99990000099999e-06	9.99990000099999e-06
MITF.targets_Hartman	55	0.436363636363636	0.472727272727273	Up	0.00149998500015	0.00313946860531395	9.99990000099999e-06	9.99990000099999e-06
GO_VOLTAGE_GATED_CHLORIDE_CHANNEL_ACTIVITY	9	0.222222222222222	0.666666666666667	Up	0.003359966400336	0.00670993290067099	9.99990000099999e-06	9.99990000099999e-06
SASSON_FSH_RESPONSE	8	0.375	0.625	Up	0.00645993540064599	0.0123230585875959	9.99990000099999e-06	9.99990000099999e-06
G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	10	0.5	0.5	Down	0.00750992490075099	0.01370464556224	9.99990000099999e-06	9.99990000099999e-06
Golgi_to_PM_anterograde_GO	34	0.441176470588235	0.558823529411765	Up	0.00790992090079099	0.0138336116638834	9.99990000099999e-06	9.99990000099999e-06
WANG_RESPONSE_TO_FORSKOLIN_UP	19	0.473684210526316	0.473684210526316	Down	0.011619883801162	0.0195130048699513	9.99990000099999e-06	9.99990000099999e-06
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	30	0.333333333333333	0.5	Up	0.014059859401406	0.0227040037291935	9.99990000099999e-06	9.99990000099999e-06
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	6	0.333333333333333	0.5	Up	0.019229807701923	0.0299052565029905	9.99990000099999e-06	9.99990000099999e-06
GO_POSITIVE_REGULATION_OF_CAMP_METABOLIC_PROCESS	40	0.375	0.5	Up	0.0910690893091069	0.13659613403866	9.99990000099999e-06	9.99990000099999e-06
SASSON_RESPONSE_TO_FORSKOLIN_UP	78	0.448717948717949	0.461538461538462	Down	0.119478805211948	0.173031028310407	9.99990000099999e-06	9.99990000099999e-06
GO_CHLORIDE_TRANSPORT	46	0.391304347826087	0.456521739130435	Up	0.125428745712543	0.175593244067559	9.99990000099999e-06	9.99990000099999e-06
HALLMARK_PROTEIN_SECRETION	91	0.43956043956044	0.461538461538462	Up	0.1769982300177	0.23979727944656	9.99990000099999e-06	9.99990000099999e-06
CAMP_UP.V1_UP	169	0.420118343195266	0.461538461538462	Up	0.252307476925231	0.33114700102999	9.99990000099999e-06	9.99990000099999e-06
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	33	0.454545454545455	0.484848484848485	Down	0.276877231227688	0.352382839807966	9.99990000099999e-06	9.99990000099999e-06
CAMP_UP.V1_DN	165	0.472727272727273	0.436363636363636	Down	0.447765522344777	0.553115939428841	9.99990000099999e-06	9.99990000099999e-06
GO_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	62	0.419354838709677	0.483870967741935	Down	0.485335146648533	0.56859848068186	9.99990000099999e-06	9.99990000099999e-06
WANG_RESPONSE_TO_FORSKOLIN_DN	8	0.625	0.375	Down	0.487375126248738	0.56859848068186	9.99990000099999e-06	9.99990000099999e-06
BIOCARTA_CFTR_PATHWAY	11	0.545454545454545	0.454545454545455	Down	0.541954580454195	0.615186010302059	9.99990000099999e-06	9.99990000099999e-06
GO_CAMP_METABOLIC_PROCESS	23	0.391304347826087	0.521739130434783	Down	0.58770412295877	0.64956218858864	9.99990000099999e-06	9.99990000099999e-06
GO_CAMP_BIOSYNTHETIC_PROCESS	13	0.384615384615385	0.461538461538462	Up	0.65470345296547	0.705059872478198	9.99990000099999e-06	9.99990000099999e-06
GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	11	0.454545454545455	0.454545454545455	Up	0.718512814871851	0.754433205667943	9.99990000099999e-06	9.99990000099999e-06
GO_CELLULAR_RESPONSE_TO_CAMP	35	0.4	0.457142857142857	Up	0.943170568294317	0.966169606596617	9.99990000099999e-06	9.99990000099999e-06
GO_REGULATION_OF_CAMP_METABOLIC_PROCESS	56	0.410714285714286	0.5	Up	0.967780322196778	0.967780322196778	9.99990000099999e-06	9.99990000099999e-06
