	NGenes	Direction	PValue	FDR
BERENJENO_TRANSFORMED_BY_RHOA_UP	724	Down	4.49692084099682e-05	0.00272351975036782
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN	28	Down	5.80592810208303e-05	0.00347179801952408
ONDER_CDH1_TARGETS_3_UP	23	Up	6.20065323758741e-05	0.00366148573679537
CUI_GLUCOSE_DEPRIVATION	82	Up	6.58806394576787e-05	0.00383440763692052
YANG_BREAST_CANCER_ESR1_UP	50	Up	6.77178597354491e-05	0.00383440763692052
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP	138	Down	6.79706182735053e-05	0.00383440763692052
KEGG_ECM_RECEPTOR_INTERACTION	85	Down	6.81816768631083e-05	0.00383440763692052
PETRETTO_CARDIAC_HYPERTROPHY	65	Down	7.2118545338556e-05	0.00396243228184917
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP	36	Down	7.35008022626762e-05	0.00396243228184917
TSENG_IRS1_TARGETS_UP	158	Down	7.40785035917817e-05	0.00396243228184917
YANG_MUC2_TARGETS_DUODENUM_3MO_DN	19	Up	7.44847564865052e-05	0.00396243228184917
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	49	Down	7.46520899840338e-05	0.00396243228184917
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	123	Down	8.01970795765262e-05	0.00420945559910566
SIMBULAN_PARP1_TARGETS_DN	21	Down	8.3980101011832e-05	0.00435958238659225
BIOCARTA_RANMS_PATHWAY	13	Down	8.76432297679463e-05	0.00447347575500192
LI_WILMS_TUMOR	43	Down	8.80680027974553e-05	0.00447347575500192
ONGUSAHA_TP53_TARGETS	42	Up	9.3508956298978e-05	0.0046533555253002
MODY_HIPPOCAMPUS_NEONATAL	69	Down	9.35793342302115e-05	0.0046533555253002
REACTOME_COLLAGEN_FORMATION	54	Down	9.98125437826173e-05	0.00491160892530296
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	226	Down	0.000103308002123882	0.00503120620652804
YANG_MUC2_TARGETS_DUODENUM_6MO_DN	17	Up	0.000104701453023856	0.00504703738861935
FUNG_IL2_SIGNALING_1	10	Down	0.000106279343759641	0.00507134969616713
PID_INTEGRIN1_PATHWAY	78	Down	0.000118573136949107	0.00560139498947583
PID_MYC_ACTIV_PATHWAY	119	Down	0.000123871421933277	0.00576693944872351
XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN	18	Down	0.00012451901434585	0.00576693944872351
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN	20	Up	0.000127637201869255	0.00585396254010057
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	19	Down	0.000130215153714953	0.00591477294374458
FU_INTERACT_WITH_ALKBH8	15	Down	0.000132595515307857	0.00596553537442207
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	41	Down	0.000137017969026815	0.00597568950682375
BURTON_ADIPOGENESIS_PEAK_AT_24HR	47	Down	0.000137669962595863	0.00597568950682375
BILANGES_SERUM_SENSITIVE_VIA_TSC2	149	Down	0.000138177604585358	0.00597568950682375
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	94	Down	0.000138705816938815	0.00597568950682375
SINGH_NFE2L2_TARGETS	32	Up	0.00013914603000648	0.00597568950682375
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	214	Down	0.000144060791574983	0.0061310196342362
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_UP	26	Up	0.000146325636438903	0.00617180630836945
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	100	Down	0.000150223708796841	0.00628014867571927
BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	1174	Up	0.000153622453599648	0.00631344735647339
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN	94	Down	0.000153693151141922	0.00631344735647339
BIOCARTA_ACE2_PATHWAY	15	Down	0.000160528641074101	0.00653739052098321
FOURNIER_ACINAR_DEVELOPMENT_LATE_2	402	Down	0.000172353066038124	0.00695893917918033
SCHUHMACHER_MYC_TARGETS_UP	132	Down	0.00017981278053122	0.00717549742381965
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	31	Down	0.00018075448633246	0.00717549742381965
KANG_AR_TARGETS_DN	42	Down	0.000187701181468298	0.007389169843802
PUJANA_CHEK2_PCC_NETWORK	1089	Down	0.000193845929992779	0.00756800143211479
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	72	Down	0.000210127886120105	0.00813642732812604
RHODES_CANCER_META_SIGNATURE	137	Down	0.000213509502149439	0.00820015356222724
NAKAMURA_LUNG_CANCER	21	Down	0.000218854882765906	0.00833766504988821
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	123	Up	0.000221175509372829	0.00835866485021795
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	69	Up	0.000225377703527548	0.0084498751703503
ZEMBUTSU_SENSITIVITY_TO_METHOTREXATE	27	Down	0.000230375995518002	0.00856926143958299
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	20	Down	0.000239008730542593	0.00882091596158758
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN	30	Up	0.0002436748350675	0.00892341023921606
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	19	Up	0.000253051707175191	0.0091955097284277
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	70	Down	0.000257588073544675	0.00928890121698506
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	185	Down	0.000266112275971293	0.00945784875667921
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	34	Down	0.000266277282946303	0.00945784875667921
ELVIDGE_HYPOXIA_UP	227	Up	0.000269542919846084	0.00950239368173807
PID_INTEGRIN3_PATHWAY	70	Down	0.000280646629097848	0.00982055315450543
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	31	Down	0.000297106503668651	0.0101505664788985
REACTOME_HIV_LIFE_CYCLE	124	Down	0.000297344332053596	0.0101505664788985
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_DN	59	Down	0.000299054634435778	0.0101505664788985
MOOTHA_GLYCOLYSIS	33	Up	0.000300248380975374	0.0101505664788985
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	73	Down	0.000300903985661112	0.0101505664788985
TSAI_DNAJB4_TARGETS_UP	19	Up	0.000304786931290296	0.0101505664788985
FEVR_CTNNB1_TARGETS_DN	783	Down	0.000305118636749277	0.0101505664788985
ONDER_CDH1_TARGETS_1_UP	209	Up	0.00031836795256967	0.0105172741813924
BIOCARTA_GLYCOLYSIS_PATHWAY	24	Up	0.00033433550289781	0.0109680619145087
BILD_MYC_ONCOGENIC_SIGNATURE	318	Down	0.000344359482460256	0.0111565039787414
KIM_WT1_TARGETS_12HR_DN	293	Down	0.000347504043903146	0.0111565039787414
CROONQUIST_IL6_DEPRIVATION_DN	124	Down	0.000349500816531842	0.0111565039787414
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	1119	Down	0.000352922956546891	0.0111565039787414
REACTOME_BIOLOGICAL_OXIDATIONS	79	Up	0.000354128690801794	0.0111565039787414
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP	169	Up	0.000354249702965963	0.0111565039787414
IRITANI_MAD1_TARGETS_DN	70	Down	0.000365606316021508	0.011437908853547
GARCIA_TARGETS_OF_FLI1_AND_DAX1_UP	88	Up	0.000373250919168741	0.0116002456720601
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	132	Down	0.000379559316515083	0.0116724451263606
TRACEY_RESISTANCE_TO_IFNA2_DN	40	Up	0.000381660747219752	0.0116724451263606
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	972	Up	0.000382986662698113	0.0116724451263606
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	58	Down	0.00039182729009156	0.0118653340922598
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	37	Down	0.0003944955680711	0.0118700449908782
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_7	105	Down	0.000400662948955535	0.0119793150054807
NIELSEN_GIST_VS_SYNOVIAL_SARCOMA_UP	51	Down	0.000415891712123832	0.0123564304910251
CHIBA_RESPONSE_TO_TSA_UP	92	Down	0.00042639223558432	0.0125733440254426
WALLACE_PROSTATE_CANCER_UP	55	Down	0.000428515746845103	0.0125733440254426
MATTIOLI_MGUS_VS_PCL	145	Down	0.00043831086485477	0.0126395720089216
CROMER_TUMORIGENESIS_UP	84	Down	0.000438670764028734	0.0126395720089216
GRADE_COLON_AND_RECTAL_CANCER_UP	416	Down	0.000438799705644187	0.0126395720089216
TSAI_RESPONSE_TO_RADIATION_THERAPY	47	Down	0.000456196629432706	0.0130610477420612
HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_DN	194	Down	0.000459610100541381	0.0130795067166113
AMUNDSON_GAMMA_RADIATION_RESPONSE	52	Down	0.000467852583367001	0.0132343449330881
SERVITJA_ISLET_HNF1A_TARGETS_DN	91	Up	0.000470917167549667	0.0132417422589561
KRASNOSELSKAYA_ILF3_TARGETS_DN	70	Down	0.000478513102175138	0.0133757153531086
WESTON_VEGFA_TARGETS_12HR	59	Down	0.000489163934605372	0.0135930025122104
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	32	Down	0.000517036213530153	0.014283503349219
LY_AGING_OLD_DN	76	Down	0.000520263132356757	0.0142890874258914
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN	302	Up	0.000542614232558444	0.014816818697145
BIOCARTA_PLATELETAPP_PATHWAY	19	Down	0.000558536348825215	0.015163940872703
REACTOME_MRNA_3_END_PROCESSING	47	Down	0.000582998554048044	0.0157376295389883
VERRECCHIA_RESPONSE_TO_TGFB1_C2	76	Down	0.000588677320926574	0.0158006344548701
REACTOME_METABOLISM_OF_PORPHYRINS	16	Up	0.000594393696989144	0.0158639312122978
KHETCHOUMIAN_TRIM24_TARGETS_UP	78	Down	0.000657208336283242	0.0174418661831575
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	110	Down	0.000704029238528754	0.018580078898379
TSENG_ADIPOGENIC_POTENTIAL_UP	50	Down	0.00072297478755384	0.0189740716466908
VANDESLUIS_COMMD1_TARGETS_GROUP_4_UP	15	Up	0.000744023158431398	0.0193572386055999
KOBAYASHI_EGFR_SIGNALING_24HR_UP	146	Up	0.000745769988615408	0.0193572386055999
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	123	Down	0.000757738631365871	0.0195604223747124
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN	46	Down	0.000776649703591316	0.0199396369552466
GROSS_ELK3_TARGETS_DN	48	Up	0.000782064633468714	0.0199701261000335
ZHANG_TLX_TARGETS_60HR_DN	332	Down	0.000797032291321326	0.0200265260589834
JUBAN_TARGETS_OF_SPI1_AND_FLI1_DN	148	Down	0.000798601743564233	0.0200265260589834
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	77	Down	0.000801029308086963	0.0200265260589834
BROWN_MYELOID_CELL_DEVELOPMENT_DN	146	Down	0.000803678606815047	0.0200265260589834
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	28	Down	0.000805469930399415	0.0200265260589834
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN	191	Up	0.000816815911294985	0.0202022951044896
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP	35	Up	0.000823371867992858	0.0202583786687409
AMIT_EGF_RESPONSE_480_HELA	269	Down	0.000836049543169213	0.0204637204245148
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	158	Down	0.000842563687604595	0.0205168601043511
ZHANG_TLX_TARGETS_UP	157	Up	0.000865396016373998	0.02095992866353
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP	392	Down	0.000869632942009287	0.02095992866353
ZHAN_MULTIPLE_MYELOMA_DN	70	Down	0.000891298061808482	0.0213730560608288
PUJANA_BRCA1_PCC_NETWORK	2096	Down	0.000906325363950269	0.0216236415116216
KIM_GLIS2_TARGETS_UP	132	Down	0.000913030475677375	0.0216741505884418
FERRANDO_HOX11_NEIGHBORS	26	Down	0.000940775198649931	0.0217868570161605
YUAN_ZNF143_PARTNERS	29	Down	0.000942947453630052	0.0217868570161605
GROSS_HYPOXIA_VIA_HIF1A_UP	156	Down	0.000943867868643261	0.0217868570161605
PID_SYNDECAN_1_PATHWAY	57	Down	0.000947435341978367	0.0217868570161605
ST_TYPE_I_INTERFERON_PATHWAY	8	Up	0.000948838911397913	0.0217868570161605
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	21	Down	0.000951564108432714	0.0217868570161605
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	44	Down	0.000953001412606013	0.0217868570161605
REACTOME_RNA_POL_II_TRANSCRIPTION	121	Down	0.000954673878565882	0.0217868570161605
LIM_MAMMARY_LUMINAL_MATURE_DN	146	Down	0.000988994014493727	0.0224615755984056
VERRECCHIA_RESPONSE_TO_TGFB1_C4	44	Down	0.00100177281493055	0.0225372109292476
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	72	Down	0.00100625747597612	0.0225372109292476
REACTOME_DIABETES_PATHWAYS	168	Up	0.00100663664396089	0.0225372109292476
RAMASWAMY_METASTASIS_UP	105	Down	0.00102453553587064	0.022738456572882
BIOCARTA_CELL2CELL_PATHWAY	16	Down	0.00102525216977643	0.022738456572882
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	88	Down	0.00106449722895234	0.0234985276148171
REACTOME_TRANSCRIPTION	199	Down	0.00108060365922621	0.023649747666671
KEGG_REGULATION_OF_AUTOPHAGY	19	Up	0.00108136018120257	0.023649747666671
VANTVEER_BREAST_CANCER_BRCA1_UP	42	Down	0.00108824582667953	0.0236863673562117
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	15	Up	0.00109369570453336	0.0236863673562117
ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS	7	Up	0.00109807672544673	0.0236863673562117
JAZAG_TGFB1_SIGNALING_VIA_SMAD4_DN	70	Down	0.00112518789394252	0.0241608527772021
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	59	Down	0.00115582730615697	0.0245196914807709
ZHANG_RESPONSE_TO_CANTHARIDIN_DN	107	Down	0.00115637503957172	0.0245196914807709
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	31	Up	0.0011574706181651	0.0245196914807709
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	24	Down	0.00118040329182116	0.0248938622792998
GERY_CEBP_TARGETS	194	Up	0.00121645969415674	0.0255402470897619
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	45	Up	0.00123101612894596	0.0257315052793838
PID_ILK_PATHWAY	63	Down	0.00126374657157191	0.0262992898859282
LY_AGING_PREMATURE_DN	44	Down	0.00127107738257987	0.0263358313829267
HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_UP	30	Down	0.00127811838156948	0.0263660752599748
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	165	Up	0.00129573518993759	0.0266132740750661
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	47	Up	0.00132670570059783	0.0271314187429617
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	153	Down	0.0013759557452439	0.028017305778156
COLLER_MYC_TARGETS_DN	28	Down	0.00138329436136726	0.028045847910296
MACLACHLAN_BRCA1_TARGETS_DN	35	Down	0.00140871839158771	0.0284392550506852
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	61	Down	0.00142037487937529	0.0284640975103577
KUWANO_RNA_STABILIZED_BY_NO	9	Up	0.00143028679861612	0.0284640975103577
KANG_AR_TARGETS_UP	29	Down	0.00143091016859128	0.0284640975103577
YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP	76	Down	0.00143742123054316	0.0284640975103577
NABA_BASEMENT_MEMBRANES	44	Down	0.0014400760594783	0.0284640975103577
DORN_ADENOVIRUS_INFECTION_32HR_DN	72	Down	0.00150230083650529	0.0293893727043361
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	15	Up	0.0015030474847938	0.0293893727043361
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	16	Down	0.00150555211567514	0.0293893727043361
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	39	Up	0.00154939636424453	0.0301207754102516
DAUER_STAT3_TARGETS_DN	74	Up	0.00157727316352046	0.03046642490312
DONATO_CELL_CYCLE_TRETINOIN	6	Up	0.00158007495793065	0.03046642490312
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN	64	Down	0.00159333365961137	0.0305901584524254
PUJANA_BRCA_CENTERED_NETWORK	190	Down	0.001599443085891	0.0305901584524254
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	21	Up	0.00162556106397576	0.0306538396996941
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	51	Up	0.00162774869944241	0.0306538396996941
JOHNSTONE_PARVB_TARGETS_1_UP	12	Down	0.00163225520368227	0.0306538396996941
REACTOME_HIV_INFECTION	233	Down	0.00163512494278398	0.0306538396996941
ZHENG_RESPONSE_TO_ARSENITE_UP	24	Up	0.00163521752843415	0.0306538396996941
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	117	Up	0.00167825705222564	0.0313363095443238
BASSO_B_LYMPHOCYTE_NETWORK	194	Down	0.00168635578825094	0.0313635619830608
RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN	20	Down	0.00170176248753164	0.0315259842788214
MOOTHA_GLUCONEOGENESIS	41	Up	0.00173118450566144	0.0319457640810338
AMIT_EGF_RESPONSE_40_HELA	62	Up	0.00174431852691608	0.0320220747214647
DORN_ADENOVIRUS_INFECTION_12HR_DN	59	Down	0.00174887706988524	0.0320220747214647
SASSON_FSH_RESPONSE	23	Up	0.00176713188288588	0.0322313938793548
TERAMOTO_OPN_TARGETS_CLUSTER_4	29	Down	0.00178248778401176	0.0323864318910443
VECCHI_GASTRIC_CANCER_EARLY_UP	511	Down	0.00182215140478308	0.032980242284273
