	NGenes	PropDown	PropUp	Direction	PValue	FDR	PValue.Mixed	FDR.Mixed
All.Lysosomal.genes.241.	201	0.223880597014925	0.18407960199005	Down	0.669323306766932	0.773721950280497	0.000519994800051999	0.00629438150062944
MTOR1.2.complex.10.	10	0.1	0.3	Up	0.675253247467525	0.773721950280497	0.118228817711823	0.167755373728314
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	0	0.1	Up	0.701282987170128	0.795263696847568	0.175068249317507	0.20931475467854
eIF1.mRNAs.3.	2	0.5	0.5	Down	0.771982280177198	0.8665051104591	0.047149528504715	0.090189776068341
All.lipid.genes.37.	28	0.214285714285714	0.214285714285714	Up	0.782522174778252	0.869463527586946	6.99993000069999e-05	0.001429985700143
ATG12.Ubiquitin.like.conjugation.systems.6.	6	0	0	Up	0.805521944780552	0.886068639313607	0.313166868331317	0.321942107681727
intracellular.trafficking.7.	7	0	0.142857142857143	Down	0.815721842781572	0.888404482291811	0.559314406855931	0.564440685868371
MTORC1.hyp.Upregulated.ALL.492.	308	0.207792207792208	0.159090909090909	Down	0.830641693583064	0.895784669604284	0.010319896801032	0.0354574579254207
All.PI3K.genes.44.	35	0.171428571428571	0.0857142857142857	Up	0.845661543384566	0.903128347357303	0.216027839721603	0.24140314152414
PKs.complex.13.	10	0.2	0.2	Down	0.861821381786182	0.911536557711346	0.0776992230077699	0.12568183141698
BCL.2.family.14.	12	0.166666666666667	0.0833333333333333	Down	0.881551184488155	0.923524574278067	0.230467695323047	0.253508964910351
lipid.transport.11.	11	0.272727272727273	0.181818181818182	Down	0.909980900190998	0.944314613457639	0.047009529904701	0.090189776068341
lysosome.organization.10.	10	0.2	0.3	Down	0.927970720292797	0.953983450819697	0.00613993860061399	0.0259555096756725
TFs.involved.in.mitophagy.10.	8	0.25	0.125	Up	0.968510314896851	0.973665263347367	0.0662793372066279	0.110457228761046
Lysoplex.All.Autophagy.23.	22	0.272727272727273	0.272727272727273	Up	0.973450265497345	0.973665263347367	0.016859831401686	0.051446782829469
Microtubule.associated.with.Autophagy.AP.Formation.23.	22	0.272727272727273	0.272727272727273	Up	0.973670263297367	0.973670263297367	0.016609833901661	0.051446782829469
