	NGenes	PropDown	PropUp	Direction	PValue	FDR	PValue.Mixed	FDR.Mixed
ATG12.Ubiquitin.like.conjugation.systems.6.	6	0.166666666666667	0.5	Up	0.000139998600014	0.00028557406733625	9.99990000099999e-06	9.99990000099999e-06
mTOR.regulators.3.27.	27	0.259259259259259	0.555555555555556	Up	0.000179998200018	0.00036320391513066	9.99990000099999e-06	9.99990000099999e-06
TFs.involved.in.mitophagy.10.	8	0.75	0.25	Down	0.000189998100019	0.000376848083371018	9.99990000099999e-06	9.99990000099999e-06
Mitophagy.34.	31	0.354838709677419	0.580645161290323	Up	0.000229997700023	0.000449995500045	9.99990000099999e-06	9.99990000099999e-06
atg9.and.its.cycling.system.6.	6	0.166666666666667	0.333333333333333	Up	0.000249997500025	0.000481245187548125	9.99990000099999e-06	9.99990000099999e-06
mTOR.regulators.25.	24	0.333333333333333	0.583333333333333	Up	0.000279997200028	0.000530696447421491	9.99990000099999e-06	9.99990000099999e-06
Rab.proteins.involved.in.autophagosome.formation.19.	16	0.375	0.4375	Up	0.000309996900031	0.000578442491437155	9.99990000099999e-06	9.99990000099999e-06
Downregulated.upon.TFEB.OE.in.Hela.7.	4	0.25	0.5	Up	0.000559994400055999	0.00103473541535771	9.99990000099999e-06	9.99990000099999e-06
NfKb.pathway.23.	21	0.333333333333333	0.619047619047619	Up	0.000689993100068999	0.00125582077512558	9.99990000099999e-06	9.99990000099999e-06
lysosomal.transport.7.	7	0.428571428571429	0.571428571428571	Up	0.001079989200108	0.00193850520511188	9.99990000099999e-06	9.99990000099999e-06
mTOR.substrates.10.	9	0.333333333333333	0.666666666666667	Up	0.001149988500115	0.00203143129859024	9.99990000099999e-06	9.99990000099999e-06
New.MT.Assoc.All.minus.motors.53.	51	0.352941176470588	0.411764705882353	Up	0.001319986800132	0.00229600878594389	9.99990000099999e-06	9.99990000099999e-06
eIF2.mRNAs.10.	9	0.444444444444444	0.333333333333333	Down	0.001819981800182	0.00311950005499945	9.99990000099999e-06	9.99990000099999e-06
Lysosomal.Catabolic.enzymes.38.	33	0.636363636363636	0.333333333333333	Down	0.001879981200188	0.003173045192625	9.99990000099999e-06	9.99990000099999e-06
Microtubule.associated.with.Autophagy.Transport.56.	54	0.5	0.37037037037037	Down	0.002749972500275	0.0045749542504575	9.99990000099999e-06	9.99990000099999e-06
X.Golgi..recycling.comp..And.secretory..24.	18	0.5	0.333333333333333	Down	0.005229947700523	0.00857827242623096	9.99990000099999e-06	9.99990000099999e-06
intracellular.trafficking.7.	7	0.571428571428571	0.142857142857143	Down	0.00614993850061499	0.00994034177305286	0.001419985800142	0.001419985800142
intracellular.protein.trafficking.16.	13	0.461538461538462	0.384615384615385	Down	0.00867991320086799	0.013829571849209	9.99990000099999e-06	9.99990000099999e-06
Canonical.Lysosomal.Genes.98.	81	0.54320987654321	0.382716049382716	Down	0.011469885301147	0.0180162484089445	9.99990000099999e-06	9.99990000099999e-06
ULK1.complex.9.	8	0.25	0.5	Up	0.012129878701213	0.0187850234173715	9.99990000099999e-06	9.99990000099999e-06
Curated.Lysosomal.Biogenesis.26.	23	0.478260869565217	0.434782608695652	Down	0.014939850601494	0.0228171329397817	9.99990000099999e-06	9.99990000099999e-06
ATG8.Ubiquitin.like.conjugation.systems.14.	11	0.272727272727273	0.545454545454545	Up	0.016179838201618	0.0243730439407935	9.99990000099999e-06	9.99990000099999e-06
eEF.mRNAs.6.	6	0.166666666666667	0.666666666666667	Up	0.02439975600244	0.0362624752130857	0.000159998400016	0.000160847448129292
mTOR.s.transcriptional.factor.11.	11	0.545454545454545	0.454545454545455	Down	0.032329676703233	0.0474095259047409	9.99990000099999e-06	9.99990000099999e-06
Rceptors.and.ligands.63.	44	0.431818181818182	0.5	Up	0.034939650603494	0.0505633101563721	9.99990000099999e-06	9.99990000099999e-06
Transcriptional.factors.104.	86	0.523255813953488	0.441860465116279	Down	0.036359636403636	0.051935194933765	9.99990000099999e-06	9.99990000099999e-06
Lysoplex.All.Lysosome..including.membrane..891.	729	0.432098765432099	0.449931412894376	Up	0.047249527504725	0.0666268978335858	9.99990000099999e-06	9.99990000099999e-06
lipid.transport.11.	11	0.363636363636364	0.545454545454545	Up	0.049239507604924	0.0685543777473618	9.99990000099999e-06	9.99990000099999e-06
MTOR1.2.complex.10.	10	0.2	0.6	Up	0.0558894411055889	0.0768158985076816	9.99990000099999e-06	9.99990000099999e-06
lysosome.organization.10.	10	0.4	0.5	Up	0.0565694343056569	0.0768158985076816	9.99990000099999e-06	9.99990000099999e-06
specialized.transport.8.	5	0.6	0.4	Down	0.0579294207057929	0.0777034912577703	9.99990000099999e-06	9.99990000099999e-06
Microtubule.associated.with.Autophagy.Transport.minus.motors.25.	25	0.52	0.4	Down	0.0606693933060669	0.0803985936044254	9.99990000099999e-06	9.99990000099999e-06
vesicle.mediated.transport.16.	15	0.333333333333333	0.466666666666667	Up	0.0687493125068749	0.0900223140625737	9.99990000099999e-06	9.99990000099999e-06
receptor.mediated.endocytosis.25.	19	0.421052631578947	0.473684210526316	Down	0.0783092169078309	0.101334869004251	9.99990000099999e-06	9.99990000099999e-06
Mitochondrial.ribosomal.protein.mRNAs.64.	63	0.285714285714286	0.555555555555556	Up	0.0887491125088749	0.113509911412514	9.99990000099999e-06	9.99990000099999e-06
eIF5.mRNAs.3.	3	0.333333333333333	0.333333333333333	Down	0.0950590494095059	0.120183280925811	1.9999800002e-05	1.9999800002e-05
X14.3.3.7.	7	0.571428571428571	0.428571428571429	Down	0.0991390086099139	0.123917510824892	9.99990000099999e-06	9.99990000099999e-06
All.trasport.genes.232.	194	0.427835051546392	0.407216494845361	Down	0.12179878201218	0.150531640751008	9.99990000099999e-06	9.99990000099999e-06
All.Lysosomal.genes.241.	200	0.44	0.465	Up	0.158148418515815	0.193286400469329	9.99990000099999e-06	9.99990000099999e-06
Microtubule.associated.with.Autophagy.AP.Lysosome.Fusion.16.	15	0.266666666666667	0.333333333333333	Up	0.167268327316727	0.202186439674065	9.99990000099999e-06	9.99990000099999e-06
Negative.regulator.of.Mitophagy.8.	7	0.285714285714286	0.428571428571429	Down	0.209757902420976	0.249963629395964	9.99990000099999e-06	9.99990000099999e-06
Non.lysosomal.proteins.involved.in.lysosomal.biogenesis.10..	10	0.6	0.3	Down	0.211337886621134	0.249963629395964	0.000119998800012	0.000120474985726333
Positive.regulator.of.Autophagy.43.	36	0.5	0.416666666666667	Down	0.223177768222318	0.261159622446329	9.99990000099999e-06	9.99990000099999e-06
eIF4.mRNAs.9.	9	0.444444444444444	0.444444444444444	Down	0.264427355726443	0.306173254056933	9.99990000099999e-06	9.99990000099999e-06
Fission.and.Fusion.10.	8	0.375	0.625	Up	0.327936720632794	0.375755096615701	9.99990000099999e-06	9.99990000099999e-06
Ribosomal.protein.mRNAs.50.	48	0.541666666666667	0.291666666666667	Down	0.340966590334097	0.382936476757681	0.000189998100019	0.000189998100019
PolyABinding.and.Elongation.46.	44	0.340909090909091	0.5	Up	0.341166588334117	0.382936476757681	9.99990000099999e-06	9.99990000099999e-06
All.lipid.genes.37.	28	0.464285714285714	0.464285714285714	Up	0.411755882441176	0.45750098054575	9.99990000099999e-06	9.99990000099999e-06
endosomal.transport.29.	26	0.423076923076923	0.346153846153846	Down	0.431285687143129	0.474408755912441	9.99990000099999e-06	9.99990000099999e-06
Lysosome.ON.IN.99.	83	0.433734939759036	0.469879518072289	Up	0.458525414745853	0.495550436652496	9.99990000099999e-06	9.99990000099999e-06
eIF3.mRNAs.12.	12	0.333333333333333	0.5	Up	0.459515404845952	0.495550436652496	9.99990000099999e-06	9.99990000099999e-06
New.MT.Assoc.All.84.	80	0.4	0.3875	Up	0.517524824751752	0.552691075030997	9.99990000099999e-06	9.99990000099999e-06
MAPK.family.12.	11	0.454545454545455	0.363636363636364	Down	0.536394636053639	0.567335192032695	9.99990000099999e-06	9.99990000099999e-06
Thoreen.mTOR.Targets.Unique.166.	161	0.372670807453416	0.46583850931677	Up	0.558734412655873	0.585335575215676	9.99990000099999e-06	9.99990000099999e-06
exocytosis.6.	5	0.6	0.4	Down	0.67610323896761	0.701611380112614	9.99990000099999e-06	9.99990000099999e-06
Known.TOP.mRNAs.66.	64	0.453125	0.390625	Down	0.807561924380756	0.830198707358721	9.99990000099999e-06	9.99990000099999e-06
All.Autophagic.genes.147.	122	0.434426229508197	0.418032786885246	Down	0.843551564484355	0.859167797210917	9.99990000099999e-06	9.99990000099999e-06
lipid.catabolic.process.17.	9	0.555555555555556	0.444444444444444	Up	0.906880931190688	0.915195893912621	9.99990000099999e-06	9.99990000099999e-06
Heat.Shock.Proteins.14.	14	0.428571428571429	0.5	Up	0.973150268497315	0.973150268497315	9.99990000099999e-06	9.99990000099999e-06
